query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe	bframe
ENSG00000131459	ENSG00000198380	0	446	81.166	362	84	3	1	3/1
ENSG00000130283	ENSG00000223802	0	260	100	260	0	-2	-1	-2/-1
ENSG00000197375	ENSG00000197208	0	322	86.025	277	45	3	1	3/1
ENSG00000264424	ENSG00000109061	0	862	95.592	824	38	1	3	1/3
ENSG00000264424	ENSG00000125414	0	635	91.969	584	51	1	3	1/3
ENSG00000198342	ENSG00000196466	0	522	80.651	421	101	-1	-2	-1/-2
ENSG00000282608	ENSG00000121933	9.94e-121	163	100	163	0	1	2	1/2
ENSG00000132517	ENSG00000185803	0	108	83.333	90	18	2	3	2/3
ENSG00000124657	ENSG00000168131	5.33e-171	310	81.613	253	57	1	3	1/3
ENSG00000104974	ENSG00000104972	0	496	83.266	413	83	-2	-1	-2/-1
ENSG00000132207	ENSG00000181625	0	244	100	244	0	2	1	2/1
ENSG00000134590	ENSG00000203950	1.66e-171	179	86.592	155	24	-3	-2	-3/-2
ENSG00000134590	ENSG00000212747	1.28e-158	179	87.709	157	22	-3	-1	-3/-1
ENSG00000126890	ENSG00000268651	1.03e-104	150	85.333	128	22	3	1	3/1
ENSG00000170465	ENSG00000185479	0	190	100	190	0	-2	-1	-2/-1
ENSG00000109805	ENSG00000178177	0	474	100	474	0	-2	1	-2/1
ENSG00000118579	ENSG00000047662	0	1107	100	1107	0	3	-1	3/-1
ENSG00000119638	ENSG00000119703	1.41e-149	211	100	211	0	-2	2	-2/2
ENSG00000119638	ENSG00000119703	8.79e-144	211	100	211	0	2	-1	2/-1
ENSG00000119638	ENSG00000119703	2.28e-143	211	100	211	0	-1	1	-1/1
ENSG00000119638	ENSG00000119703	2.89e-142	211	100	211	0	1	-3	1/-3
ENSG00000119638	ENSG00000119703	6.4e-140	211	100	211	0	-3	3	-3/3
ENSG00000169951	ENSG00000261459	0	122	81.967	100	22	-1	-3	-1/-3
ENSG00000130950	ENSG00000188152	0	377	97.347	367	10	-3	-1	-3/-1
ENSG00000125966	ENSG00000156103	0	176	85.227	150	26	2	1	2/1
ENSG00000125966	ENSG00000157227	0	112	81.25	91	21	2	1	2/1
ENSG00000131873	ENSG00000198108	0	371	80.054	297	74	3	2	3/2
ENSG00000131368	ENSG00000177463	2.53e-168	252	100	252	0	-1	2	-1/2
ENSG00000131368	ENSG00000177463	8.34e-159	252	100	252	0	3	-1	3/-1
ENSG00000134538	ENSG00000111700	0	520	80	416	104	1	2	1/2
ENSG00000094796	ENSG00000006059	0	359	95.822	344	15	3	1	3/1
ENSG00000094796	ENSG00000131738	2.05e-177	192	93.229	179	13	-3	-2	-3/-2
ENSG00000134308	ENSG00000166913	7.32e-127	229	83.406	191	38	1	2	1/2
ENSG00000204577	ENSG00000244482	0	401	94.763	380	21	3	2	3/2
ENSG00000123143	ENSG00000065243	0	331	80.363	266	65	1	3	1/3
ENSG00000196757	ENSG00000171291	0	112	88.393	99	13	-2	-3	-2/-3
ENSG00000262246	ENSG00000103426	0	598	100	598	0	-3	-1	-3/-1
ENSG00000187545	ENSG00000204479	0	489	86.912	425	64	-3	-2	-3/-2
ENSG00000100890	ENSG00000258790	0	485	99.381	482	3	-2	-3	-2/-3
ENSG00000074800	ENSG00000111674	0	431	83.991	362	69	1	3	1/3
ENSG00000132570	ENSG00000162408	1.17e-32	101	80.198	81	20	1	3	1/3
ENSG00000131626	ENSG00000139220	0	112	83.929	94	18	3	2	3/2
ENSG00000103449	ENSG00000256463	0	163	80.368	131	32	2	1	2/1
ENSG00000099822	ENSG00000138622	0	550	90	495	55	3	2	3/2
ENSG00000099822	ENSG00000164588	0	545	85.138	464	81	3	2	3/2
ENSG00000134365	ENSG00000116785	0	191	80.105	153	38	1	3	1/3
ENSG00000129450	ENSG00000168995	0	220	85.455	188	32	2	1	2/1
ENSG00000129204	ENSG00000170832	0	779	92.94	724	55	-2	-3	-2/-3
ENSG00000033800	ENSG00000129007	0	1004	100	1004	0	1	-1	1/-1
ENSG00000129028	ENSG00000137821	4.26e-63	114	100	114	0	1	-1	1/-1
ENSG00000129028	ENSG00000137821	2.26e-55	114	100	114	0	-3	2	-3/2
ENSG00000105717	ENSG00000185630	1.81e-136	183	81.967	150	33	3	1	3/1
ENSG00000243073	ENSG00000204501	0	608	98.191	597	11	3	2	3/2
ENSG00000243073	ENSG00000239810	0	493	95.943	473	20	-1	-3	-1/-3
ENSG00000188536	ENSG00000206172	5.22e-112	178	95.506	170	8	1	2	1/2
ENSG00000126803	ENSG00000109971	0	423	88.416	374	49	2	1	2/1
ENSG00000182415	ENSG00000129873	0	651	100	651	0	-1	-2	-1/-2
ENSG00000127364	ENSG00000163807	1.5e-46	101	82.178	83	18	3	-1	3/-1
ENSG00000127364	ENSG00000163807	1.5e-46	101	82.178	83	18	-2	3	-2/3
ENSG00000127515	ENSG00000185385	8.46e-173	310	82.581	256	54	1	2	1/2
ENSG00000134049	ENSG00000267228	1.4e-80	108	98.148	106	2	-3	-1	-3/-1
ENSG00000213366	ENSG00000134184	0	385	87.532	337	48	2	3	2/3
ENSG00000213366	ENSG00000168765	0	319	83.386	266	53	3	1	3/1
ENSG00000119673	ENSG00000184227	0	304	98.355	299	5	-3	-2	-3/-2
ENSG00000187272	ENSG00000241595	4.92e-135	172	83.14	143	29	-1	-2	-1/-2
ENSG00000116455	ENSG00000116459	3.08e-70	112	97.321	109	3	-2	3	-2/3
ENSG00000117281	ENSG00000265491	1.91e-88	140	100	140	0	3	-1	3/-1
ENSG00000117281	ENSG00000265491	4.57e-83	140	100	140	0	-2	1	-2/1
ENSG00000234906	ENSG00000224916	1.1e-139	168	100	168	0	2	1	2/1
ENSG00000105613	ENSG00000086015	0	557	80.969	451	106	1	2	1/2
ENSG00000095110	ENSG00000137634	4.87e-152	217	81.567	177	40	-3	-2	-3/-2
ENSG00000130813	ENSG00000130812	4.35e-105	148	100	148	0	-1	2	-1/2
ENSG00000185479	ENSG00000170465	0	190	100	190	0	-1	-2	-1/-2
ENSG00000185479	ENSG00000205420	0	190	97.895	186	4	-1	-2	-1/-2
ENSG00000059145	ENSG00000090581	0	302	100	302	0	-2	2	-2/2
ENSG00000059145	ENSG00000090581	1.36e-177	302	100	302	0	-3	3	-3/3
ENSG00000186081	ENSG00000205420	0	355	90.141	320	35	2	1	2/1
ENSG00000186081	ENSG00000185479	0	355	90.141	320	35	2	1	2/1
ENSG00000128322	ENSG00000254709	1.79e-91	143	80.42	115	28	3	2	3/2
ENSG00000120328	ENSG00000197479	0	672	89.583	602	70	1	2	1/2
ENSG00000120328	ENSG00000120327	0	117	89.744	105	12	-3	-2	-3/-2
ENSG00000127780	ENSG00000180016	5.45e-164	192	91.667	176	16	-2	-1	-2/-1
ENSG00000129473	ENSG00000258643	1.23e-114	195	98.974	193	2	-3	-1	-3/-1
ENSG00000137273	ENSG00000103241	4.21e-66	113	96.46	109	4	1	2	1/2
ENSG00000104967	ENSG00000139910	0	228	85.526	195	33	1	3	1/3
ENSG00000136206	ENSG00000170092	5.52e-159	202	88.119	178	24	3	1	3/1
ENSG00000136206	ENSG00000205238	8.69e-164	202	86.634	175	27	3	1	3/1
ENSG00000007174	ENSG00000105877	0	323	80.805	261	62	3	2	3/2
ENSG00000198610	ENSG00000187134	1.32e-164	222	81.982	182	40	-3	-2	-3/-2
ENSG00000111249	ENSG00000257923	0	116	80.172	93	23	2	3	2/3
ENSG00000111249	ENSG00000257923	0	116	80.172	93	23	2	3	2/3
ENSG00000087299	ENSG00000162924	3.8e-108	179	84.358	151	28	3	2	3/2
ENSG00000113712	ENSG00000180138	0	335	81.194	272	63	1	3	1/3
ENSG00000113712	ENSG00000180138	0	335	81.194	272	63	3	2	3/2
ENSG00000139223	ENSG00000140350	3.26e-115	164	84.756	139	25	-1	-2	-1/-2
ENSG00000044090	ENSG00000112659	0	223	84.305	188	35	-1	-3	-1/-3
ENSG00000143995	ENSG00000134138	0	158	86.076	136	22	2	1	2/1
ENSG00000139648	ENSG00000186049	0	365	89.315	326	39	2	3	2/3
ENSG00000139648	ENSG00000170484	0	364	87.088	317	47	2	1	2/1
ENSG00000077044	ENSG00000102780	0	277	81.227	225	52	1	2	1/2
ENSG00000118094	ENSG00000019144	7.93e-157	241	100	241	0	3	-1	3/-1
ENSG00000109158	ENSG00000145863	0	334	83.533	279	55	3	2	3/2
ENSG00000138083	ENSG00000184302	2.24e-131	210	86.667	182	28	1	2	1/2
ENSG00000139725	ENSG00000188735	0	581	100	581	0	-1	3	-1/3
ENSG00000081181	ENSG00000100568	0	256	100	256	0	-3	3	-3/3
ENSG00000081181	ENSG00000100568	0	256	100	256	0	1	-1	1/-1
ENSG00000135587	ENSG00000185250	3.33e-73	136	100	136	0	-1	1	-1/1
ENSG00000135587	ENSG00000185250	3.33e-73	136	100	136	0	-1	1	-1/1
ENSG00000181381	ENSG00000137628	0	150	80.667	121	29	3	2	3/2
ENSG00000138109	ENSG00000165841	0	513	88.499	454	59	3	1	3/1
ENSG00000138109	ENSG00000108242	0	484	81.818	396	88	1	2	1/2
ENSG00000085563	ENSG00000005471	0	532	83.083	442	90	2	1	2/1
ENSG00000143226	ENSG00000072694	0	191	89.005	170	21	-1	-3	-1/-3
ENSG00000187122	ENSG00000145147	0	212	83.491	177	35	1	2	1/2
ENSG00000005339	ENSG00000100393	0	471	90.446	426	45	1	2	1/2
ENSG00000100902	ENSG00000258790	1.25e-169	248	100	248	0	1	3	1/3
ENSG00000135945	ENSG00000158417	3.61e-180	284	100	284	0	3	-1	3/-1
ENSG00000126583	ENSG00000154229	0	146	80.137	117	29	1	3	1/3
ENSG00000126583	ENSG00000166501	0	146	81.507	119	27	1	3	1/3
ENSG00000072315	ENSG00000133107	0	270	80.741	218	52	2	1	2/1
ENSG00000072315	ENSG00000133107	0	270	80.741	218	52	2	1	2/1
ENSG00000196943	ENSG00000136305	0	213	99.531	212	1	2	-2	2/-2
ENSG00000137285	ENSG00000137267	0	428	98.832	423	5	-3	-1	-3/-1
ENSG00000137285	ENSG00000104833	0	438	86.986	381	57	-3	-1	-3/-1
ENSG00000139625	ENSG00000197111	0	497	100	497	0	-2	2	-2/2
ENSG00000139625	ENSG00000197111	0	497	100	497	0	-2	1	-2/1
ENSG00000113504	ENSG00000124140	0	548	81.204	445	103	3	2	3/2
ENSG00000113504	ENSG00000124140	0	548	81.204	445	103	3	2	3/2
ENSG00000136698	ENSG00000152093	0	250	99.6	249	1	3	1	3/1
ENSG00000138685	ENSG00000170917	5.27e-138	196	98.98	194	2	2	-2	2/-2
ENSG00000137880	ENSG00000104129	6.83e-129	161	100	161	0	2	-2	2/-2
ENSG00000137880	ENSG00000104129	1.98e-122	161	100	161	0	-1	3	-1/3
ENSG00000137880	ENSG00000104129	1.61e-116	161	100	161	0	1	-1	1/-1
ENSG00000102753	ENSG00000186432	0	523	85.851	449	74	2	1	2/1
ENSG00000142178	ENSG00000275993	0	429	99.301	426	3	-1	-3	-1/-3
ENSG00000137766	ENSG00000198722	0	409	82.885	339	70	1	2	1/2
ENSG00000121594	ENSG00000113845	9.89e-160	266	100	266	0	-1	1	-1/1
ENSG00000140521	ENSG00000140525	2.3e-83	155	94.194	146	9	1	-1	1/-1
ENSG00000104833	ENSG00000188229	0	274	98.54	270	4	1	2	1/2
ENSG00000104833	ENSG00000196230	3.44e-168	112	88.393	99	13	-1	-2	-1/-2
ENSG00000122481	ENSG00000271092	1.28e-115	170	99.412	169	1	2	1	2/1
ENSG00000144136	ENSG00000168575	0	203	81.281	165	38	3	2	3/2
ENSG00000144136	ENSG00000168575	0	203	81.281	165	38	3	2	3/2
ENSG00000129159	ENSG00000131398	4.72e-139	201	81.592	164	37	-2	-3	-2/-3
ENSG00000083844	ENSG00000204524	0	511	85.519	437	74	1	3	1/3
ENSG00000072133	ENSG00000177189	0	295	86.102	254	41	3	2	3/2
ENSG00000076067	ENSG00000144642	1.02e-159	196	84.184	165	31	3	2	3/2
ENSG00000205045	ENSG00000172123	0	360	81.389	293	67	2	3	2/3
ENSG00000139946	ENSG00000197329	0	411	81.752	336	75	2	3	2/3
ENSG00000081019	ENSG00000187257	0	363	82.369	299	64	2	1	2/1
ENSG00000136240	ENSG00000105438	1.05e-123	213	83.568	178	35	3	1	3/1
ENSG00000141232	ENSG00000183864	1.74e-82	121	80.165	97	24	1	3	1/3
ENSG00000105464	ENSG00000161509	0	418	83.493	349	69	2	1	2/1
ENSG00000136231	ENSG00000156928	0	506	100	506	0	2	-3	2/-3
ENSG00000136231	ENSG00000159217	0	188	80.319	151	37	1	2	1/2
ENSG00000136379	ENSG00000129968	2.42e-152	240	82.917	199	41	2	3	2/3
ENSG00000146216	ENSG00000128881	0	317	81.073	257	60	3	2	3/2
ENSG00000143954	ENSG00000172016	4.89e-127	215	84.651	182	33	-3	-2	-3/-2
ENSG00000100764	ENSG00000119720	0	567	99.471	564	3	3	-3	3/-3
ENSG00000121454	ENSG00000107187	1.23e-138	127	80.315	102	25	2	3	2/3
ENSG00000105402	ENSG00000125814	4.73e-156	292	84.247	246	46	1	3	1/3
ENSG00000083750	ENSG00000155876	0	273	97.802	267	6	3	2	3/2
ENSG00000108963	ENSG00000262664	2.68e-168	231	100	231	0	2	1	2/1
ENSG00000119614	ENSG00000100987	3.09e-60	115	80	92	23	1	3	1/3
ENSG00000082701	ENSG00000105723	0	363	83.747	304	59	3	2	3/2
ENSG00000115112	ENSG00000135457	0	250	84.8	212	38	3	1	3/1
ENSG00000115112	ENSG00000153560	0	243	83.539	203	40	3	1	3/1
ENSG00000136536	ENSG00000241399	0	613	100	613	0	2	-3	2/-3
ENSG00000136536	ENSG00000241399	0	613	100	613	0	2	-3	2/-3
ENSG00000135144	ENSG00000110042	0	183	82.514	151	32	3	2	3/2
ENSG00000139133	ENSG00000175548	4.09e-95	187	85.027	159	28	1	3	1/3
ENSG00000116017	ENSG00000179361	7.22e-100	138	83.333	115	23	3	1	3/1
ENSG00000116017	ENSG00000179361	1.25e-96	138	83.333	115	23	3	2	3/2
ENSG00000139266	ENSG00000144583	9.53e-99	159	90.566	144	15	3	1	3/1
ENSG00000141437	ENSG00000122696	0	311	93.248	290	21	3	2	3/2
ENSG00000099308	ENSG00000086015	0	359	83.844	301	58	1	2	1/2
ENSG00000099308	ENSG00000105613	0	202	83.168	168	34	-3	-2	-3/-2
ENSG00000107282	ENSG00000034053	0	347	83.862	291	56	2	3	2/3
ENSG00000107282	ENSG00000034053	0	347	83.862	291	56	2	1	2/1
ENSG00000133026	ENSG00000133392	0	981	81.957	804	177	2	3	2/3
ENSG00000133026	ENSG00000133392	0	981	81.957	804	177	2	3	2/3
ENSG00000135452	ENSG00000135446	5.59e-114	168	100	168	0	1	-2	1/-2
ENSG00000135452	ENSG00000135446	7.1e-105	168	100	168	0	3	-1	3/-1
ENSG00000183668	ENSG00000221826	0	448	87.277	391	57	2	3	2/3
ENSG00000183668	ENSG00000243137	0	446	86.771	387	59	-2	-3	-2/-3
ENSG00000119048	ENSG00000077721	3e-98	158	93.038	147	11	1	3	1/3
ENSG00000143878	ENSG00000067560	2.61e-109	186	86.559	161	25	3	2	3/2
ENSG00000143878	ENSG00000155366	2.61e-109	182	88.462	161	21	3	2	3/2
ENSG00000126814	ENSG00000198830	1.41e-156	183	85.246	156	27	2	1	2/1
ENSG00000126814	ENSG00000198830	2.19e-157	183	85.246	156	27	2	3	2/3
ENSG00000102882	ENSG00000100030	0	345	88.116	304	41	2	1	2/1
ENSG00000102882	ENSG00000100030	0	345	88.116	304	41	2	1	2/1
ENSG00000143933	ENSG00000160014	4.47e-98	153	99.346	152	1	3	2	3/2
ENSG00000126934	ENSG00000169032	0	228	92.544	211	17	3	1	3/1
ENSG00000091664	ENSG00000104888	0	512	82.422	422	90	3	2	3/2
ENSG00000141385	ENSG00000176014	1.39e-149	213	100	213	0	1	-1	1/-1
ENSG00000141385	ENSG00000176014	3.92e-146	213	100	213	0	-3	2	-3/2
ENSG00000115239	ENSG00000270898	0	593	99.325	589	4	3	1	3/1
ENSG00000109181	ENSG00000171234	0	556	83.273	463	93	3	1	3/1
ENSG00000109181	ENSG00000213759	0	495	89.697	444	51	-1	-2	-1/-2
ENSG00000145002	ENSG00000186523	0	309	99.676	308	1	-1	-2	-1/-2
ENSG00000137801	ENSG00000186340	0	261	83.142	217	44	1	3	1/3
ENSG00000137801	ENSG00000186340	0	261	83.142	217	44	1	2	1/2
ENSG00000103061	ENSG00000103064	0	977	100	977	0	2	-3	2/-3
ENSG00000103061	ENSG00000103064	0	977	100	977	0	2	-3	2/-3
ENSG00000137822	ENSG00000067369	1.69e-106	137	91.971	126	11	-2	1	-2/1
ENSG00000143867	ENSG00000164920	2.3e-109	103	92.233	95	8	1	2	1/2
ENSG00000143867	ENSG00000164920	2.3e-109	103	92.233	95	8	1	2	1/2
ENSG00000069956	ENSG00000141639	1.5e-145	180	80.556	145	35	1	2	1/2
ENSG00000104388	ENSG00000129472	3.69e-115	191	90.052	172	19	1	3	1/3
ENSG00000165055	ENSG00000087995	0	458	95.633	438	20	1	3	1/3
ENSG00000144118	ENSG00000006451	1.34e-69	126	89.683	113	13	1	3	1/3
ENSG00000243709	ENSG00000143768	0	399	94.486	377	22	3	2	3/2
ENSG00000135175	ENSG00000122543	2.3e-153	231	98.268	227	4	-1	-3	-1/-3
ENSG00000110013	ENSG00000154144	0	562	100	562	0	-3	1	-3/1
ENSG00000138031	ENSG00000138092	0	257	99.222	255	2	-2	1	-2/1
ENSG00000135018	ENSG00000188021	0	163	90.184	147	16	1	2	1/2
ENSG00000084731	ENSG00000101350	0	115	82.609	95	20	2	3	2/3
ENSG00000114166	ENSG00000108773	0	252	81.349	205	47	3	1	3/1
ENSG00000089116	ENSG00000273706	5.93e-159	118	92.373	109	9	2	1	2/1
ENSG00000089558	ENSG00000183960	0	224	81.696	183	41	1	3	1/3
ENSG00000109220	ENSG00000204116	3.18e-73	148	83.108	123	25	1	3	1/3
ENSG00000138741	ENSG00000069018	0	422	84.123	355	67	3	2	3/2
ENSG00000064651	ENSG00000074803	0	184	82.065	151	33	1	3	1/3
ENSG00000113319	ENSG00000058335	0	319	85.266	272	47	2	3	2/3
ENSG00000113319	ENSG00000058335	0	319	85.266	272	47	2	3	2/3
ENSG00000066027	ENSG00000154001	0	284	85.915	244	40	2	3	2/3
ENSG00000077232	ENSG00000174749	0	152	80.921	123	29	-1	-3	-1/-3
ENSG00000143862	ENSG00000134108	1.64e-115	183	91.257	167	16	2	3	2/3
ENSG00000141965	ENSG00000145780	0	115	83.478	96	19	1	2	1/2
ENSG00000138079	ENSG00000138078	0	417	99.76	416	1	-1	3	-1/3
ENSG00000138079	ENSG00000138078	0	417	99.76	416	1	-1	2	-1/2
ENSG00000135100	ENSG00000157895	0	474	100	474	0	3	-1	3/-1
ENSG00000064726	ENSG00000133243	0	379	84.697	321	58	3	1	3/1
ENSG00000123124	ENSG00000198373	0	453	81.457	369	84	2	3	2/3
ENSG00000007047	ENSG00000075413	0	335	85.97	288	47	2	1	2/1
ENSG00000139278	ENSG00000111615	0	379	99.736	378	1	2	-2	2/-2
ENSG00000113721	ENSG00000134853	0	154	80.519	124	30	3	2	3/2
ENSG00000105610	ENSG00000136826	9.01e-58	104	80.769	84	20	3	1	3/1
ENSG00000127412	ENSG00000165125	1.25e-148	193	84.974	164	29	1	3	1/3
ENSG00000127412	ENSG00000165125	5.34e-148	193	84.974	164	29	1	3	1/3
ENSG00000137040	ENSG00000065150	0	877	82.326	722	155	3	1	3/1
ENSG00000089902	ENSG00000117625	5.09e-139	129	83.721	108	21	2	3	2/3
ENSG00000089902	ENSG00000117625	7.13e-139	129	83.721	108	21	2	3	2/3
ENSG00000144119	ENSG00000165985	1.2e-92	132	88.636	117	15	3	2	3/2
ENSG00000141429	ENSG00000144278	0	505	85.941	434	71	2	1	2/1
ENSG00000135097	ENSG00000153944	2.1e-134	175	85.714	150	25	3	1	3/1
ENSG00000120658	ENSG00000165675	0	159	84.277	134	25	3	2	3/2
ENSG00000120658	ENSG00000165675	0	159	84.277	134	25	3	2	3/2
ENSG00000135443	ENSG00000170523	0	299	91.639	274	25	2	1	2/1
ENSG00000135443	ENSG00000170442	1.02e-172	179	90.503	162	17	-3	-1	-3/-1
ENSG00000007384	ENSG00000129667	0	208	80.288	167	41	3	2	3/2
ENSG00000100393	ENSG00000005339	0	490	88.163	432	58	2	1	2/1
ENSG00000100393	ENSG00000005339	0	490	88.163	432	58	2	1	2/1
ENSG00000138622	ENSG00000099822	0	562	88.612	498	64	2	3	2/3
ENSG00000139112	ENSG00000170296	1.39e-68	116	87.069	101	15	2	3	2/3
ENSG00000136842	ENSG00000136925	0	555	100	555	0	-1	3	-1/3
ENSG00000112246	ENSG00000159263	0	359	86.072	309	50	3	2	3/2
ENSG00000116254	ENSG00000111642	0	349	86.533	302	47	2	3	2/3
ENSG00000116254	ENSG00000111642	0	349	86.533	302	47	2	3	2/3
ENSG00000103740	ENSG00000166411	0	870	100	870	0	-1	1	-1/1
ENSG00000240303	ENSG00000081307	0	294	99.66	293	1	-1	3	-1/3
ENSG00000116489	ENSG00000198898	1.19e-164	288	86.806	250	38	1	2	1/2
ENSG00000105808	ENSG00000170667	0	632	99.525	629	3	3	2	3/2
ENSG00000047457	ENSG00000163755	0	411	100	411	0	2	-1	2/-1
ENSG00000139180	ENSG00000003402	4.1e-139	198	91.414	181	17	-1	-3	-1/-3
ENSG00000139180	ENSG00000175387	1.12e-150	204	86.275	176	28	-2	-3	-2/-3
ENSG00000136682	ENSG00000172785	0	597	98.66	589	8	-1	-2	-1/-2
ENSG00000136682	ENSG00000196873	0	597	97.99	585	12	-1	-2	-1/-2
ENSG00000138758	ENSG00000125354	0	343	86.006	295	48	1	2	1/2
ENSG00000111700	ENSG00000205754	0	220	83.636	184	36	-1	-3	-1/-3
ENSG00000121879	ENSG00000171121	0	775	100	775	0	-3	3	-3/3
ENSG00000103241	ENSG00000137273	1.65e-68	127	90.551	115	12	2	1	2/1
ENSG00000115317	ENSG00000115318	2.28e-132	178	99.438	177	1	1	-3	1/-3
ENSG00000135414	ENSG00000205323	4.16e-82	127	100	127	0	-2	3	-2/3
ENSG00000135414	ENSG00000205323	7.85e-82	127	100	127	0	2	-1	2/-1
ENSG00000130511	ENSG00000157216	3.48e-151	133	82.707	110	23	1	3	1/3
ENSG00000067113	ENSG00000039123	4.27e-101	160	100	160	0	-2	1	-2/1
ENSG00000067113	ENSG00000039123	2.09e-100	160	100	160	0	2	-2	2/-2
ENSG00000067113	ENSG00000039123	1.93e-99	160	100	160	0	3	-3	3/-3
ENSG00000118620	ENSG00000197020	0	591	80.88	478	113	-1	-2	-1/-2
ENSG00000118620	ENSG00000196705	0	104	81.731	85	19	2	1	2/1
ENSG00000100815	ENSG00000066427	6.09e-113	170	100	170	0	-2	-3	-2/-3
ENSG00000055118	ENSG00000184611	0	266	88.346	235	31	1	2	1/2
ENSG00000142611	ENSG00000085276	0	190	85.789	163	27	2	3	2/3
ENSG00000107341	ENSG00000099804	5.82e-120	196	86.735	170	26	3	2	3/2
ENSG00000213064	ENSG00000162924	4.18e-162	100	80	80	20	-3	3	-3/3
ENSG00000213064	ENSG00000173597	0	108	80.556	87	21	-1	-3	-1/-3
ENSG00000111684	ENSG00000126749	0	238	99.16	236	2	-1	3	-1/3
ENSG00000263155	ENSG00000137878	0	502	99.602	500	2	1	2	1/2
ENSG00000128881	ENSG00000146216	0	314	81.529	256	58	2	3	2/3
ENSG00000134853	ENSG00000113721	0	152	81.579	124	28	2	3	2/3
ENSG00000117971	ENSG00000160716	0	283	80.212	227	56	2	1	2/1
ENSG00000047662	ENSG00000118579	0	1107	100	1107	0	-1	3	-1/3
ENSG00000087302	ENSG00000087303	0	236	98.729	233	3	-1	3	-1/3
ENSG00000242019	ENSG00000240403	0	123	82.114	101	22	-1	-3	-1/-3
ENSG00000174460	ENSG00000166707	0	285	86.316	246	39	1	2	1/2
ENSG00000137076	ENSG00000171914	0	394	80.457	317	77	1	3	1/3
ENSG00000170917	ENSG00000138685	8.38e-139	196	98.98	194	2	-2	2	-2/2
ENSG00000140905	ENSG00000023228	3.89e-167	136	88.971	121	15	3	2	3/2
ENSG00000159251	ENSG00000143632	0	378	98.942	374	4	3	2	3/2
ENSG00000159251	ENSG00000107796	0	388	96.907	376	12	3	1	3/1
ENSG00000148943	ENSG00000104863	1.89e-100	204	82.353	168	36	1	3	1/3
ENSG00000148943	ENSG00000111052	5.32e-93	191	80.628	154	37	1	3	1/3
ENSG00000164620	ENSG00000197948	0	136	100	136	0	-2	2	-2/2
ENSG00000144566	ENSG00000108774	1.6e-122	212	87.736	186	26	3	2	3/2
ENSG00000154710	ENSG00000284461	0	878	100	878	0	-2	-3	-2/-3
ENSG00000176692	ENSG00000054598	6.95e-97	122	89.344	109	13	2	1	2/1
ENSG00000146083	ENSG00000137075	4.86e-147	118	84.746	100	18	1	3	1/3
ENSG00000150593	ENSG00000214413	0	425	100	425	0	-3	2	-3/2
ENSG00000150593	ENSG00000214413	0	425	100	425	0	-2	1	-2/1
ENSG00000150593	ENSG00000214413	0	425	100	425	0	3	-3	3/-3
ENSG00000172939	ENSG00000198648	0	338	83.728	283	55	1	2	1/2
ENSG00000145020	ENSG00000283189	0	388	100	388	0	-2	-3	-2/-3
ENSG00000168569	ENSG00000185475	1.84e-85	145	100	145	0	-1	1	-1/1
ENSG00000166664	ENSG00000175344	0	463	99.784	462	1	3	1	3/1
ENSG00000148136	ENSG00000204246	5.88e-176	317	83.912	266	51	1	2	1/2
ENSG00000206172	ENSG00000188536	4.91e-112	178	95.506	170	8	2	1	2/1
ENSG00000142789	ENSG00000219073	2.07e-180	295	93.898	277	18	-3	-1	-3/-1
ENSG00000182793	ENSG00000243955	9.08e-143	253	84.585	214	39	-1	-2	-1/-2
ENSG00000173908	ENSG00000171446	0	331	85.196	282	49	1	3	1/3
ENSG00000173908	ENSG00000204897	0	331	84.894	281	50	1	2	1/2
ENSG00000160014	ENSG00000198668	6.41e-99	173	90.751	157	16	2	3	2/3
ENSG00000160014	ENSG00000143933	8.61e-98	153	99.346	152	1	2	3	2/3
ENSG00000181788	ENSG00000196470	6.58e-151	202	87.129	176	26	1	3	1/3
ENSG00000181788	ENSG00000196470	6.59e-151	202	87.129	176	26	1	3	1/3
ENSG00000177186	ENSG00000228198	0	313	91.693	287	26	1	2	1/2
ENSG00000171497	ENSG00000171503	3.16e-111	163	100	163	0	-1	3	-1/3
ENSG00000171497	ENSG00000171503	4.7e-108	163	100	163	0	2	-1	2/-1
ENSG00000171497	ENSG00000171503	2.92e-106	163	100	163	0	-2	1	-2/1
ENSG00000171497	ENSG00000171503	3.42e-92	163	100	163	0	3	-2	3/-2
ENSG00000152086	ENSG00000075886	0	288	96.181	277	11	-2	-3	-2/-3
ENSG00000152086	ENSG00000198033	0	438	98.174	430	8	3	1	3/1
ENSG00000166503	ENSG00000136404	0	312	99.359	310	2	-2	3	-2/3
ENSG00000181767	ENSG00000181693	0	351	85.755	301	50	2	3	2/3
ENSG00000177151	ENSG00000196240	0	221	100	221	0	1	2	1/2
ENSG00000179981	ENSG00000121297	0	148	85.135	126	22	3	2	3/2
ENSG00000267631	ENSG00000104818	1.67e-112	169	98.817	167	2	1	2	1/2
ENSG00000267631	ENSG00000213030	1.45e-84	129	100	129	0	-2	-1	-2/-1
ENSG00000176679	ENSG00000153779	9.46e-127	197	92.893	183	14	-1	-2	-1/-2
ENSG00000170442	ENSG00000205426	0	419	99.045	415	4	2	1	2/1
ENSG00000169750	ENSG00000128340	5e-116	200	86.5	173	27	1	3	1/3
ENSG00000125944	ENSG00000135316	0	404	84.406	341	63	2	1	2/1
