query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe	bframe
ENSG00000107951	ENSG00000100784	2.73e-72	54	83.333	45	9	-2	-3	-2/-3
ENSG00000133026	ENSG00000133392	0	981	81.957	804	177	2	3	2/3
ENSG00000133026	ENSG00000133392	0	981	81.957	804	177	2	3	2/3
ENSG00000135452	ENSG00000135446	5.59e-114	168	100	168	0	1	-2	1/-2
ENSG00000135452	ENSG00000135446	7.1e-105	168	100	168	0	3	-1	3/-1
ENSG00000183668	ENSG00000221826	0	448	87.277	391	57	2	3	2/3
ENSG00000183668	ENSG00000243137	0	446	86.771	387	59	-2	-3	-2/-3
ENSG00000119048	ENSG00000077721	3e-98	158	93.038	147	11	1	3	1/3
ENSG00000143878	ENSG00000067560	2.61e-109	186	86.559	161	25	3	2	3/2
ENSG00000143878	ENSG00000155366	2.61e-109	182	88.462	161	21	3	2	3/2
ENSG00000126814	ENSG00000198830	1.41e-156	183	85.246	156	27	2	1	2/1
ENSG00000126814	ENSG00000198830	2.19e-157	183	85.246	156	27	2	3	2/3
ENSG00000142166	ENSG00000198393	2.83e-37	66	80.303	53	13	3	-3	3/-3
ENSG00000137720	ENSG00000175782	1.24e-57	56	82.143	46	10	-1	-2	-1/-2
ENSG00000092470	ENSG00000273274	2.96e-45	55	80	44	11	2	1	2/1
ENSG00000102882	ENSG00000100030	0	345	88.116	304	41	2	1	2/1
ENSG00000102882	ENSG00000100030	0	345	88.116	304	41	2	1	2/1
ENSG00000143933	ENSG00000160014	4.47e-98	153	99.346	152	1	3	2	3/2
ENSG00000142669	ENSG00000158062	8.73e-41	65	100	65	0	-1	2	-1/2
ENSG00000142669	ENSG00000158062	8.06e-40	65	100	65	0	3	-1	3/-1
ENSG00000135519	ENSG00000089558	2.89e-138	66	80.303	53	13	-3	-1	-3/-1
ENSG00000135116	ENSG00000108439	3.06e-51	67	80.597	54	13	1	3	1/3
ENSG00000135116	ENSG00000110723	3.51e-49	98	81.633	80	18	-3	-1	-3/-1
ENSG00000126934	ENSG00000169032	0	228	92.544	211	17	3	1	3/1
ENSG00000091664	ENSG00000104888	0	512	82.422	422	90	3	2	3/2
ENSG00000008710	ENSG00000214940	3.92e-54	73	97.26	71	2	2	1	2/1
ENSG00000008710	ENSG00000214940	1.29e-49	73	97.26	71	2	-1	-2	-1/-2
ENSG00000141385	ENSG00000176014	1.39e-149	213	100	213	0	1	-1	1/-1
ENSG00000141385	ENSG00000176014	3.92e-146	213	100	213	0	-3	2	-3/2
ENSG00000115239	ENSG00000270898	0	593	99.325	589	4	3	1	3/1
ENSG00000103769	ENSG00000185236	3.58e-61	98	80.612	79	19	-1	-2	-1/-2
ENSG00000109181	ENSG00000171234	0	556	83.273	463	93	3	1	3/1
ENSG00000109181	ENSG00000213759	0	495	89.697	444	51	-1	-2	-1/-2
ENSG00000145002	ENSG00000186523	0	309	99.676	308	1	-1	-2	-1/-2
ENSG00000104331	ENSG00000164615	1.59e-42	55	85.455	47	8	-2	-1	-2/-1
ENSG00000104331	ENSG00000153029	2.16e-42	55	81.818	45	10	2	-3	2/-3
ENSG00000104331	ENSG00000153029	1.6e-39	55	81.818	45	10	-3	3	-3/3
ENSG00000089091	ENSG00000104205	2.26e-38	99	82.828	82	17	1	3	1/3
ENSG00000135974	ENSG00000134748	5.43e-37	91	80.22	73	18	-3	-2	-3/-2
ENSG00000136327	ENSG00000125820	2.11e-31	67	85.075	57	10	3	1	3/1
ENSG00000115808	ENSG00000196792	0	99	83.838	83	16	1	3	1/3
ENSG00000135956	ENSG00000126070	6.07e-74	85	83.529	71	14	-1	2	-1/2
ENSG00000137133	ENSG00000137103	1.88e-24	51	84.314	43	8	-2	2	-2/2
ENSG00000006695	ENSG00000241322	1.23e-45	99	83.838	83	16	-2	1	-2/1
ENSG00000101670	ENSG00000198393	2.58e-84	50	80	40	10	-1	1	-1/1
ENSG00000137801	ENSG00000186340	0	261	83.142	217	44	1	3	1/3
ENSG00000137801	ENSG00000186340	0	261	83.142	217	44	1	2	1/2
ENSG00000103061	ENSG00000103064	0	977	100	977	0	2	-3	2/-3
ENSG00000103061	ENSG00000103064	0	977	100	977	0	2	-3	2/-3
ENSG00000137822	ENSG00000067369	1.69e-106	137	91.971	126	11	-2	1	-2/1
ENSG00000143867	ENSG00000164920	2.3e-109	103	92.233	95	8	1	2	1/2
ENSG00000143867	ENSG00000164920	2.3e-109	103	92.233	95	8	1	2	1/2
ENSG00000069956	ENSG00000141639	1.5e-145	180	80.556	145	35	1	2	1/2
ENSG00000240403	ENSG00000242019	0	70	87.143	61	9	-1	-2	-1/-2
ENSG00000104388	ENSG00000129472	3.69e-115	191	90.052	172	19	1	3	1/3
ENSG00000244754	ENSG00000138592	5.55e-139	58	81.034	47	11	1	-2	1/-2
ENSG00000165055	ENSG00000087995	0	458	95.633	438	20	1	3	1/3
ENSG00000144118	ENSG00000006451	1.34e-69	126	89.683	113	13	1	3	1/3
ENSG00000243709	ENSG00000143768	0	399	94.486	377	22	3	2	3/2
ENSG00000135175	ENSG00000122543	2.3e-153	231	98.268	227	4	-1	-3	-1/-3
ENSG00000110013	ENSG00000154144	0	562	100	562	0	-3	1	-3/1
ENSG00000143387	ENSG00000136943	2.33e-100	55	80	44	11	1	3	1/3
ENSG00000143387	ENSG00000136943	2.37e-100	55	80	44	11	1	2	1/2
ENSG00000138031	ENSG00000138092	0	257	99.222	255	2	-2	1	-2/1
ENSG00000135018	ENSG00000188021	0	163	90.184	147	16	1	2	1/2
ENSG00000084731	ENSG00000101350	0	115	82.609	95	20	2	3	2/3
ENSG00000114166	ENSG00000108773	0	252	81.349	205	47	3	1	3/1
ENSG00000089116	ENSG00000273706	5.93e-159	118	92.373	109	9	2	1	2/1
ENSG00000089558	ENSG00000183960	0	224	81.696	183	41	1	3	1/3
ENSG00000109220	ENSG00000204116	3.18e-73	148	83.108	123	25	1	3	1/3
ENSG00000124120	ENSG00000105519	1.52e-107	94	85.106	80	14	-2	2	-2/2
ENSG00000136213	ENSG00000100784	2.84e-180	97	81.443	79	18	-3	-1	-3/-1
ENSG00000138741	ENSG00000069018	0	422	84.123	355	67	3	2	3/2
ENSG00000110723	ENSG00000175782	1.04e-102	87	85.057	74	13	1	-2	1/-2
ENSG00000096746	ENSG00000169045	4.08e-64	77	84.416	65	12	-1	-3	-1/-3
ENSG00000064651	ENSG00000074803	0	184	82.065	151	33	1	3	1/3
ENSG00000113319	ENSG00000058335	0	319	85.266	272	47	2	3	2/3
ENSG00000113319	ENSG00000058335	0	319	85.266	272	47	2	3	2/3
ENSG00000135482	ENSG00000126070	3.31e-32	60	80	48	12	1	-1	1/-1
ENSG00000106511	ENSG00000005102	1.4e-38	75	88	66	9	3	1	3/1
ENSG00000106511	ENSG00000005102	5.64e-38	75	88	66	9	3	2	3/2
ENSG00000066027	ENSG00000154001	0	284	85.915	244	40	2	3	2/3
ENSG00000114656	ENSG00000119661	7.79e-114	55	90.909	50	5	-1	1	-1/1
ENSG00000077232	ENSG00000174749	0	152	80.921	123	29	-1	-3	-1/-3
ENSG00000143862	ENSG00000134108	1.64e-115	183	91.257	167	16	2	3	2/3
ENSG00000141965	ENSG00000145780	0	115	83.478	96	19	1	2	1/2
ENSG00000141965	ENSG00000138592	0	92	81.522	75	17	3	1	3/1
ENSG00000138079	ENSG00000138078	0	417	99.76	416	1	-1	3	-1/3
ENSG00000138079	ENSG00000138078	0	417	99.76	416	1	-1	2	-1/2
ENSG00000135100	ENSG00000157895	0	474	100	474	0	3	-1	3/-1
ENSG00000064726	ENSG00000133243	0	379	84.697	321	58	3	1	3/1
ENSG00000135185	ENSG00000135164	1.37e-32	57	100	57	0	-1	2	-1/2
ENSG00000135185	ENSG00000135164	4.16e-30	57	100	57	0	2	-3	2/-3
ENSG00000123124	ENSG00000198373	0	453	81.457	369	84	2	3	2/3
ENSG00000101003	ENSG00000175782	2e-74	74	83.784	62	12	-3	2	-3/2
ENSG00000007047	ENSG00000075413	0	335	85.97	288	47	2	1	2/1
ENSG00000103319	ENSG00000198393	1.04e-95	79	83.544	66	13	1	2	1/2
ENSG00000034533	ENSG00000017260	7.08e-36	65	96.923	63	2	-2	1	-2/1
ENSG00000062038	ENSG00000039068	3.22e-137	91	81.319	74	17	-1	-2	-1/-2
ENSG00000100418	ENSG00000161405	8.94e-48	90	81.111	73	17	-2	-3	-2/-3
ENSG00000100418	ENSG00000161405	9.27e-48	90	81.111	73	17	-2	-3	-2/-3
ENSG00000139278	ENSG00000111615	0	379	99.736	378	1	2	-2	2/-2
ENSG00000139719	ENSG00000180488	5.57e-65	84	80.952	68	16	-2	1	-2/1
ENSG00000139719	ENSG00000180488	6.75e-65	84	80.952	68	16	-2	1	-2/1
ENSG00000116199	ENSG00000177225	1.03e-59	54	81.481	44	10	-2	3	-2/3
ENSG00000113721	ENSG00000134853	0	154	80.519	124	30	3	2	3/2
ENSG00000144063	ENSG00000164916	1.07e-47	62	80.645	50	12	-1	-3	-1/-3
ENSG00000144063	ENSG00000145012	3.72e-30	54	81.481	44	10	-1	-2	-1/-2
ENSG00000105610	ENSG00000136826	9.01e-58	104	80.769	84	20	3	1	3/1
ENSG00000140323	ENSG00000215193	9.84e-101	99	80.808	80	19	-3	-1	-3/-1
ENSG00000140323	ENSG00000136213	0	98	83.673	82	16	2	-1	2/-1
ENSG00000127412	ENSG00000165125	1.25e-148	193	84.974	164	29	1	3	1/3
ENSG00000127412	ENSG00000165125	5.34e-148	193	84.974	164	29	1	3	1/3
ENSG00000137040	ENSG00000065150	0	877	82.326	722	155	3	1	3/1
ENSG00000089902	ENSG00000117625	5.09e-139	129	83.721	108	21	2	3	2/3
ENSG00000089902	ENSG00000117625	7.13e-139	129	83.721	108	21	2	3	2/3
ENSG00000140678	ENSG00000169896	4.66e-115	80	80	64	16	3	2	3/2
ENSG00000123268	ENSG00000118260	2.6e-74	68	80.882	55	13	2	3	2/3
ENSG00000123268	ENSG00000118260	2.6e-74	68	80.882	55	13	2	1	2/1
ENSG00000137845	ENSG00000125741	9.5e-39	50	84	42	8	-3	-1	-3/-1
ENSG00000129933	ENSG00000105705	7.83e-29	50	100	50	0	2	-2	2/-2
ENSG00000129933	ENSG00000105705	2.58e-27	50	100	50	0	-3	3	-3/3
ENSG00000144119	ENSG00000165985	1.2e-92	132	88.636	117	15	3	2	3/2
ENSG00000141429	ENSG00000144278	0	505	85.941	434	71	2	1	2/1
ENSG00000135097	ENSG00000153944	2.1e-134	175	85.714	150	25	3	1	3/1
ENSG00000120658	ENSG00000165675	0	159	84.277	134	25	3	2	3/2
ENSG00000120658	ENSG00000165675	0	159	84.277	134	25	3	2	3/2
ENSG00000099337	ENSG00000175782	2.47e-103	67	80.597	54	13	-2	-3	-2/-3
ENSG00000099337	ENSG00000138592	1.95e-134	85	80	68	17	-1	-3	-1/-3
ENSG00000135245	ENSG00000130368	6.24e-41	70	85.714	60	10	-2	-1	-2/-1
ENSG00000135443	ENSG00000170523	0	299	91.639	274	25	2	1	2/1
ENSG00000135443	ENSG00000170442	1.02e-172	179	90.503	162	17	-3	-1	-3/-1
ENSG00000143869	ENSG00000156466	1.68e-57	95	85.263	81	14	1	2	1/2
ENSG00000134897	ENSG00000171109	6.49e-26	75	81.333	61	14	3	-3	3/-3
ENSG00000007384	ENSG00000129667	0	208	80.288	167	41	3	2	3/2
ENSG00000080371	ENSG00000215193	6.7e-104	94	85.106	80	14	3	1	3/1
ENSG00000080371	ENSG00000153721	2.8e-93	54	81.481	44	10	-3	2	-3/2
ENSG00000205084	ENSG00000136213	1.14e-82	54	81.481	44	10	-1	1	-1/1
ENSG00000205084	ENSG00000198393	3.42e-67	55	83.636	46	9	-1	2	-1/2
ENSG00000100393	ENSG00000005339	0	490	88.163	432	58	2	1	2/1
ENSG00000100393	ENSG00000005339	0	490	88.163	432	58	2	1	2/1
ENSG00000058056	ENSG00000111667	0	71	80.282	57	14	1	3	1/3
ENSG00000058056	ENSG00000111667	0	71	80.282	57	14	1	2	1/2
ENSG00000075643	ENSG00000157350	1.7e-77	85	82.353	70	15	-3	2	-3/2
ENSG00000140379	ENSG00000180953	4.37e-41	73	82.192	60	13	-1	-3	-1/-3
ENSG00000138622	ENSG00000099822	0	562	88.612	498	64	2	3	2/3
ENSG00000139112	ENSG00000170296	1.39e-68	116	87.069	101	15	2	3	2/3
ENSG00000136842	ENSG00000136925	0	555	100	555	0	-1	3	-1/3
ENSG00000110048	ENSG00000184792	1.62e-105	50	80	40	10	-3	-2	-3/-2
ENSG00000110048	ENSG00000184792	1.34e-131	50	80	40	10	-3	-2	-3/-2
ENSG00000112246	ENSG00000159263	0	359	86.072	309	50	3	2	3/2
ENSG00000104903	ENSG00000162367	9.37e-31	62	85.484	53	9	2	1	2/1
ENSG00000116254	ENSG00000111642	0	349	86.533	302	47	2	3	2/3
ENSG00000116254	ENSG00000111642	0	349	86.533	302	47	2	3	2/3
ENSG00000103740	ENSG00000166411	0	870	100	870	0	-1	1	-1/1
ENSG00000105865	ENSG00000164597	4.25e-40	84	100	84	0	1	-3	1/-3
ENSG00000105865	ENSG00000164597	4.25e-40	84	100	84	0	1	-3	1/-3
ENSG00000127993	ENSG00000141759	3.38e-27	52	80.769	42	10	-2	2	-2/2
ENSG00000127993	ENSG00000197299	2.89e-40	51	84.314	43	8	1	-2	1/-2
ENSG00000081014	ENSG00000104205	1.14e-49	55	83.636	46	9	3	-2	3/-2
ENSG00000139233	ENSG00000143458	2.55e-99	91	83.516	76	15	-2	-3	-2/-3
ENSG00000014824	ENSG00000175782	1.18e-44	56	82.143	46	10	3	-3	3/-3
ENSG00000240303	ENSG00000081307	0	294	99.66	293	1	-1	3	-1/3
ENSG00000116489	ENSG00000198898	1.19e-164	288	86.806	250	38	1	2	1/2
ENSG00000116489	ENSG00000007341	2.66e-50	82	100	82	0	1	-2	1/-2
ENSG00000116489	ENSG00000007341	6.37e-41	82	100	82	0	-3	1	-3/1
ENSG00000105808	ENSG00000170667	0	632	99.525	629	3	3	2	3/2
ENSG00000047457	ENSG00000163755	0	411	100	411	0	2	-1	2/-1
ENSG00000125492	ENSG00000143032	7.08e-37	84	82.143	69	15	-2	-1	-2/-1
ENSG00000139180	ENSG00000003402	4.1e-139	198	91.414	181	17	-1	-3	-1/-3
ENSG00000139180	ENSG00000175387	1.12e-150	204	86.275	176	28	-2	-3	-2/-3
ENSG00000136881	ENSG00000205189	0	81	83.951	68	13	-1	1	-1/1
ENSG00000136682	ENSG00000172785	0	597	98.66	589	8	-1	-2	-1/-2
ENSG00000136682	ENSG00000196873	0	597	97.99	585	12	-1	-2	-1/-2
ENSG00000138758	ENSG00000125354	0	343	86.006	295	48	1	2	1/2
ENSG00000128039	ENSG00000180616	1.16e-59	61	81.967	50	11	2	1	2/1
ENSG00000111700	ENSG00000205754	0	220	83.636	184	36	-1	-3	-1/-3
ENSG00000128463	ENSG00000140199	2.33e-27	53	100	53	0	2	-3	2/-3
ENSG00000128463	ENSG00000140199	1.69e-23	53	100	53	0	-1	1	-1/1
ENSG00000128463	ENSG00000140199	8.29e-19	53	100	53	0	-3	3	-3/3
ENSG00000121879	ENSG00000171121	0	775	100	775	0	-3	3	-3/3
ENSG00000103241	ENSG00000137273	1.65e-68	127	90.551	115	12	2	1	2/1
ENSG00000115317	ENSG00000115318	2.28e-132	178	99.438	177	1	1	-3	1/-3
ENSG00000111412	ENSG00000138592	2.49e-108	92	80.435	74	18	-3	-1	-3/-1
ENSG00000101347	ENSG00000100784	1.54e-13	53	81.132	43	10	-1	1	-1/1
ENSG00000069011	ENSG00000164093	4.13e-99	91	86.813	79	12	1	3	1/3
ENSG00000135414	ENSG00000205323	4.16e-82	127	100	127	0	-2	3	-2/3
ENSG00000135414	ENSG00000205323	7.85e-82	127	100	127	0	2	-1	2/-1
ENSG00000130511	ENSG00000157216	3.48e-151	133	82.707	110	23	1	3	1/3
ENSG00000110987	ENSG00000106635	4.69e-32	62	85.484	53	9	3	2	3/2
ENSG00000067113	ENSG00000039123	4.27e-101	160	100	160	0	-2	1	-2/1
ENSG00000067113	ENSG00000039123	2.09e-100	160	100	160	0	2	-2	2/-2
ENSG00000067113	ENSG00000039123	1.93e-99	160	100	160	0	3	-3	3/-3
ENSG00000118620	ENSG00000197020	0	591	80.88	478	113	-1	-2	-1/-2
ENSG00000118620	ENSG00000196705	0	104	81.731	85	19	2	1	2/1
ENSG00000125741	ENSG00000072958	2.32e-92	51	80.392	41	10	2	-2	2/-2
ENSG00000125741	ENSG00000072958	1.21e-85	51	80.392	41	10	-2	3	-2/3
ENSG00000125741	ENSG00000119820	0	87	82.759	72	15	2	3	2/3
ENSG00000100815	ENSG00000066427	6.09e-113	170	100	170	0	-2	-3	-2/-3
ENSG00000100815	ENSG00000169239	1.08e-35	79	87.342	69	10	1	-1	1/-1
ENSG00000011523	ENSG00000103769	1.2e-52	58	82.759	48	10	-1	3	-1/3
ENSG00000055118	ENSG00000184611	0	266	88.346	235	31	1	2	1/2
ENSG00000142611	ENSG00000085276	0	190	85.789	163	27	2	3	2/3
ENSG00000138030	ENSG00000138028	2.77e-88	65	93.846	61	4	-1	1	-1/1
ENSG00000107341	ENSG00000099804	5.82e-120	196	86.735	170	26	3	2	3/2
ENSG00000213064	ENSG00000162924	4.18e-162	100	80	80	20	-3	3	-3/3
ENSG00000213064	ENSG00000173597	0	108	80.556	87	21	-1	-3	-1/-3
ENSG00000111684	ENSG00000126749	0	238	99.16	236	2	-1	3	-1/3
ENSG00000111684	ENSG00000105650	1.94e-28	52	80.769	42	10	3	-1	3/-1
ENSG00000263155	ENSG00000137878	0	502	99.602	500	2	1	2	1/2
ENSG00000128881	ENSG00000146216	0	314	81.529	256	58	2	3	2/3
ENSG00000160602	ENSG00000119638	5.74e-156	71	87.324	62	9	1	2	1/2
ENSG00000160602	ENSG00000161714	6.86e-61	88	82.955	73	15	-1	3	-1/3
ENSG00000134853	ENSG00000113721	0	152	81.579	124	28	2	3	2/3
ENSG00000117971	ENSG00000160716	0	283	80.212	227	56	2	1	2/1
ENSG00000129566	ENSG00000050438	1.16e-64	86	80.233	69	17	1	3	1/3
ENSG00000047662	ENSG00000118579	0	1107	100	1107	0	-1	3	-1/3
ENSG00000087302	ENSG00000087303	0	236	98.729	233	3	-1	3	-1/3
ENSG00000087302	ENSG00000242498	2.34e-43	63	82.54	52	11	-1	-2	-1/-2
ENSG00000151014	ENSG00000164916	9.59e-28	73	87.671	64	9	-3	-1	-3/-1
ENSG00000151014	ENSG00000171109	1.32e-27	73	87.671	64	9	-3	-2	-3/-2
ENSG00000242019	ENSG00000240403	0	123	82.114	101	22	-1	-3	-1/-3
ENSG00000174460	ENSG00000166707	0	285	86.316	246	39	1	2	1/2
ENSG00000137076	ENSG00000171914	0	394	80.457	317	77	1	3	1/3
ENSG00000180596	ENSG00000158373	6.36e-57	84	94.048	79	5	-1	-2	-1/-2
ENSG00000170917	ENSG00000138685	8.38e-139	196	98.98	194	2	-2	2	-2/2
ENSG00000140905	ENSG00000023228	3.89e-167	136	88.971	121	15	3	2	3/2
ENSG00000159251	ENSG00000143632	0	378	98.942	374	4	3	2	3/2
ENSG00000159251	ENSG00000107796	0	388	96.907	376	12	3	1	3/1
ENSG00000148943	ENSG00000104863	1.89e-100	204	82.353	168	36	1	3	1/3
ENSG00000148943	ENSG00000111052	5.32e-93	191	80.628	154	37	1	3	1/3
ENSG00000164620	ENSG00000197948	0	136	100	136	0	-2	2	-2/2
ENSG00000144566	ENSG00000108774	1.6e-122	212	87.736	186	26	3	2	3/2
ENSG00000154710	ENSG00000284461	0	878	100	878	0	-2	-3	-2/-3
ENSG00000151465	ENSG00000165609	1.78e-30	53	100	53	0	1	-2	1/-2
ENSG00000176692	ENSG00000054598	6.95e-97	122	89.344	109	13	2	1	2/1
ENSG00000146083	ENSG00000137075	4.86e-147	118	84.746	100	18	1	3	1/3
ENSG00000150593	ENSG00000214413	0	425	100	425	0	-3	2	-3/2
ENSG00000150593	ENSG00000214413	0	425	100	425	0	-2	1	-2/1
ENSG00000150593	ENSG00000214413	0	425	100	425	0	3	-3	3/-3
ENSG00000152284	ENSG00000148737	5.61e-111	98	80.612	79	19	3	1	3/1
ENSG00000172939	ENSG00000198648	0	338	83.728	283	55	1	2	1/2
ENSG00000145020	ENSG00000283189	0	388	100	388	0	-2	-3	-2/-3
ENSG00000168569	ENSG00000185475	1.84e-85	145	100	145	0	-1	1	-1/1
ENSG00000166664	ENSG00000175344	0	463	99.784	462	1	3	1	3/1
ENSG00000148136	ENSG00000204246	5.88e-176	317	83.912	266	51	1	2	1/2
ENSG00000206172	ENSG00000188536	4.91e-112	178	95.506	170	8	2	1	2/1
ENSG00000176842	ENSG00000170561	1.19e-85	97	83.505	81	16	1	3	1/3
ENSG00000142789	ENSG00000219073	2.07e-180	295	93.898	277	18	-3	-1	-3/-1
ENSG00000182793	ENSG00000243955	9.08e-143	253	84.585	214	39	-1	-2	-1/-2
ENSG00000173908	ENSG00000171446	0	331	85.196	282	49	1	3	1/3
ENSG00000173908	ENSG00000204897	0	331	84.894	281	50	1	2	1/2
ENSG00000160014	ENSG00000198668	6.41e-99	173	90.751	157	16	2	3	2/3
ENSG00000160014	ENSG00000143933	8.61e-98	153	99.346	152	1	2	3	2/3
ENSG00000181788	ENSG00000196470	6.58e-151	202	87.129	176	26	1	3	1/3
ENSG00000181788	ENSG00000196470	6.59e-151	202	87.129	176	26	1	3	1/3
ENSG00000177186	ENSG00000228198	0	313	91.693	287	26	1	2	1/2
ENSG00000121289	ENSG00000175782	9.28e-36	65	80	52	13	3	2	3/2
ENSG00000121289	ENSG00000161405	5.76e-45	67	80.597	54	13	3	-2	3/-2
ENSG00000171497	ENSG00000171503	3.16e-111	163	100	163	0	-1	3	-1/3
ENSG00000171497	ENSG00000171503	4.7e-108	163	100	163	0	2	-1	2/-1
ENSG00000171497	ENSG00000171503	2.92e-106	163	100	163	0	-2	1	-2/1
ENSG00000171497	ENSG00000171503	3.42e-92	163	100	163	0	3	-2	3/-2
ENSG00000152086	ENSG00000075886	0	288	96.181	277	11	-2	-3	-2/-3
ENSG00000152086	ENSG00000198033	0	438	98.174	430	8	3	1	3/1
ENSG00000166503	ENSG00000136404	0	312	99.359	310	2	-2	3	-2/3
ENSG00000181767	ENSG00000181693	0	351	85.755	301	50	2	3	2/3
ENSG00000177151	ENSG00000196240	0	221	100	221	0	1	2	1/2
ENSG00000179981	ENSG00000121297	0	148	85.135	126	22	3	2	3/2
ENSG00000139433	ENSG00000138035	6.46e-66	58	81.034	47	11	-3	-1	-3/-1
ENSG00000267631	ENSG00000104818	1.67e-112	169	98.817	167	2	1	2	1/2
ENSG00000267631	ENSG00000213030	1.45e-84	129	100	129	0	-2	-1	-2/-1
ENSG00000153044	ENSG00000109917	1.74e-32	50	80	40	10	2	3	2/3
ENSG00000176679	ENSG00000153779	9.46e-127	197	92.893	183	14	-1	-2	-1/-2
ENSG00000164342	ENSG00000198799	5.15e-25	53	83.019	44	9	-1	-3	-1/-3
ENSG00000170442	ENSG00000205426	0	419	99.045	415	4	2	1	2/1
ENSG00000168395	ENSG00000111653	2.28e-99	73	89.041	65	8	3	1	3/1
ENSG00000166135	ENSG00000175782	9.48e-74	91	81.319	74	17	2	3	2/3
ENSG00000166135	ENSG00000160991	1.31e-87	82	80.488	66	16	-2	1	-2/1
ENSG00000144231	ENSG00000174990	1.9e-131	90	81.111	73	17	3	-2	3/-2
ENSG00000169750	ENSG00000128340	5e-116	200	86.5	173	27	1	3	1/3
ENSG00000177103	ENSG00000171587	0	79	81.013	64	15	3	2	3/2
ENSG00000171132	ENSG00000027075	0	67	88.06	59	8	1	2	1/2
ENSG00000167088	ENSG00000198393	2.39e-66	75	80	60	15	-1	2	-1/2
ENSG00000167088	ENSG00000136213	5.05e-87	98	84.694	83	15	1	-2	1/-2
ENSG00000125944	ENSG00000135316	0	404	84.406	341	63	2	1	2/1
ENSG00000154839	ENSG00000273274	1.04e-90	91	84.615	77	14	2	1	2/1
ENSG00000170950	ENSG00000102144	0	405	87.16	353	52	1	3	1/3
ENSG00000075886	ENSG00000152086	0	330	97.576	322	8	-3	-2	-3/-2
ENSG00000075886	ENSG00000198033	0	439	99.089	435	4	3	1	3/1
ENSG00000168438	ENSG00000006638	4.34e-45	92	82.609	76	16	1	-1	1/-1
ENSG00000167977	ENSG00000180901	3.13e-106	162	83.951	136	26	3	1	3/1
ENSG00000164237	ENSG00000153721	8.69e-59	63	80.952	51	12	-2	-3	-2/-3
ENSG00000152484	ENSG00000109189	0	358	88.827	318	40	3	2	3/2
ENSG00000213413	ENSG00000121716	6.94e-150	248	95.161	236	12	1	3	1/3
ENSG00000172425	ENSG00000149582	7.34e-16	52	100	52	0	-1	-3	-1/-3
ENSG00000175279	ENSG00000251503	1.8e-94	176	100	176	0	1	3	1/3
ENSG00000170027	ENSG00000128245	4.93e-135	235	87.66	206	29	2	1	2/1
ENSG00000166947	ENSG00000166946	0	361	100	361	0	1	-3	1/-3
ENSG00000164438	ENSG00000107807	1.62e-81	143	80.42	115	28	2	3	2/3
ENSG00000128655	ENSG00000284741	0	578	100	578	0	-2	-3	-2/-3
ENSG00000152253	ENSG00000221947	6.3e-91	110	89.091	98	12	2	1	2/1
ENSG00000170689	ENSG00000180806	7.85e-51	70	82.857	58	12	1	2	1/2
ENSG00000170689	ENSG00000180806	7.85e-51	70	82.857	58	12	1	3	1/3
ENSG00000174165	ENSG00000126070	2.84e-119	58	81.034	47	11	-3	3	-3/3
ENSG00000174165	ENSG00000175782	2.02e-53	54	81.481	44	10	-3	1	-3/1
ENSG00000145736	ENSG00000183474	0	571	98.949	565	6	-2	-1	-2/-1
ENSG00000171942	ENSG00000172519	0	316	87.658	277	39	-2	-1	-2/-1
ENSG00000018610	ENSG00000159259	4.33e-42	51	80.392	41	10	-1	1	-1/1
ENSG00000213516	ENSG00000147274	0	91	89.011	81	10	-1	-3	-1/-3
ENSG00000165389	ENSG00000165633	1.92e-47	100	80	80	20	-3	3	-3/3
ENSG00000166685	ENSG00000133193	2.32e-36	67	97.015	65	2	-2	1	-2/1
ENSG00000166685	ENSG00000133193	2.32e-36	67	97.015	65	2	-2	2	-2/2
ENSG00000205362	ENSG00000125144	1.19e-35	63	84.127	53	10	-1	-2	-1/-2
ENSG00000169612	ENSG00000169609	3.42e-18	56	92.857	52	4	1	-1	1/-1
ENSG00000175311	ENSG00000153721	1.16e-95	85	80	68	17	3	-1	3/-1
ENSG00000160209	ENSG00000265491	1.26e-37	86	80.233	69	17	2	-3	2/-3
ENSG00000166147	ENSG00000138829	0	319	80.564	257	62	1	2	1/2
ENSG00000161265	ENSG00000160201	6.97e-60	50	86	43	7	1	3	1/3
ENSG00000171291	ENSG00000171295	0	353	82.153	290	63	-1	-2	-1/-2
ENSG00000171291	ENSG00000196757	0	70	81.429	57	13	-2	-1	-2/-1
ENSG00000171234	ENSG00000109181	0	558	87.455	488	70	2	1	2/1
ENSG00000171234	ENSG00000213759	0	563	85.08	479	84	2	1	2/1
ENSG00000168961	ENSG00000171916	0	322	94.72	305	17	2	1	2/1
ENSG00000145780	ENSG00000141965	0	115	83.478	96	19	2	1	2/1
ENSG00000144460	ENSG00000104643	8.39e-51	97	86.598	84	13	-2	-3	-2/-3
ENSG00000160588	ENSG00000173614	5.26e-39	92	81.522	75	17	1	-2	1/-2
ENSG00000152439	ENSG00000105136	0	410	89.756	368	42	-2	-1	-2/-1
ENSG00000167004	ENSG00000128886	3.86e-124	210	100	210	0	3	-1	3/-1
ENSG00000167769	ENSG00000137992	2.27e-30	69	85.507	59	10	2	3	2/3
ENSG00000146707	ENSG00000272391	1.11e-67	134	93.284	125	9	2	3	2/3
