GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0000295	adenine nucleotide transmembrane transporter activity	2	291	ENSG00000151729	SLC25A4
GO:0004062	aryl sulfotransferase activity	2	6818	ENSG00000261052	SULT1A3
GO:0005247	voltage-gated chloride channel activity	2	1188	ENSG00000184908	CLCNKB
GO:0005346	purine ribonucleotide transmembrane transporter activity	2	291	ENSG00000151729	SLC25A4
GO:0015296	anion:cation symporter activity	2	10723	ENSG00000113504	SLC12A7
GO:0016273	arginine N-methyltransferase activity	2	10498	ENSG00000142453	CARM1
GO:0016274	protein-arginine N-methyltransferase activity	2	10498	ENSG00000142453	CARM1
GO:0022851	GABA-gated chloride ion channel activity	2	2559	ENSG00000145863	GABRA6
GO:0070700	BMP receptor binding	2	656	ENSG00000116985	BMP8B
GO:1900750	oligopeptide binding	2	2944	ENSG00000134184	GSTM1
GO:0004032	alditol:NADP+ 1-oxidoreductase activity	2	1645	ENSG00000187134	AKR1C1
GO:0008020	G-protein coupled photoreceptor activity	2	23596	ENSG00000054277	OPN3
GO:0015216	purine nucleotide transmembrane transporter activity	2	291	ENSG00000151729	SLC25A4
GO:0016423	tRNA (guanine) methyltransferase activity	2	4234	ENSG00000037897	METTL1
GO:0016775	phosphotransferase activity, nitrogenous group as acceptor	2	131096	ENSG00000183960	KCNH8
GO:0050321	tau-protein kinase activity	2	5562	ENSG00000132356	PRKAA1
GO:0001222	transcription corepressor binding	2	6613	ENSG00000188612	SUMO2
GO:0004089	carbonate dehydratase activity	2	11238	ENSG00000169239	CA5B
GO:0004707	MAP kinase activity	2	5595	ENSG00000102882	MAPK3
GO:0005313	L-glutamate transmembrane transporter activity	2	57084	ENSG00000091664	SLC17A6
GO:0005388	calcium-transporting ATPase activity	2	84239	ENSG00000127249	ATP13A4
GO:0015172	acidic amino acid transmembrane transporter activity	2	57084	ENSG00000091664	SLC17A6
GO:0019215	intermediate filament binding	2	121391	ENSG00000170484	KRT74
GO:0034236	protein kinase A catalytic subunit binding	2	6262	ENSG00000198626	RYR2
GO:0003796	lysozyme activity	2	389852	ENSG00000171489	SPACA5
GO:0005161	platelet-derived growth factor receptor binding	2	5159	ENSG00000113721	PDGFRB
GO:0009881	photoreceptor activity	2	23596	ENSG00000054277	OPN3
GO:0030955	potassium ion binding	2	3739	ENSG00000182255	KCNA4
GO:0034483	heparan sulfate sulfotransferase activity	2	9953	ENSG00000125430	HS3ST3B1
GO:0035613	RNA stem-loop binding	2	80149	ENSG00000163874	ZC3H12A
GO:0050811	GABA receptor binding	2	11337	ENSG00000170296	GABARAP
GO:0005237	inhibitory extracellular ligand-gated ion channel activity	2	2559	ENSG00000145863	GABRA6
GO:0016668	oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor	2	5230	ENSG00000102144	PGK1
GO:0031386	protein tag	2	387082	ENSG00000177688	SUMO4
GO:0034185	apolipoprotein binding	2	4018	ENSG00000198670	LPA
GO:0046527	glucosyltransferase activity	2	144245	ENSG00000175548	ALG10B
GO:0005132	type I interferon receptor binding	2	3440	ENSG00000188379	IFNA2
GO:0005159	insulin-like growth factor receptor binding	2	7532	ENSG00000170027	YWHAG
GO:0030280	structural constituent of epidermis	2	6698	ENSG00000169474	SPRR1A
GO:0042834	peptidoglycan binding	2	5968	ENSG00000172023	REG1B
GO:0046933	proton-transporting ATP synthase activity, rotational mechanism	2	515	ENSG00000116459	ATP5PB
GO:0055106	ubiquitin-protein transferase regulator activity	2	6015	ENSG00000204227	RING1
GO:0005537	mannose binding	2	30835	ENSG00000090659	CD209
GO:0008308	voltage-gated anion channel activity	2	1188	ENSG00000184908	CLCNKB
GO:0010485	H4 histone acetyltransferase activity	2	11091	ENSG00000196363	WDR5
GO:0071837	HMG box domain binding	2	5455	ENSG00000198914	POU3F3
GO:0097602	cullin family protein binding	2	23510	ENSG00000180901	KCTD2
GO:0004890	GABA-A receptor activity	2	2559	ENSG00000145863	GABRA6
GO:0004970	ionotropic glutamate receptor activity	2	2905	ENSG00000161509	GRIN2C
GO:0016780	phosphotransferase activity, for other substituted phosphate groups	2	5281	ENSG00000151665	PIGF
GO:0061783	peptidoglycan muralytic activity	2	389852	ENSG00000171489	SPACA5
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	2	114805	ENSG00000144278	GALNT13
GO:0016408	C-acyltransferase activity	2	39	ENSG00000120437	ACAT2
GO:0031420	alkali metal ion binding	2	3739	ENSG00000182255	KCNA4
GO:0043395	heparan sulfate proteoglycan binding	2	3075	ENSG00000000971	CFH
GO:0070006	metalloaminopeptidase activity	2	4323	ENSG00000157227	MMP14
GO:0003950	NAD+ ADP-ribosyltransferase activity	2	80351	ENSG00000107854	TNKS2
GO:0004602	glutathione peroxidase activity	2	2938	ENSG00000243955	GSTA1
GO:0005355	glucose transmembrane transporter activity	2	154091	ENSG00000146411	SLC2A12
GO:0008483	transaminase activity	2	2673	ENSG00000198380	GFPT1
GO:0016922	ligand-dependent nuclear receptor binding	2	8289	ENSG00000117713	ARID1A
GO:0017049	GTP-Rho binding	2	5586	ENSG00000065243	PKN2
GO:0070530	K63-linked polyubiquitin modification-dependent protein binding	2	54764	ENSG00000019995	ZRANB1
GO:0000146	microfilament motor activity	2	4628	ENSG00000133026	MYH10
GO:0015149	hexose transmembrane transporter activity	2	154091	ENSG00000146411	SLC2A12
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	2	2747	ENSG00000182890	GLUD2
GO:0016917	GABA receptor activity	2	2559	ENSG00000145863	GABRA6
GO:0019865	immunoglobulin binding	2	2210	ENSG00000198019	FCGR1B
GO:0015278	calcium-release channel activity	2	6261	ENSG00000196218	RYR1
GO:0016769	transferase activity, transferring nitrogenous groups	2	2673	ENSG00000198380	GFPT1
GO:0004993	G-protein coupled serotonin receptor activity	2	26539	ENSG00000186723	OR10H1
GO:0099589	serotonin receptor activity	2	26539	ENSG00000186723	OR10H1
GO:0019956	chemokine binding	2	3579	ENSG00000180871	CXCR2
GO:0001968	fibronectin binding	2	4018	ENSG00000198670	LPA
GO:0016628	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	2	1645	ENSG00000187134	AKR1C1
GO:0071949	FAD binding	2	8564	ENSG00000117009	KMO
GO:0008066	glutamate receptor activity	2	2905	ENSG00000161509	GRIN2C
GO:0051787	misfolded protein binding	2	3303	ENSG00000204389	HSPA1A
GO:0061631	ubiquitin conjugating enzyme activity	2	54926	ENSG00000107341	UBE2R2
GO:0071889	14-3-3 protein binding	2	677	ENSG00000185650	ZFP36L1
GO:0035255	ionotropic glutamate receptor binding	2	5867	ENSG00000168118	RAB4A
GO:0051721	protein phosphatase 2A binding	2	29966	ENSG00000196792	STRN3
GO:0061650	ubiquitin-like protein conjugating enzyme activity	2	54926	ENSG00000107341	UBE2R2
GO:0005251	delayed rectifier potassium channel activity	2	3738	ENSG00000177272	KCNA3
GO:0005343	organic acid:sodium symporter activity	2	9963	ENSG00000170482	SLC23A1
GO:0030515	snoRNA binding	2	55720	ENSG00000167721	TSR1
GO:0015301	anion:anion antiporter activity	2	291	ENSG00000151729	SLC25A4
GO:0043014	alpha-tubulin binding	2	127829	ENSG00000143862	ARL8A
GO:0005452	inorganic anion exchanger activity	2	6584	ENSG00000197375	SLC22A5
GO:0015347	sodium-independent organic anion transmembrane transporter activity	2	6584	ENSG00000197375	SLC22A5
GO:0016538	cyclin-dependent protein serine/threonine kinase regulator activity	2	8812	ENSG00000090061	CCNK
GO:0030291	protein serine/threonine kinase inhibitor activity	2	7532	ENSG00000170027	YWHAG
GO:0008536	Ran GTPase binding	2	727851	ENSG00000169629	RGPD8
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	2	515	ENSG00000116459	ATP5PB
GO:0001784	phosphotyrosine residue binding	2	5595	ENSG00000102882	MAPK3
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	2	8812	ENSG00000090061	CCNK
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	2	1109	ENSG00000198610	AKR1C4
GO:0005246	calcium channel regulator activity	2	801	ENSG00000198668	CALM1
GO:0008200	ion channel inhibitor activity	2	801	ENSG00000198668	CALM1
GO:0097472	cyclin-dependent protein kinase activity	2	8812	ENSG00000090061	CCNK
GO:1901505	carbohydrate derivative transmembrane transporter activity	2	291	ENSG00000151729	SLC25A4
GO:0016248	channel inhibitor activity	2	801	ENSG00000198668	CALM1
GO:0016831	carboxy-lyase activity	2	1652	ENSG00000099977	DDT
GO:0036002	pre-mRNA binding	2	2033	ENSG00000100393	EP300
GO:0099528	G-protein coupled neurotransmitter receptor activity	2	26539	ENSG00000186723	OR10H1
GO:0003755	peptidyl-prolyl cis-trans isomerase activity	2	23759	ENSG00000100023	PPIL2
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	2	84239	ENSG00000127249	ATP13A4
GO:0019894	kinesin binding	2	51473	ENSG00000146038	DCDC2
GO:0016859	cis-trans isomerase activity	2	23759	ENSG00000100023	PPIL2
GO:0017046	peptide hormone binding	2	4881	ENSG00000169418	NPR1
GO:0042887	amide transmembrane transporter activity	2	81034	ENSG00000164933	SLC25A32
GO:0045309	protein phosphorylated amino acid binding	2	5595	ENSG00000102882	MAPK3
GO:0004177	aminopeptidase activity	2	4323	ENSG00000157227	MMP14
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	2	444	ENSG00000198363	ASPH
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	2	1109	ENSG00000198610	AKR1C4
GO:0008307	structural constituent of muscle	2	444	ENSG00000198363	ASPH
GO:1901618	organic hydroxy compound transmembrane transporter activity	2	1109	ENSG00000198610	AKR1C4
GO:0008376	acetylgalactosaminyltransferase activity	2	114805	ENSG00000144278	GALNT13
GO:0008188	neuropeptide receptor activity	2	10887	ENSG00000169618	PROKR1
GO:0008188	neuropeptide receptor activity	2	10887	ENSG00000169621	PROKR1
GO:0008408	3'-5' exonuclease activity	2	200558	ENSG00000169621	APLF
GO:0017112	Rab guanyl-nucleotide exchange factor activity	2	160518	ENSG00000170456	DENND5B
GO:0016763	transferase activity, transferring pentosyl groups	2	80351	ENSG00000107854	TNKS2
GO:0030145	manganese ion binding	2	5292	ENSG00000137193	PIM1
GO:0016830	carbon-carbon lyase activity	2	1652	ENSG00000099977	DDT
GO:0005070	SH3/SH2 adaptor activity	2	10750	ENSG00000154016	GRAP
GO:0008227	G-protein coupled amine receptor activity	2	26539	ENSG00000186723	OR10H1
GO:0004869	cysteine-type endopeptidase inhibitor activity	2	551	ENSG00000101200	AVP
GO:0030971	receptor tyrosine kinase binding	2	7532	ENSG00000170027	YWHAG
GO:0008235	metalloexopeptidase activity	2	4323	ENSG00000157227	MMP14
GO:0008375	acetylglucosaminyltransferase activity	2	55624	ENSG00000085998	POMGNT1
GO:0042054	histone methyltransferase activity	2	11091	ENSG00000196363	WDR5
GO:0004714	transmembrane receptor protein tyrosine kinase activity	2	5159	ENSG00000113721	PDGFRB
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	2	253725	ENSG00000172661	WASHC2C
GO:0031434	mitogen-activated protein kinase kinase binding	2	5159	ENSG00000113721	PDGFRB
GO:1990782	protein tyrosine kinase binding	2	7532	ENSG00000170027	YWHAG
GO:0030276	clathrin binding	2	94121	ENSG00000102362	SYTL4
GO:0050660	flavin adenine dinucleotide binding	2	8564	ENSG00000117009	KMO
GO:0043178	alcohol binding	2	5581	ENSG00000171132	PRKCE
GO:0004709	MAP kinase kinase kinase activity	2	5159	ENSG00000113721	PDGFRB
GO:0035591	signaling adaptor activity	2	10750	ENSG00000154016	GRAP
GO:0019199	transmembrane receptor protein kinase activity	2	5159	ENSG00000113721	PDGFRB
GO:0099106	ion channel regulator activity	2	801	ENSG00000198668	CALM1
GO:0009055	electron transfer activity	2	1109	ENSG00000198610	AKR1C4
GO:0016298	lipase activity	2	11057	ENSG00000140526	ABHD2
GO:0032561	guanyl ribonucleotide binding	56	7984	ENSG00000050327	ARHGEF5
GO:0019001	guanyl nucleotide binding	56	7984	ENSG00000050327	ARHGEF5
GO:0005525	GTP binding	55	7984	ENSG00000050327	ARHGEF5
GO:0032550	purine ribonucleoside binding	55	7984	ENSG00000050327	ARHGEF5
GO:0001883	purine nucleoside binding	55	7984	ENSG00000050327	ARHGEF5
GO:0032549	ribonucleoside binding	55	7984	ENSG00000050327	ARHGEF5
GO:0001882	nucleoside binding	55	7984	ENSG00000050327	ARHGEF5
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	55	3202	ENSG00000106004	HOXA5
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	49	3670	ENSG00000016082	ISL1
GO:0003924	GTPase activity	47	81027	ENSG00000101162	TUBB1
GO:0000987	proximal promoter sequence-specific DNA binding	41	5459	ENSG00000091010	POU4F3
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	40	5459	ENSG00000091010	POU4F3
GO:0046982	protein heterodimerization activity	37	6659	ENSG00000124766	SOX4
GO:0001664	G-protein coupled receptor binding	36	2767	ENSG00000088256	GNA11
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	35	3202	ENSG00000106004	HOXA5
GO:0048037	cofactor binding	34	27102	ENSG00000086232	EIF2AK1
GO:0005216	ion channel activity	32	1135	ENSG00000120903	CHRNA2
GO:0022838	substrate-specific channel activity	32	1135	ENSG00000120903	CHRNA2
GO:0015267	channel activity	32	1135	ENSG00000120903	CHRNA2
GO:0022803	passive transmembrane transporter activity	32	1135	ENSG00000120903	CHRNA2
GO:0048018	receptor ligand activity	32	5197	ENSG00000109272	PF4V1
GO:0016887	ATPase activity	30	514	ENSG00000124172	ATP5F1E
GO:0004175	endopeptidase activity	29	3002	ENSG00000100453	GZMB
GO:0046873	metal ion transmembrane transporter activity	28	57468	ENSG00000124140	SLC12A5
GO:0003713	transcription coactivator activity	27	51003	ENSG00000108590	MED31
GO:0022839	ion gated channel activity	25	1135	ENSG00000120903	CHRNA2
GO:0022836	gated channel activity	25	1135	ENSG00000120903	CHRNA2
GO:0005261	cation channel activity	23	610	ENSG00000099822	HCN2
GO:0042623	ATPase activity, coupled	23	514	ENSG00000124172	ATP5F1E
GO:0003714	transcription corepressor activity	22	10140	ENSG00000141232	TOB1
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	22	8531	ENSG00000060138	YBX3
GO:0022804	active transmembrane transporter activity	22	57030	ENSG00000104888	SLC17A7
GO:0016757	transferase activity, transferring glycosyl groups	21	5283	ENSG00000100564	PIGH
GO:0008509	anion transmembrane transporter activity	21	9057	ENSG00000103064	SLC7A6
GO:0005506	iron ion binding	20	1584	ENSG00000160882	CYP11B1
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	20	51003	ENSG00000108590	MED31
GO:0042393	histone binding	20	27000	ENSG00000105821	DNAJC2
GO:0004984	olfactory receptor activity	20	8387	ENSG00000180016	OR1E1
GO:0005200	structural constituent of cytoskeleton	19	3881	ENSG00000094796	KRT31
GO:0020037	heme binding	19	1559	ENSG00000138109	CYP2C9
GO:0046906	tetrapyrrole binding	19	1559	ENSG00000138109	CYP2C9
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	19	1549	ENSG00000198077	CYP2A7
GO:0033218	amide binding	19	3839	ENSG00000102753	KPNA3
GO:0015631	tubulin binding	19	4622	ENSG00000264424	MYH4
GO:0016758	transferase activity, transferring hexosyl groups	18	5283	ENSG00000100564	PIGH
GO:0004252	serine-type endopeptidase activity	18	3002	ENSG00000100453	GZMB
GO:0042277	peptide binding	18	3839	ENSG00000102753	KPNA3
GO:0008236	serine-type peptidase activity	18	3002	ENSG00000100453	GZMB
GO:0017171	serine hydrolase activity	18	3002	ENSG00000100453	GZMB
GO:0031625	ubiquitin protein ligase binding	18	23113	ENSG00000112659	CUL9
GO:0044389	ubiquitin-like protein ligase binding	18	23113	ENSG00000112659	CUL9
GO:0015077	monovalent inorganic cation transmembrane transporter activity	18	514	ENSG00000124172	ATP5F1E
GO:0035326	enhancer binding	17	6662	ENSG00000125398	SOX9
GO:0140030	modification-dependent protein binding	17	57332	ENSG00000141570	CBX8
GO:0015276	ligand-gated ion channel activity	17	610	ENSG00000099822	HCN2
GO:0022834	ligand-gated channel activity	17	610	ENSG00000099822	HCN2
GO:1901681	sulfur compound binding	17	2946	ENSG00000213366	GSTM2
GO:0003779	actin binding	17	80306	ENSG00000118579	MED28
GO:0050839	cell adhesion molecule binding	17	7057	ENSG00000137801	THBS1
GO:0004497	monooxygenase activity	16	1549	ENSG00000198077	CYP2A7
GO:0005516	calmodulin binding	16	4622	ENSG00000264424	MYH4
GO:0015291	secondary active transmembrane transporter activity	16	9057	ENSG00000103064	SLC7A6
GO:0005088	Ras guanyl-nucleotide exchange factor activity	16	8997	ENSG00000160145	KALRN
GO:0005126	cytokine receptor binding	16	5196	ENSG00000163737	PF4
GO:0005085	guanyl-nucleotide exchange factor activity	16	8997	ENSG00000160145	KALRN
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	15	6662	ENSG00000125398	SOX9
GO:0001104	RNA polymerase II transcription cofactor activity	15	51003	ENSG00000108590	MED31
GO:0031490	chromatin DNA binding	15	3021	ENSG00000132475	H3F3B
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	15	6909	ENSG00000121068	TBX2
GO:0008168	methyltransferase activity	15	57570	ENSG00000126814	TRMT5
GO:0016741	transferase activity, transferring one-carbon groups	15	57570	ENSG00000126814	TRMT5
GO:0030246	carbohydrate binding	15	5968	ENSG00000172023	REG1B
GO:0008017	microtubule binding	15	8766	ENSG00000103769	RAB11A
GO:0140098	catalytic activity, acting on RNA	15	27161	ENSG00000123908	AGO2
GO:0004842	ubiquitin-protein transferase activity	15	64718	ENSG00000059145	UNKL
GO:0019787	ubiquitin-like protein transferase activity	15	64718	ENSG00000059145	UNKL
GO:0019825	oxygen binding	14	1549	ENSG00000198077	CYP2A7
GO:0001158	enhancer sequence-specific DNA binding	14	6662	ENSG00000125398	SOX9
GO:0015085	calcium ion transmembrane transporter activity	14	2906	ENSG00000105464	GRIN2D
GO:0008194	UDP-glycosyltransferase activity	14	7365	ENSG00000109181	UGT2B10
GO:0000287	magnesium ion binding	14	79895	ENSG00000104043	ATP8B4
GO:0005244	voltage-gated ion channel activity	14	23415	ENSG00000089558	KCNH4
GO:0022832	voltage-gated channel activity	14	23415	ENSG00000089558	KCNH4
GO:0005539	glycosaminoglycan binding	14	5967	ENSG00000115386	REG1A
GO:0005125	cytokine activity	14	2247	ENSG00000138685	FGF2
GO:0060589	nucleoside-triphosphatase regulator activity	14	9098	ENSG00000129204	USP6
GO:0001047	core promoter binding	13	6659	ENSG00000124766	SOX4
GO:0017048	Rho GTPase binding	13	8531	ENSG00000060138	YBX3
GO:0016829	lyase activity	13	113	ENSG00000121281	ADCY7
GO:0043177	organic acid binding	13	80765	ENSG00000172345	STARD5
GO:0019887	protein kinase regulator activity	13	8850	ENSG00000114166	KAT2B
GO:0019207	kinase regulator activity	13	8850	ENSG00000114166	KAT2B
GO:0008514	organic anion transmembrane transporter activity	13	9057	ENSG00000103064	SLC7A6
GO:0016746	transferase activity, transferring acyl groups	13	2033	ENSG00000100393	EP300
GO:0050662	coenzyme binding	13	2746	ENSG00000148672	GLUD1
GO:0042578	phosphoric ester hydrolase activity	13	8611	ENSG00000067113	PLPP1
GO:0004857	enzyme inhibitor activity	13	4018	ENSG00000198670	LPA
GO:0042826	histone deacetylase binding	12	6496	ENSG00000138083	SIX3
GO:0099094	ligand-gated cation channel activity	12	10021	ENSG00000138622	HCN4
GO:0030594	neurotransmitter receptor activity	12	2557	ENSG00000109158	GABRA4
GO:0005262	calcium channel activity	12	2906	ENSG00000105464	GRIN2D
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	12	2194	ENSG00000169710	FASN
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	12	2194	ENSG00000169710	FASN
GO:0022843	voltage-gated cation channel activity	12	23415	ENSG00000089558	KCNH4
GO:0004386	helicase activity	12	91351	ENSG00000181381	DDX60L
GO:0008201	heparin binding	12	2247	ENSG00000138685	FGF2
GO:0051427	hormone receptor binding	12	7533	ENSG00000128245	YWHAH
GO:0031406	carboxylic acid binding	12	80765	ENSG00000172345	STARD5
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	12	2033	ENSG00000100393	EP300
GO:0061630	ubiquitin protein ligase activity	12	54926	ENSG00000107341	UBE2R2
GO:0061659	ubiquitin-like protein ligase activity	12	54926	ENSG00000107341	UBE2R2
GO:0045296	cadherin binding	12	6712	ENSG00000173898	SPTBN2
GO:0003729	mRNA binding	12	10643	ENSG00000136231	IGF2BP3
GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	11	6659	ENSG00000124766	SOX4
GO:0031491	nucleosome binding	11	8467	ENSG00000153147	SMARCA5
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	11	3215	ENSG00000120075	HOXB5
GO:0005230	extracellular ligand-gated ion channel activity	11	1143	ENSG00000117971	CHRNB4
GO:0016407	acetyltransferase activity	11	2033	ENSG00000100393	EP300
GO:0005179	hormone activity	11	114335	ENSG00000267631	CGB1
GO:0015293	symporter activity	11	57468	ENSG00000124140	SLC12A5
GO:0035257	nuclear hormone receptor binding	11	7533	ENSG00000128245	YWHAH
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	11	55798	ENSG00000165055	METTL2B
GO:0015103	inorganic anion transmembrane transporter activity	11	57468	ENSG00000124140	SLC12A5
GO:0004518	nuclease activity	11	5428	ENSG00000140521	POLG
GO:0015020	glucuronosyltransferase activity	10	7364	ENSG00000171234	UGT2B7
GO:0008395	steroid hydroxylase activity	10	1549	ENSG00000198077	CYP2A7
GO:0140104	molecular carrier activity	10	3039	ENSG00000206172	HBA1
GO:0019003	GDP binding	10	55207	ENSG00000134108	ARL8B
GO:0002020	protease binding	10	248	ENSG00000163295	ALPI
GO:0004519	endonuclease activity	10	6036	ENSG00000169385	RNASE2
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	10	200316	ENSG00000128394	APOBEC3F
GO:0008083	growth factor activity	10	2247	ENSG00000138685	FGF2
GO:0015079	potassium ion transmembrane transporter activity	10	10723	ENSG00000113504	SLC12A7
GO:0140097	catalytic activity, acting on DNA	10	1105	ENSG00000153922	CHD1
GO:0030695	GTPase regulator activity	10	8853	ENSG00000151693	ASAP2
GO:0005543	phospholipid binding	10	6712	ENSG00000173898	SPTBN2
GO:0031683	G-protein beta/gamma-subunit complex binding	9	2776	ENSG00000156052	GNAQ
GO:0022824	transmitter-gated ion channel activity	9	2557	ENSG00000109158	GABRA4
GO:0022835	transmitter-gated channel activity	9	2557	ENSG00000109158	GABRA4
GO:0035064	methylated histone binding	9	84656	ENSG00000140632	GLYR1
GO:0140034	methylation-dependent protein binding	9	84656	ENSG00000140632	GLYR1
GO:0034212	peptide N-acetyltransferase activity	9	2033	ENSG00000100393	EP300
GO:0016782	transferase activity, transferring sulfur-containing groups	9	30	ENSG00000060971	ACAA1
GO:0008080	N-acetyltransferase activity	9	2033	ENSG00000100393	EP300
GO:0030165	PDZ domain binding	9	6584	ENSG00000197375	SLC22A5
GO:0042562	hormone binding	9	1139	ENSG00000175344	CHRNA7
GO:0016410	N-acyltransferase activity	9	2033	ENSG00000100393	EP300
GO:0043021	ribonucleoprotein complex binding	9	55176	ENSG00000065665	SEC61A2
GO:0043492	ATPase activity, coupled to movement of substances	9	79895	ENSG00000104043	ATP8B4
GO:0016853	isomerase activity	9	2923	ENSG00000167004	PDIA3
GO:0005342	organic acid transmembrane transporter activity	9	83884	ENSG00000120329	SLC25A2
GO:0046943	carboxylic acid transmembrane transporter activity	9	83884	ENSG00000120329	SLC25A2
GO:0017137	Rab GTPase binding	9	636	ENSG00000151746	BICD1
GO:0005096	GTPase activator activity	9	8853	ENSG00000151693	ASAP2
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	8	1562	ENSG00000108242	CYP2C18
GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	8	6496	ENSG00000138083	SIX3
GO:0005109	frizzled binding	8	8324	ENSG00000155760	FZD7
GO:0001105	RNA polymerase II transcription coactivator activity	8	6659	ENSG00000124766	SOX4
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	8	1585	ENSG00000179142	CYP11B2
GO:0005231	excitatory extracellular ligand-gated ion channel activity	8	1143	ENSG00000117971	CHRNB4
GO:0030295	protein kinase activator activity	8	51704	ENSG00000167191	GPRC5B
GO:0019209	kinase activator activity	8	51704	ENSG00000167191	GPRC5B
GO:0008013	beta-catenin binding	8	64321	ENSG00000164736	SOX17
GO:0015297	antiporter activity	8	83884	ENSG00000120329	SLC25A2
GO:0001046	core promoter sequence-specific DNA binding	8	3021	ENSG00000132475	H3F3B
GO:0035258	steroid hormone receptor binding	8	7533	ENSG00000128245	YWHAH
GO:0005549	odorant binding	8	120065	ENSG00000183303	OR5P2
GO:0015238	drug transmembrane transporter activity	8	6584	ENSG00000197375	SLC22A5
GO:0047485	protein N-terminus binding	8	2966	ENSG00000145736	GTF2H2
GO:0004222	metalloendopeptidase activity	8	4325	ENSG00000156103	MMP16
GO:0001085	RNA polymerase II transcription factor binding	8	2033	ENSG00000100393	EP300
GO:0015081	sodium ion transmembrane transporter activity	8	10021	ENSG00000138622	HCN4
GO:0030674	protein binding, bridging	8	6699	ENSG00000169469	SPRR1B
GO:0008237	metallopeptidase activity	8	4325	ENSG00000156103	MMP16
GO:0060090	molecular adaptor activity	8	6699	ENSG00000169469	SPRR1B
GO:0003823	antigen binding	8	3804	ENSG00000243772	KIR2DL3
GO:0008234	cysteine-type peptidase activity	8	84669	ENSG00000170832	USP32
GO:0008391	arachidonic acid monooxygenase activity	7	1579	ENSG00000187048	CYP4A11
GO:0008392	arachidonic acid epoxygenase activity	7	1579	ENSG00000187048	CYP4A11
GO:0008519	ammonium transmembrane transporter activity	7	6584	ENSG00000197375	SLC22A5
GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	7	2557	ENSG00000109158	GABRA4
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	7	2557	ENSG00000109158	GABRA4
GO:0098960	postsynaptic neurotransmitter receptor activity	7	2557	ENSG00000109158	GABRA4
GO:0042165	neurotransmitter binding	7	1139	ENSG00000175344	CHRNA7
GO:0004402	histone acetyltransferase activity	7	2033	ENSG00000100393	EP300
GO:0061733	peptide-lysine-N-acetyltransferase activity	7	2033	ENSG00000100393	EP300
GO:0017022	myosin binding	7	8766	ENSG00000103769	RAB11A
GO:0042379	chemokine receptor binding	7	6374	ENSG00000163735	CXCL5
GO:0008135	translation factor activity, RNA binding	7	2966	ENSG00000145736	GTF2H2
GO:0008565	protein transporter activity	7	3841	ENSG00000196911	KPNA5
GO:0005249	voltage-gated potassium channel activity	7	10021	ENSG00000138622	HCN4
GO:0015108	chloride transmembrane transporter activity	7	10723	ENSG00000113504	SLC12A7
GO:0005253	anion channel activity	7	2559	ENSG00000145863	GABRA6
GO:0008026	ATP-dependent helicase activity	7	1105	ENSG00000153922	CHD1
