GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:1901033	positive regulation of response to reactive oxygen species	1	2021	ENSG00000167136	ENDOG
GO:1901978	positive regulation of cell cycle checkpoint	1	57805	ENSG00000158941	CCAR2
GO:1902004	positive regulation of amyloid-beta formation	1	1139	ENSG00000175344	CHRNA7
GO:1903540	establishment of protein localization to postsynaptic membrane	1	8766	ENSG00000103769	RAB11A
GO:1904338	regulation of dopaminergic neuron differentiation	1	89780	ENSG00000154342	WNT3A
GO:2000109	regulation of macrophage apoptotic process	1	6950	ENSG00000120438	TCP1
GO:2000544	regulation of endothelial cell chemotaxis to fibroblast growth factor	1	2247	ENSG00000138685	FGF2
GO:2000668	regulation of dendritic cell apoptotic process	1	3965	ENSG00000168961	LGALS9
GO:2001198	regulation of dendritic cell differentiation	1	3965	ENSG00000168961	LGALS9
GO:0003174	mitral valve development	1	6659	ENSG00000124766	SOX4
GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	1	6662	ENSG00000125398	SOX9
GO:0006273	lagging strand elongation	1	3980	ENSG00000005156	LIG3
GO:0007494	midgut development	1	2294	ENSG00000103241	FOXF1
GO:0010172	embryonic body morphogenesis	1	10586	ENSG00000181541	MAB21L2
GO:0010870	positive regulation of receptor biosynthetic process	1	3202	ENSG00000106004	HOXA5
GO:0017187	peptidyl-glutamic acid carboxylation	1	2677	ENSG00000115486	GGCX
GO:0018214	protein carboxylation	1	2677	ENSG00000115486	GGCX
GO:0021534	cell proliferation in hindbrain	1	2637	ENSG00000168505	GBX2
GO:0021554	optic nerve development	1	1141	ENSG00000160716	CHRNB2
GO:0031115	negative regulation of microtubule polymerization	1	6904	ENSG00000141556	TBCD
GO:0031581	hemidesmosome assembly	1	3861	ENSG00000186847	KRT14
GO:0035747	natural killer cell chemotaxis	1	6375	ENSG00000143184	XCL1
GO:0035766	cell chemotaxis to fibroblast growth factor	1	2247	ENSG00000138685	FGF2
GO:0045176	apical protein localization	1	348980	ENSG00000164588	HCN1
GO:0045346	regulation of MHC class II biosynthetic process	1	5196	ENSG00000163737	PF4
GO:0046007	negative regulation of activated T cell proliferation	1	3965	ENSG00000168961	LGALS9
GO:0046838	phosphorylated carbohydrate dephosphorylation	1	3632	ENSG00000068383	INPP5A
GO:0051593	response to folic acid	1	6940	ENSG00000169131	ZNF354A
GO:0051873	killing by host of symbiont cells	1	5196	ENSG00000163737	PF4
GO:0060453	regulation of gastric acid secretion	1	5020	ENSG00000101405	OXT
GO:0060947	cardiac vascular smooth muscle cell differentiation	1	55897	ENSG00000166823	MESP1
GO:0061081	positive regulation of myeloid leukocyte cytokine production involved in immune response	1	51704	ENSG00000167191	GPRC5B
GO:0070050	neuron cellular homeostasis	1	57030	ENSG00000104888	SLC17A7
GO:0070202	regulation of establishment of protein localization to chromosome	1	6950	ENSG00000120438	TCP1
GO:0070254	mucus secretion	1	5581	ENSG00000171132	PRKCE
GO:0070914	UV-damage excision repair	1	7508	ENSG00000154767	XPC
GO:0071468	cellular response to acidic pH	1	9230	ENSG00000185236	RAB11B
GO:0071474	cellular hyperosmotic response	1	8531	ENSG00000060138	YBX3
GO:0071639	positive regulation of monocyte chemotactic protein-1 production	1	3965	ENSG00000168961	LGALS9
GO:0071803	positive regulation of podosome assembly	1	7984	ENSG00000050327	ARHGEF5
GO:0072697	protein localization to cell cortex	1	2770	ENSG00000127955	GNAI1
GO:0080009	mRNA methylation	1	55006	ENSG00000171103	TRMT61B
GO:0086016	AV node cell action potential	1	6262	ENSG00000198626	RYR2
GO:0086027	AV node cell to bundle of His cell signaling	1	6262	ENSG00000198626	RYR2
GO:0090009	primitive streak formation	1	3170	ENSG00000125798	FOXA2
GO:0090128	regulation of synapse maturation	1	816	ENSG00000058404	CAMK2B
GO:0090161	Golgi ribbon formation	1	50999	ENSG00000117500	TMED5
GO:0098877	neurotransmitter receptor transport to plasma membrane	1	8766	ENSG00000103769	RAB11A
GO:1901407	regulation of phosphorylation of RNA polymerase II C-terminal domain	1	8812	ENSG00000090061	CCNK
GO:1902894	negative regulation of pri-miRNA transcription by RNA polymerase II	1	6662	ENSG00000125398	SOX9
GO:1902992	negative regulation of amyloid precursor protein catabolic process	1	1139	ENSG00000175344	CHRNA7
GO:1903299	regulation of hexokinase activity	1	3170	ENSG00000125798	FOXA2
GO:1904816	positive regulation of protein localization to chromosome, telomeric region	1	6950	ENSG00000120438	TCP1
GO:1904847	regulation of cell chemotaxis to fibroblast growth factor	1	2247	ENSG00000138685	FGF2
GO:1905214	regulation of RNA binding	1	10498	ENSG00000142453	CARM1
GO:1990173	protein localization to nucleoplasm	1	6950	ENSG00000120438	TCP1
GO:2000574	regulation of microtubule motor activity	1	387885	ENSG00000186710	CFAP73
GO:2000674	regulation of type B pancreatic cell apoptotic process	1	1965	ENSG00000134001	EIF2S1
GO:2000786	positive regulation of autophagosome assembly	1	5899	ENSG00000144118	RALB
GO:0000244	spliceosomal tri-snRNP complex assembly	1	26121	ENSG00000105618	PRPF31
GO:0002551	mast cell chemotaxis	1	5880	ENSG00000128340	RAC2
GO:0002864	regulation of acute inflammatory response to antigenic stimulus	1	7784	ENSG00000188372	ZP3
GO:0003177	pulmonary valve development	1	4853	ENSG00000134250	NOTCH2
GO:0003184	pulmonary valve morphogenesis	1	4853	ENSG00000134250	NOTCH2
GO:0006068	ethanol catabolic process	1	6818	ENSG00000261052	SULT1A3
GO:0006563	L-serine metabolic process	1	63826	ENSG00000167720	SRR
GO:0006568	tryptophan metabolic process	1	8564	ENSG00000117009	KMO
GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	1	111	ENSG00000173175	ADCY5
GO:0008228	opsonization	1	2220	ENSG00000160339	FCN2
GO:0009265	2'-deoxyribonucleotide biosynthetic process	1	9519	ENSG00000028839	TBPL1
GO:0009635	response to herbicide	1	80149	ENSG00000163874	ZC3H12A
GO:0010755	regulation of plasminogen activation	1	7057	ENSG00000137801	THBS1
GO:0010935	regulation of macrophage cytokine production	1	51704	ENSG00000167191	GPRC5B
GO:0014029	neural crest formation	1	6662	ENSG00000125398	SOX9
GO:0018206	peptidyl-methionine modification	1	64146	ENSG00000258429	PDF
GO:0021889	olfactory bulb interneuron differentiation	1	170825	ENSG00000180613	GSX2
GO:0033160	positive regulation of protein import into nucleus, translocation	1	5594	ENSG00000100030	MAPK1
GO:0034982	mitochondrial protein processing	1	9512	ENSG00000105819	PMPCB
GO:0035092	sperm chromatin condensation	1	26038	ENSG00000116254	CHD5
GO:0038166	angiotensin-activated signaling pathway	1	815	ENSG00000070808	CAMK2A
GO:0043116	negative regulation of vascular permeability	1	5139	ENSG00000172572	PDE3A
GO:0043201	response to leucine	1	58528	ENSG00000025039	RRAGD
GO:0044090	positive regulation of vacuole organization	1	5899	ENSG00000144118	RALB
GO:0045342	MHC class II biosynthetic process	1	5196	ENSG00000163737	PF4
GO:0045591	positive regulation of regulatory T cell differentiation	1	3965	ENSG00000168961	LGALS9
GO:0045759	negative regulation of action potential	1	1141	ENSG00000160716	CHRNB2
GO:0045779	negative regulation of bone resorption	1	796	ENSG00000110680	CALCA
GO:0045899	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly	1	5700	ENSG00000100764	PSMC1
GO:0046385	deoxyribose phosphate biosynthetic process	1	9519	ENSG00000028839	TBPL1
GO:0046500	S-adenosylmethionine metabolic process	1	4144	ENSG00000168906	MAT2A
GO:0048143	astrocyte activation	1	84630	ENSG00000146216	TTBK1
GO:0050713	negative regulation of interleukin-1 beta secretion	1	80149	ENSG00000163874	ZC3H12A
GO:0051103	DNA ligation involved in DNA repair	1	3980	ENSG00000005156	LIG3
GO:0051657	maintenance of organelle location	1	51490	ENSG00000198917	SPOUT1
GO:0051775	response to redox state	1	6262	ENSG00000198626	RYR2
GO:0051798	positive regulation of hair follicle development	1	3872	ENSG00000128422	KRT17
GO:0051938	L-glutamate import	1	57030	ENSG00000104888	SLC17A7
GO:0060272	embryonic skeletal joint morphogenesis	1	3207	ENSG00000005073	HOXA11
GO:0060628	regulation of ER to Golgi vesicle-mediated transport	1	3638	ENSG00000186480	INSIG1
GO:0060670	branching involved in labyrinthine layer morphogenesis	1	79977	ENSG00000083307	GRHL2
GO:0060707	trophoblast giant cell differentiation	1	6615	ENSG00000124216	SNAI1
GO:0060736	prostate gland growth	1	6662	ENSG00000125398	SOX9
GO:0060766	negative regulation of androgen receptor signaling pathway	1	8928	ENSG00000160973	FOXH1
GO:0060965	negative regulation of gene silencing by miRNA	1	80149	ENSG00000163874	ZC3H12A
GO:0061450	trophoblast cell migration	1	27161	ENSG00000123908	AGO2
GO:0070486	leukocyte aggregation	1	5880	ENSG00000128340	RAC2
GO:0070601	centromeric sister chromatid cohesion	1	8260	ENSG00000102030	NAA10
GO:0071340	skeletal muscle acetylcholine-gated channel clustering	1	1855	ENSG00000107404	DVL1
GO:0071545	inositol phosphate catabolic process	1	3632	ENSG00000068383	INPP5A
GO:0071888	macrophage apoptotic process	1	6950	ENSG00000120438	TCP1
GO:0072017	distal tubule development	1	5455	ENSG00000198914	POU3F3
GO:0072540	T-helper 17 cell lineage commitment	1	4063	ENSG00000122224	LY9
GO:0086067	AV node cell to bundle of His cell communication	1	6262	ENSG00000198626	RYR2
GO:0090085	regulation of protein deubiquitination	1	80149	ENSG00000163874	ZC3H12A
GO:0097201	negative regulation of transcription from RNA polymerase II promoter in response to stress	1	3303	ENSG00000204389	HSPA1A
GO:1900225	regulation of NLRP3 inflammasome complex assembly	1	10333	ENSG00000174130	TLR6
GO:1901163	regulation of trophoblast cell migration	1	27161	ENSG00000123908	AGO2
GO:1902993	positive regulation of amyloid precursor protein catabolic process	1	1139	ENSG00000175344	CHRNA7
GO:1904469	positive regulation of tumor necrosis factor secretion	1	3965	ENSG00000168961	LGALS9
GO:0001967	suckling behavior	1	5457	ENSG00000152192	POU4F1
GO:0001976	neurological system process involved in regulation of systemic arterial blood pressure	1	796	ENSG00000110680	CALCA
GO:0002903	negative regulation of B cell apoptotic process	1	26155	ENSG00000188976	NOC2L
GO:0003337	mesenchymal to epithelial transition involved in metanephros morphogenesis	1	10736	ENSG00000170577	SIX2
GO:0006544	glycine metabolic process	1	81034	ENSG00000164933	SLC25A32
GO:0006703	estrogen biosynthetic process	1	3283	ENSG00000203857	HSD3B1
GO:0009111	vitamin catabolic process	1	135293	ENSG00000146281	PM20D2
GO:0014819	regulation of skeletal muscle contraction	1	2946	ENSG00000213366	GSTM2
GO:0021681	cerebellar granular layer development	1	146057	ENSG00000128881	TTBK2
GO:0021692	cerebellar Purkinje cell layer morphogenesis	1	6712	ENSG00000173898	SPTBN2
GO:0030002	cellular anion homeostasis	1	57468	ENSG00000124140	SLC12A5
GO:0030157	pancreatic juice secretion	1	27347	ENSG00000198648	STK39
GO:0030320	cellular monovalent inorganic anion homeostasis	1	57468	ENSG00000124140	SLC12A5
GO:0030836	positive regulation of actin filament depolymerization	1	253725	ENSG00000172661	WASHC2C
GO:0031643	positive regulation of myelination	1	6663	ENSG00000100146	SOX10
GO:0032230	positive regulation of synaptic transmission, GABAergic	1	5581	ENSG00000171132	PRKCE
GO:0032310	prostaglandin secretion	1	5020	ENSG00000101405	OXT
GO:0032725	positive regulation of granulocyte macrophage colony-stimulating factor production	1	3670	ENSG00000016082	ISL1
GO:0032740	positive regulation of interleukin-17 production	1	4063	ENSG00000122224	LY9
GO:0032785	negative regulation of DNA-templated transcription, elongation	1	5457	ENSG00000152192	POU4F1
GO:0033127	regulation of histone phosphorylation	1	5595	ENSG00000102882	MAPK3
GO:0034063	stress granule assembly	1	636	ENSG00000151746	BICD1
GO:0034374	low-density lipoprotein particle remodeling	1	4018	ENSG00000198670	LPA
GO:0034969	histone arginine methylation	1	10498	ENSG00000142453	CARM1
GO:0035333	Notch receptor processing, ligand-dependent	1	4904	ENSG00000065978	YBX1
GO:0035563	positive regulation of chromatin binding	1	1488	ENSG00000175029	CTBP2
GO:0035641	locomotory exploration behavior	1	5581	ENSG00000171132	PRKCE
GO:0035810	positive regulation of urine volume	1	4881	ENSG00000169418	NPR1
GO:0036109	alpha-linolenic acid metabolic process	1	30	ENSG00000060971	ACAA1
GO:0042415	norepinephrine metabolic process	1	3642	ENSG00000173404	INSM1
GO:0042574	retinal metabolic process	1	1645	ENSG00000187134	AKR1C1
GO:0042635	positive regulation of hair cycle	1	3872	ENSG00000128422	KRT17
GO:0043248	proteasome assembly	1	56984	ENSG00000128789	PSMG2
GO:0043970	histone H3-K9 acetylation	1	8850	ENSG00000114166	KAT2B
GO:0044546	NLRP3 inflammasome complex assembly	1	10333	ENSG00000174130	TLR6
GO:0045198	establishment of epithelial cell apical/basal polarity	1	2294	ENSG00000103241	FOXF1
GO:0045579	positive regulation of B cell differentiation	1	4323	ENSG00000157227	MMP14
GO:0045605	negative regulation of epidermal cell differentiation	1	79977	ENSG00000083307	GRHL2
GO:0045651	positive regulation of macrophage differentiation	1	5196	ENSG00000163737	PF4
GO:0048642	negative regulation of skeletal muscle tissue development	1	8531	ENSG00000060138	YBX3
GO:0048739	cardiac muscle fiber development	1	4629	ENSG00000133392	MYH11
GO:0051852	disruption by host of symbiont cells	1	5196	ENSG00000163737	PF4
GO:0060081	membrane hyperpolarization	1	10369	ENSG00000166862	CACNG2
GO:0060123	regulation of growth hormone secretion	1	8997	ENSG00000160145	KALRN
GO:0060134	prepulse inhibition	1	1855	ENSG00000107404	DVL1
GO:0060252	positive regulation of glial cell proliferation	1	5583	ENSG00000027075	PRKCH
GO:0060576	intestinal epithelial cell development	1	3202	ENSG00000106004	HOXA5
GO:0061029	eyelid development in camera-type eye	1	6664	ENSG00000176887	SOX11
GO:0071688	striated muscle myosin thick filament assembly	1	4629	ENSG00000133392	MYH11
GO:0071872	cellular response to epinephrine stimulus	1	6262	ENSG00000198626	RYR2
GO:0090110	cargo loading into COPII-coated vesicle	1	3638	ENSG00000186480	INSIG1
GO:0097154	GABAergic neuron differentiation	1	5881	ENSG00000169750	RAC3
GO:0097202	activation of cysteine-type endopeptidase activity	1	444	ENSG00000198363	ASPH
GO:0097531	mast cell migration	1	5880	ENSG00000128340	RAC2
GO:1900016	negative regulation of cytokine production involved in inflammatory response	1	80149	ENSG00000163874	ZC3H12A
GO:1900025	negative regulation of substrate adhesion-dependent cell spreading	1	9270	ENSG00000119185	ITGB1BP1
GO:1901213	regulation of transcription from RNA polymerase II promoter involved in heart development	1	6909	ENSG00000121068	TBX2
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	1	2021	ENSG00000167136	ENDOG
GO:1902166	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	80237	ENSG00000128886	ELL3
GO:1904814	regulation of protein localization to chromosome, telomeric region	1	6950	ENSG00000120438	TCP1
GO:2000009	negative regulation of protein localization to cell surface	1	257364	ENSG00000173548	SNX33
GO:2000010	positive regulation of protein localization to cell surface	1	257364	ENSG00000173548	SNX33
GO:2000194	regulation of female gonad development	1	7784	ENSG00000188372	ZP3
GO:2000345	regulation of hepatocyte proliferation	1	89780	ENSG00000154342	WNT3A
GO:2001028	positive regulation of endothelial cell chemotaxis	1	2247	ENSG00000138685	FGF2
GO:2001044	regulation of integrin-mediated signaling pathway	1	9270	ENSG00000119185	ITGB1BP1
GO:2001204	regulation of osteoclast development	1	4853	ENSG00000134250	NOTCH2
GO:0000479	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	55720	ENSG00000167721	TSR1
GO:0001675	acrosome assembly	1	9519	ENSG00000028839	TBPL1
GO:0001780	neutrophil homeostasis	1	3579	ENSG00000180871	CXCR2
GO:0002726	positive regulation of T cell cytokine production	1	6375	ENSG00000143184	XCL1
GO:0002829	negative regulation of type 2 immune response	1	3440	ENSG00000188379	IFNA2
GO:0003188	heart valve formation	1	6662	ENSG00000125398	SOX9
GO:0006390	mitochondrial transcription	1	5562	ENSG00000132356	PRKAA1
GO:0006957	complement activation, alternative pathway	1	3075	ENSG00000000971	CFH
GO:0010839	negative regulation of keratinocyte proliferation	1	6591	ENSG00000019549	SNAI2
GO:0010893	positive regulation of steroid biosynthetic process	1	5562	ENSG00000132356	PRKAA1
GO:0010934	macrophage cytokine production	1	51704	ENSG00000167191	GPRC5B
GO:0030238	male sex determination	1	6662	ENSG00000125398	SOX9
GO:0030299	intestinal cholesterol absorption	1	1645	ENSG00000187134	AKR1C1
GO:0030950	establishment or maintenance of actin cytoskeleton polarity	1	54509	ENSG00000139725	RHOF
GO:0031034	myosin filament assembly	1	4629	ENSG00000133392	MYH11
GO:0032105	negative regulation of response to extracellular stimulus	1	6591	ENSG00000019549	SNAI2
GO:0032108	negative regulation of response to nutrient levels	1	6591	ENSG00000019549	SNAI2
GO:0032688	negative regulation of interferon-beta production	1	5966	ENSG00000162924	REL
GO:0034349	glial cell apoptotic process	1	5583	ENSG00000027075	PRKCH
GO:0036037	CD8-positive, alpha-beta T cell activation	1	6375	ENSG00000143184	XCL1
GO:0036445	neuronal stem cell division	1	89780	ENSG00000154342	WNT3A
GO:0043455	regulation of secondary metabolic process	1	283652	ENSG00000188467	SLC24A5
GO:0046325	negative regulation of glucose import	1	5562	ENSG00000132356	PRKAA1
GO:0046851	negative regulation of bone remodeling	1	796	ENSG00000110680	CALCA
GO:0048711	positive regulation of astrocyte differentiation	1	84630	ENSG00000146216	TTBK1
GO:0048853	forebrain morphogenesis	1	170825	ENSG00000180613	GSX2
GO:0050930	induction of positive chemotaxis	1	3603	ENSG00000172349	IL16
GO:0051645	Golgi localization	1	22820	ENSG00000181789	COPG1
GO:0055057	neuroblast division	1	89780	ENSG00000154342	WNT3A
GO:0060009	Sertoli cell development	1	6662	ENSG00000125398	SOX9
GO:0060049	regulation of protein glycosylation	1	144245	ENSG00000175548	ALG10B
GO:0060712	spongiotrophoblast layer development	1	677	ENSG00000185650	ZFP36L1
GO:0070234	positive regulation of T cell apoptotic process	1	3965	ENSG00000168961	LGALS9
GO:0072216	positive regulation of metanephros development	1	5159	ENSG00000113721	PDGFRB
GO:0072425	signal transduction involved in G2 DNA damage checkpoint	1	84142	ENSG00000163322	ABRAXAS1
GO:0090153	regulation of sphingolipid biosynthetic process	1	5562	ENSG00000132356	PRKAA1
GO:1900103	positive regulation of endoplasmic reticulum unfolded protein response	1	3303	ENSG00000204389	HSPA1A
GO:1903894	regulation of IRE1-mediated unfolded protein response	1	3303	ENSG00000204389	HSPA1A
GO:1905038	regulation of membrane lipid metabolic process	1	5562	ENSG00000132356	PRKAA1
GO:1905050	positive regulation of metallopeptidase activity	1	5595	ENSG00000102882	MAPK3
GO:2000303	regulation of ceramide biosynthetic process	1	5562	ENSG00000132356	PRKAA1
GO:0000478	endonucleolytic cleavage involved in rRNA processing	1	55720	ENSG00000167721	TSR1
GO:0001916	positive regulation of T cell mediated cytotoxicity	1	6375	ENSG00000143184	XCL1
GO:0001946	lymphangiogenesis	1	54345	ENSG00000203883	SOX18
GO:0002295	T-helper cell lineage commitment	1	4063	ENSG00000122224	LY9
GO:0002467	germinal center formation	1	5585	ENSG00000123143	PKN1
GO:0002739	regulation of cytokine secretion involved in immune response	1	5595	ENSG00000102882	MAPK3
GO:0002827	positive regulation of T-helper 1 type immune response	1	6375	ENSG00000143184	XCL1
GO:0002830	positive regulation of type 2 immune response	1	6375	ENSG00000143184	XCL1
GO:0002922	positive regulation of humoral immune response	1	7784	ENSG00000188372	ZP3
GO:0006122	mitochondrial electron transport, ubiquinol to cytochrome c	1	9512	ENSG00000105819	PMPCB
GO:0006837	serotonin transport	1	6571	ENSG00000165646	SLC18A2
GO:0007351	tripartite regional subdivision	1	6926	ENSG00000135111	TBX3
GO:0008595	anterior/posterior axis specification, embryo	1	6926	ENSG00000135111	TBX3
GO:0009109	coenzyme catabolic process	1	135293	ENSG00000146281	PM20D2
GO:0009263	deoxyribonucleotide biosynthetic process	1	9519	ENSG00000028839	TBPL1
GO:0010421	hydrogen peroxide-mediated programmed cell death	1	2021	ENSG00000167136	ENDOG
GO:0014733	regulation of skeletal muscle adaptation	1	816	ENSG00000058404	CAMK2B
GO:0015936	coenzyme A metabolic process	1	79717	ENSG00000127125	PPCS
GO:0018298	protein-chromophore linkage	1	23596	ENSG00000054277	OPN3
GO:0031033	myosin filament organization	1	4629	ENSG00000133392	MYH11
GO:0031645	negative regulation of neurological system process	1	796	ENSG00000110680	CALCA
GO:0032274	gonadotropin secretion	1	6926	ENSG00000135111	TBX3
GO:0032645	regulation of granulocyte macrophage colony-stimulating factor production	1	3670	ENSG00000016082	ISL1
GO:0032736	positive regulation of interleukin-13 production	1	3965	ENSG00000168961	LGALS9
GO:0033540	fatty acid beta-oxidation using acyl-CoA oxidase	1	30	ENSG00000060971	ACAA1
GO:0034310	primary alcohol catabolic process	1	6818	ENSG00000261052	SULT1A3
GO:0034975	protein folding in endoplasmic reticulum	1	2923	ENSG00000167004	PDIA3
GO:0035458	cellular response to interferon-beta	1	997	ENSG00000099804	CDC34
GO:0042074	cell migration involved in gastrulation	1	64321	ENSG00000164736	SOX17
GO:0043981	histone H4-K5 acetylation	1	11091	ENSG00000196363	WDR5
GO:0043982	histone H4-K8 acetylation	1	11091	ENSG00000196363	WDR5
GO:0045618	positive regulation of keratinocyte differentiation	1	5583	ENSG00000027075	PRKCH
GO:0045898	regulation of RNA polymerase II transcriptional preinitiation complex assembly	1	5700	ENSG00000100764	PSMC1
GO:0048172	regulation of short-term neuronal synaptic plasticity	1	5864	ENSG00000105649	RAB3A
GO:0050711	negative regulation of interleukin-1 secretion	1	80149	ENSG00000163874	ZC3H12A
GO:0050774	negative regulation of dendrite morphogenesis	1	7533	ENSG00000128245	YWHAH
GO:0051044	positive regulation of membrane protein ectodomain proteolysis	1	257364	ENSG00000173548	SNX33
GO:0051546	keratinocyte migration	1	3868	ENSG00000186832	KRT16
GO:0051883	killing of cells in other organism involved in symbiotic interaction	1	5196	ENSG00000163737	PF4
GO:0051969	regulation of transmission of nerve impulse	1	1143	ENSG00000117971	CHRNB4
GO:0060080	inhibitory postsynaptic potential	1	1137	ENSG00000101204	CHRNA4
GO:0060149	negative regulation of posttranscriptional gene silencing	1	80149	ENSG00000163874	ZC3H12A
GO:0060967	negative regulation of gene silencing by RNA	1	80149	ENSG00000163874	ZC3H12A
GO:0070200	establishment of protein localization to telomere	1	6950	ENSG00000120438	TCP1
GO:0070365	hepatocyte differentiation	1	55897	ENSG00000166823	MESP1
GO:0071360	cellular response to exogenous dsRNA	1	5899	ENSG00000144118	RALB
GO:0071801	regulation of podosome assembly	1	7984	ENSG00000050327	ARHGEF5
GO:0072498	embryonic skeletal joint development	1	3207	ENSG00000005073	HOXA11
GO:0097468	programmed cell death in response to reactive oxygen species	1	2021	ENSG00000167136	ENDOG
GO:0098856	intestinal lipid absorption	1	1645	ENSG00000187134	AKR1C1
GO:1901201	regulation of extracellular matrix assembly	1	6662	ENSG00000125398	SOX9
GO:1902165	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	80237	ENSG00000128886	ELL3
GO:1902188	positive regulation of viral release from host cell	1	9218	ENSG00000101558	VAPA
GO:1903818	positive regulation of voltage-gated potassium channel activity	1	144245	ENSG00000175548	ALG10B
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	1	6950	ENSG00000120438	TCP1
GO:1990000	amyloid fibril formation	1	1139	ENSG00000175344	CHRNA7
GO:2001224	positive regulation of neuron migration	1	23060	ENSG00000180357	ZNF609
GO:0002689	negative regulation of leukocyte chemotaxis	1	1652	ENSG00000099977	DDT
GO:0003085	negative regulation of systemic arterial blood pressure	1	796	ENSG00000110680	CALCA
GO:0003222	ventricular trabecula myocardium morphogenesis	1	8928	ENSG00000160973	FOXH1
GO:0006744	ubiquinone biosynthetic process	1	51004	ENSG00000119723	COQ6
GO:0007100	mitotic centrosome separation	1	9371	ENSG00000101350	KIF3B
GO:0007567	parturition	1	8997	ENSG00000160145	KALRN
GO:0014061	regulation of norepinephrine secretion	1	5020	ENSG00000101405	OXT
GO:0015732	prostaglandin transport	1	5020	ENSG00000101405	OXT
GO:0030214	hyaluronan catabolic process	1	2247	ENSG00000138685	FGF2
GO:0030252	growth hormone secretion	1	8997	ENSG00000160145	KALRN
GO:0030889	negative regulation of B cell proliferation	1	5585	ENSG00000123143	PKN1
GO:0031573	intra-S DNA damage checkpoint	1	7508	ENSG00000154767	XPC
GO:0031629	synaptic vesicle fusion to presynaptic active zone membrane	1	5864	ENSG00000105649	RAB3A
GO:0032075	positive regulation of nuclease activity	1	3303	ENSG00000204389	HSPA1A
GO:0032225	regulation of synaptic transmission, dopaminergic	1	1141	ENSG00000160716	CHRNB2
GO:0032604	granulocyte macrophage colony-stimulating factor production	1	3670	ENSG00000016082	ISL1
GO:0032695	negative regulation of interleukin-12 production	1	7057	ENSG00000137801	THBS1
GO:0032793	positive regulation of CREB transcription factor activity	1	57118	ENSG00000183049	CAMK1D
GO:0033033	negative regulation of myeloid cell apoptotic process	1	3579	ENSG00000180871	CXCR2
GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	1	3169	ENSG00000129514	FOXA1
GO:0033866	nucleoside bisphosphate biosynthetic process	1	79717	ENSG00000127125	PPCS
GO:0034030	ribonucleoside bisphosphate biosynthetic process	1	79717	ENSG00000127125	PPCS
GO:0034033	purine nucleoside bisphosphate biosynthetic process	1	79717	ENSG00000127125	PPCS
GO:0036066	protein O-linked fucosylation	1	7057	ENSG00000137801	THBS1
GO:0043373	CD4-positive, alpha-beta T cell lineage commitment	1	4063	ENSG00000122224	LY9
GO:0043508	negative regulation of JUN kinase activity	1	6317	ENSG00000057149	SERPINB3
GO:0043584	nose development	1	6495	ENSG00000126778	SIX1
GO:0043931	ossification involved in bone maturation	1	6261	ENSG00000196218	RYR1
GO:0045019	negative regulation of nitric oxide biosynthetic process	1	80149	ENSG00000163874	ZC3H12A
GO:0045056	transcytosis	1	9230	ENSG00000185236	RAB11B
GO:0045986	negative regulation of smooth muscle contraction	1	796	ENSG00000110680	CALCA
GO:0048311	mitochondrion distribution	1	2648	ENSG00000108773	KAT2A
GO:0048385	regulation of retinoic acid receptor signaling pathway	1	1488	ENSG00000175029	CTBP2
GO:0048535	lymph node development	1	643	ENSG00000160683	CXCR5
GO:0051447	negative regulation of meiotic cell cycle	1	4882	ENSG00000159899	NPR2
GO:0060192	negative regulation of lipase activity	1	636	ENSG00000151746	BICD1
GO:0060841	venous blood vessel development	1	2294	ENSG00000103241	FOXF1
GO:0070828	heterochromatin organization	1	6615	ENSG00000124216	SNAI1
GO:0071071	regulation of phospholipid biosynthetic process	1	7784	ENSG00000188372	ZP3
GO:0071243	cellular response to arsenic-containing substance	1	80149	ENSG00000163874	ZC3H12A
GO:0071732	cellular response to nitric oxide	1	4314	ENSG00000149968	MMP3
GO:0071871	response to epinephrine	1	6262	ENSG00000198626	RYR2
GO:0072283	metanephric renal vesicle morphogenesis	1	10736	ENSG00000170577	SIX2
GO:0072574	hepatocyte proliferation	1	89780	ENSG00000154342	WNT3A
GO:0072575	epithelial cell proliferation involved in liver morphogenesis	1	89780	ENSG00000154342	WNT3A
GO:0099500	vesicle fusion to plasma membrane	1	5864	ENSG00000105649	RAB3A
GO:1900017	positive regulation of cytokine production involved in inflammatory response	1	10333	ENSG00000174130	TLR6
GO:1901663	quinone biosynthetic process	1	51004	ENSG00000119723	COQ6
GO:1904406	negative regulation of nitric oxide metabolic process	1	80149	ENSG00000163874	ZC3H12A
GO:1905314	semi-lunar valve development	1	4853	ENSG00000134250	NOTCH2
GO:2000811	negative regulation of anoikis	1	6591	ENSG00000019549	SNAI2
GO:0001696	gastric acid secretion	1	5020	ENSG00000101405	OXT
