GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0032677	regulation of interleukin-8 production	4	3965	ENSG00000168961	LGALS9
GO:0043967	histone H4 acetylation	4	2648	ENSG00000108773	KAT2A
GO:0046888	negative regulation of hormone secretion	4	8997	ENSG00000160145	KALRN
GO:0048857	neural nucleus development	4	7533	ENSG00000128245	YWHAH
GO:0007588	excretion	4	5020	ENSG00000101405	OXT
GO:0021872	forebrain generation of neurons	4	2776	ENSG00000156052	GNAQ
GO:0060389	pathway-restricted SMAD protein phosphorylation	4	10637	ENSG00000243709	LEFTY1
GO:0042733	embryonic digit morphogenesis	4	2776	ENSG00000156052	GNAQ
GO:0061035	regulation of cartilage development	4	6591	ENSG00000019549	SNAI2
GO:1904427	positive regulation of calcium ion transmembrane transport	4	805	ENSG00000143933	CALM2
GO:0015914	phospholipid transport	4	79895	ENSG00000104043	ATP8B4
GO:0050909	sensory perception of taste	4	2779	ENSG00000114349	GNAT1
GO:0051145	smooth muscle cell differentiation	4	6495	ENSG00000126778	SIX1
GO:0060395	SMAD protein signal transduction	4	10637	ENSG00000243709	LEFTY1
GO:0032760	positive regulation of tumor necrosis factor production	4	1652	ENSG00000099977	DDT
GO:0043647	inositol phosphate metabolic process	4	2247	ENSG00000138685	FGF2
GO:0007004	telomere maintenance via telomerase	4	5594	ENSG00000100030	MAPK1
GO:0021954	central nervous system neuron development	4	2776	ENSG00000156052	GNAQ
GO:0030239	myofibril assembly	4	5156	ENSG00000134853	PDGFRA
GO:0032272	negative regulation of protein polymerization	4	7111	ENSG00000136842	TMOD1
GO:0032945	negative regulation of mononuclear cell proliferation	4	5585	ENSG00000123143	PKN1
GO:0035914	skeletal muscle cell differentiation	4	89780	ENSG00000154342	WNT3A
GO:0042440	pigment metabolic process	4	1652	ENSG00000099977	DDT
GO:0050672	negative regulation of lymphocyte proliferation	4	5585	ENSG00000123143	PKN1
GO:0051966	regulation of synaptic transmission, glutamatergic	4	10368	ENSG00000006116	CACNG3
GO:0060411	cardiac septum morphogenesis	4	3670	ENSG00000016082	ISL1
GO:1900006	positive regulation of dendrite development	4	8997	ENSG00000160145	KALRN
GO:2001021	negative regulation of response to DNA damage stimulus	4	6591	ENSG00000019549	SNAI2
GO:0001510	RNA methylation	4	57570	ENSG00000126814	TRMT5
GO:0032637	interleukin-8 production	4	3965	ENSG00000168961	LGALS9
GO:0043507	positive regulation of JUN kinase activity	4	1856	ENSG00000004975	DVL2
GO:0061180	mammary gland epithelium development	4	5594	ENSG00000100030	MAPK1
GO:0070227	lymphocyte apoptotic process	4	5585	ENSG00000123143	PKN1
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	4	1652	ENSG00000099977	DDT
GO:0031110	regulation of microtubule polymerization or depolymerization	4	146057	ENSG00000128881	TTBK2
GO:0051851	modification by host of symbiont morphology or physiology	4	2033	ENSG00000100393	EP300
GO:0003208	cardiac ventricle morphogenesis	4	3670	ENSG00000016082	ISL1
GO:0006283	transcription-coupled nucleotide-excision repair	4	5438	ENSG00000105258	POLR2I
GO:0070664	negative regulation of leukocyte proliferation	4	5585	ENSG00000123143	PKN1
GO:0002702	positive regulation of production of molecular mediator of immune response	4	5595	ENSG00000102882	MAPK3
GO:0034109	homotypic cell-cell adhesion	4	89780	ENSG00000154342	WNT3A
GO:1903725	regulation of phospholipid metabolic process	4	5156	ENSG00000134853	PDGFRA
GO:0006278	RNA-dependent DNA biosynthetic process	4	5594	ENSG00000100030	MAPK1
GO:0032507	maintenance of protein location in cell	4	3638	ENSG00000186480	INSIG1
GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	4	3670	ENSG00000016082	ISL1
GO:0051702	interaction with symbiont	4	2033	ENSG00000100393	EP300
GO:0090049	regulation of cell migration involved in sprouting angiogenesis	4	2247	ENSG00000138685	FGF2
GO:0021536	diencephalon development	4	3670	ENSG00000016082	ISL1
GO:0055013	cardiac muscle cell development	4	6926	ENSG00000135111	TBX3
GO:0006094	gluconeogenesis	4	2648	ENSG00000108773	KAT2A
GO:0006400	tRNA modification	4	57570	ENSG00000126814	TRMT5
GO:0007422	peripheral nervous system development	4	3670	ENSG00000016082	ISL1
GO:0014855	striated muscle cell proliferation	4	6909	ENSG00000121068	TBX2
GO:0021675	nerve development	4	3670	ENSG00000016082	ISL1
GO:0031295	T cell costimulation	4	3117	ENSG00000196735	HLA-DQA1
GO:0031295	T cell costimulation	4	3117	ENSG00000237541	HLA-DQA1
GO:0051279	regulation of release of sequestered calcium ion into cytosol	4	805	ENSG00000143933	CALM2
GO:2000177	regulation of neural precursor cell proliferation	4	89780	ENSG00000154342	WNT3A
GO:0030814	regulation of cAMP metabolic process	4	6019	ENSG00000107014	RLN2
GO:0031294	lymphocyte costimulation	4	3117	ENSG00000196735	HLA-DQA1
GO:0031294	lymphocyte costimulation	4	3117	ENSG00000237541	HLA-DQA1
GO:0048259	regulation of receptor-mediated endocytosis	4	89780	ENSG00000154342	WNT3A
GO:0055117	regulation of cardiac muscle contraction	4	10021	ENSG00000138622	HCN4
GO:1905897	regulation of response to endoplasmic reticulum stress	4	29979	ENSG00000135018	UBQLN1
GO:0043044	ATP-dependent chromatin remodeling	4	26038	ENSG00000116254	CHD5
GO:0019319	hexose biosynthetic process	4	2648	ENSG00000108773	KAT2A
GO:0048477	oogenesis	4	22932	ENSG00000146707	POMZP3
GO:0070542	response to fatty acid	4	5020	ENSG00000101405	OXT
GO:1901888	regulation of cell junction assembly	4	6591	ENSG00000019549	SNAI2
GO:0045445	myoblast differentiation	4	3670	ENSG00000016082	ISL1
GO:0055006	cardiac cell development	4	6926	ENSG00000135111	TBX3
GO:0044070	regulation of anion transport	4	5020	ENSG00000101405	OXT
GO:0048814	regulation of dendrite morphogenesis	4	8997	ENSG00000160145	KALRN
GO:0072527	pyrimidine-containing compound metabolic process	4	200316	ENSG00000128394	APOBEC3F
GO:0000726	non-recombinational repair	4	548593	ENSG00000132207	SLX1A
GO:0015837	amine transport	4	5020	ENSG00000101405	OXT
GO:0002367	cytokine production involved in immune response	4	5595	ENSG00000102882	MAPK3
GO:0019217	regulation of fatty acid metabolic process	4	51141	ENSG00000125629	INSIG2
GO:0032392	DNA geometric change	4	1108	ENSG00000111642	CHD4
GO:0002042	cell migration involved in sprouting angiogenesis	4	2247	ENSG00000138685	FGF2
GO:0046364	monosaccharide biosynthetic process	4	2648	ENSG00000108773	KAT2A
GO:1901655	cellular response to ketone	4	6663	ENSG00000100146	SOX10
GO:1903076	regulation of protein localization to plasma membrane	4	89780	ENSG00000154342	WNT3A
GO:0001843	neural tube closure	4	5898	ENSG00000006451	RALA
GO:0006835	dicarboxylic acid transport	4	5864	ENSG00000105649	RAB3A
GO:0048145	regulation of fibroblast proliferation	4	51003	ENSG00000108590	MED31
GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	4	8850	ENSG00000114166	KAT2B
GO:0032414	positive regulation of ion transmembrane transporter activity	4	805	ENSG00000143933	CALM2
GO:0048144	fibroblast proliferation	4	51003	ENSG00000108590	MED31
GO:0051963	regulation of synapse assembly	4	5020	ENSG00000101405	OXT
GO:0060606	tube closure	4	5898	ENSG00000006451	RALA
GO:0015908	fatty acid transport	4	5020	ENSG00000101405	OXT
GO:1901019	regulation of calcium ion transmembrane transporter activity	4	29979	ENSG00000135018	UBQLN1
GO:0001909	leukocyte mediated cytotoxicity	4	3002	ENSG00000100453	GZMB
GO:0006112	energy reserve metabolic process	4	5837	ENSG00000068976	PYGM
GO:0060996	dendritic spine development	4	57468	ENSG00000124140	SLC12A5
GO:0006767	water-soluble vitamin metabolic process	4	81034	ENSG00000164933	SLC25A32
GO:0009791	post-embryonic development	4	2776	ENSG00000156052	GNAQ
GO:0032649	regulation of interferon-gamma production	4	3670	ENSG00000016082	ISL1
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	4	551	ENSG00000101200	AVP
GO:0055024	regulation of cardiac muscle tissue development	4	89780	ENSG00000154342	WNT3A
GO:0007589	body fluid secretion	4	6583	ENSG00000197208	SLC22A4
GO:0014020	primary neural tube formation	4	5898	ENSG00000006451	RALA
GO:0022600	digestive system process	4	6584	ENSG00000197375	SLC22A5
GO:0008593	regulation of Notch signaling pathway	4	8850	ENSG00000114166	KAT2B
GO:0097711	ciliary basal body-plasma membrane docking	4	7283	ENSG00000131462	TUBG1
GO:0002062	chondrocyte differentiation	4	6591	ENSG00000019549	SNAI2
GO:0010522	regulation of calcium ion transport into cytosol	4	805	ENSG00000143933	CALM2
GO:0016101	diterpenoid metabolic process	4	5139	ENSG00000172572	PDE3A
GO:0098869	cellular oxidant detoxification	4	84817	ENSG00000129235	TXNDC17
GO:0032411	positive regulation of transporter activity	4	805	ENSG00000143933	CALM2
GO:0050905	neuromuscular process	4	2906	ENSG00000105464	GRIN2D
GO:0003279	cardiac septum development	4	3670	ENSG00000016082	ISL1
GO:0007041	lysosomal transport	4	10368	ENSG00000006116	CACNG3
GO:0033138	positive regulation of peptidyl-serine phosphorylation	4	551	ENSG00000101200	AVP
GO:0070498	interleukin-1-mediated signaling pathway	4	5595	ENSG00000102882	MAPK3
GO:0030148	sphingolipid biosynthetic process	4	8611	ENSG00000067113	PLPP1
GO:0051899	membrane depolarization	4	10369	ENSG00000166862	CACNG2
GO:1990748	cellular detoxification	4	84817	ENSG00000129235	TXNDC17
GO:0001841	neural tube formation	4	5898	ENSG00000006451	RALA
GO:0032609	interferon-gamma production	4	3670	ENSG00000016082	ISL1
GO:0051193	regulation of cofactor metabolic process	4	4314	ENSG00000149968	MMP3
GO:0006637	acyl-CoA metabolic process	4	10965	ENSG00000119673	ACOT2
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	4	6591	ENSG00000019549	SNAI2
GO:0022037	metencephalon development	4	2648	ENSG00000108773	KAT2A
GO:0035383	thioester metabolic process	4	10965	ENSG00000119673	ACOT2
GO:1902036	regulation of hematopoietic stem cell differentiation	4	3021	ENSG00000132475	H3F3B
GO:0002698	negative regulation of immune effector process	4	2294	ENSG00000103241	FOXF1
GO:0045185	maintenance of protein location	4	3638	ENSG00000186480	INSIG1
GO:0046620	regulation of organ growth	4	6909	ENSG00000121068	TBX2
GO:0030218	erythrocyte differentiation	4	60682	ENSG00000112305	SMAP1
GO:0006368	transcription elongation from RNA polymerase II promoter	4	5438	ENSG00000105258	POLR2I
GO:0035601	protein deacylation	4	2033	ENSG00000100393	EP300
GO:0060079	excitatory postsynaptic potential	4	57030	ENSG00000104888	SLC17A7
GO:0006721	terpenoid metabolic process	4	5139	ENSG00000172572	PDE3A
GO:0098732	macromolecule deacylation	4	2033	ENSG00000100393	EP300
GO:0006690	icosanoid metabolic process	4	5595	ENSG00000102882	MAPK3
GO:0030330	DNA damage response, signal transduction by p53 class mediator	4	6591	ENSG00000019549	SNAI2
GO:2000117	negative regulation of cysteine-type endopeptidase activity	4	551	ENSG00000101200	AVP
GO:1901532	regulation of hematopoietic progenitor cell differentiation	4	3021	ENSG00000132475	H3F3B
GO:0007200	phospholipase C-activating G-protein coupled receptor signaling pathway	4	2767	ENSG00000088256	GNA11
GO:0007043	cell-cell junction assembly	4	6591	ENSG00000019549	SNAI2
GO:0010595	positive regulation of endothelial cell migration	4	2247	ENSG00000138685	FGF2
GO:0006289	nucleotide-excision repair	4	5438	ENSG00000105258	POLR2I
GO:0034101	erythrocyte homeostasis	4	60682	ENSG00000112305	SMAP1
GO:0046717	acid secretion	4	5020	ENSG00000101405	OXT
GO:0051101	regulation of DNA binding	4	3670	ENSG00000016082	ISL1
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	4	1387	ENSG00000005339	CREBBP
GO:0006493	protein O-linked glycosylation	4	2589	ENSG00000141429	GALNT1
GO:0001736	establishment of planar polarity	4	1856	ENSG00000004975	DVL2
GO:0007164	establishment of tissue polarity	4	1856	ENSG00000004975	DVL2
GO:0032963	collagen metabolic process	4	4325	ENSG00000156103	MMP16
GO:0046330	positive regulation of JNK cascade	4	1856	ENSG00000004975	DVL2
GO:1904064	positive regulation of cation transmembrane transport	4	805	ENSG00000143933	CALM2
GO:0043620	regulation of DNA-templated transcription in response to stress	4	1387	ENSG00000005339	CREBBP
GO:0002220	innate immune response activating cell surface receptor signaling pathway	4	1387	ENSG00000005339	CREBBP
GO:0002792	negative regulation of peptide secretion	4	8997	ENSG00000160145	KALRN
GO:1903533	regulation of protein targeting	4	2648	ENSG00000108773	KAT2A
GO:0002576	platelet degranulation	4	7044	ENSG00000143768	LEFTY2
GO:1903670	regulation of sprouting angiogenesis	4	2247	ENSG00000138685	FGF2
GO:0032273	positive regulation of protein polymerization	4	84630	ENSG00000146216	TTBK1
GO:0007034	vacuolar transport	4	10368	ENSG00000006116	CACNG3
GO:0051250	negative regulation of lymphocyte activation	4	5585	ENSG00000123143	PKN1
GO:0006354	DNA-templated transcription, elongation	4	5438	ENSG00000105258	POLR2I
GO:0035023	regulation of Rho protein signal transduction	4	7984	ENSG00000050327	ARHGEF5
GO:0030048	actin filament-based movement	4	4622	ENSG00000264424	MYH4
GO:0008584	male gonad development	4	6662	ENSG00000125398	SOX9
GO:0046546	development of primary male sexual characteristics	4	6662	ENSG00000125398	SOX9
GO:0050880	regulation of blood vessel size	4	551	ENSG00000101200	AVP
GO:0035150	regulation of tube size	4	551	ENSG00000101200	AVP
GO:0050777	negative regulation of immune response	4	2294	ENSG00000103241	FOXF1
GO:0071236	cellular response to antibiotic	4	113	ENSG00000121281	ADCY7
GO:0035264	multicellular organism growth	4	2648	ENSG00000108773	KAT2A
GO:0048660	regulation of smooth muscle cell proliferation	4	5159	ENSG00000113721	PDGFRB
GO:2001056	positive regulation of cysteine-type endopeptidase activity	4	89780	ENSG00000154342	WNT3A
GO:0002377	immunoglobulin production	4	5585	ENSG00000123143	PKN1
GO:1902600	proton transmembrane transport	4	27109	ENSG00000125375	ATP5S
GO:0042129	regulation of T cell proliferation	4	57162	ENSG00000197329	PELI1
GO:0043535	regulation of blood vessel endothelial cell migration	4	2247	ENSG00000138685	FGF2
GO:0032874	positive regulation of stress-activated MAPK cascade	4	1856	ENSG00000004975	DVL2
GO:0051262	protein tetramerization	4	63826	ENSG00000167720	SRR
GO:0000070	mitotic sister chromatid segregation	4	7283	ENSG00000131462	TUBG1
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	4	1856	ENSG00000004975	DVL2
GO:0090288	negative regulation of cellular response to growth factor stimulus	4	10140	ENSG00000141232	TOB1
GO:0071248	cellular response to metal ion	4	5594	ENSG00000100030	MAPK1
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	4	56112	ENSG00000254245	PCDHGA3
GO:0050680	negative regulation of epithelial cell proliferation	4	6591	ENSG00000019549	SNAI2
GO:0006956	complement activation	4	3078	ENSG00000244414	CFHR1
GO:0050954	sensory perception of mechanical stimulus	4	6591	ENSG00000019549	SNAI2
GO:1903034	regulation of response to wounding	4	5604	ENSG00000169032	MAP2K1
GO:0002285	lymphocyte activation involved in immune response	4	4853	ENSG00000134250	NOTCH2
GO:0030833	regulation of actin filament polymerization	4	7111	ENSG00000136842	TMOD1
GO:0021543	pallium development	4	89780	ENSG00000154342	WNT3A
GO:0006665	sphingolipid metabolic process	4	8611	ENSG00000067113	PLPP1
GO:0006906	vesicle fusion	4	5864	ENSG00000105649	RAB3A
GO:0051147	regulation of muscle cell differentiation	4	89780	ENSG00000154342	WNT3A
GO:0070613	regulation of protein processing	4	7057	ENSG00000137801	THBS1
GO:0002040	sprouting angiogenesis	4	2247	ENSG00000138685	FGF2
GO:0043534	blood vessel endothelial cell migration	4	2247	ENSG00000138685	FGF2
GO:1903317	regulation of protein maturation	4	7057	ENSG00000137801	THBS1
GO:1903708	positive regulation of hemopoiesis	4	60682	ENSG00000112305	SMAP1
GO:0090174	organelle membrane fusion	4	5864	ENSG00000105649	RAB3A
GO:0042098	T cell proliferation	4	57162	ENSG00000197329	PELI1
GO:0001935	endothelial cell proliferation	4	7060	ENSG00000113296	THBS4
GO:0030041	actin filament polymerization	4	7111	ENSG00000136842	TMOD1
GO:0006479	protein methylation	4	10498	ENSG00000142453	CARM1
GO:0008213	protein alkylation	4	10498	ENSG00000142453	CARM1
GO:0006611	protein export from nucleus	4	8536	ENSG00000134072	CAMK1
GO:0008064	regulation of actin polymerization or depolymerization	4	7111	ENSG00000136842	TMOD1
GO:0006612	protein targeting to membrane	4	29927	ENSG00000058262	SEC61A1
GO:0030832	regulation of actin filament length	4	7111	ENSG00000136842	TMOD1
GO:0072376	protein activation cascade	4	3078	ENSG00000244414	CFHR1
GO:0044272	sulfur compound biosynthetic process	4	4144	ENSG00000168906	MAT2A
GO:0009749	response to glucose	4	5019	ENSG00000083720	OXCT1
GO:1903046	meiotic cell cycle process	4	7283	ENSG00000131462	TUBG1
GO:0010810	regulation of cell-substrate adhesion	4	2294	ENSG00000103241	FOXF1
GO:0050679	positive regulation of epithelial cell proliferation	4	7060	ENSG00000113296	THBS4
GO:0009746	response to hexose	4	5019	ENSG00000083720	OXCT1
GO:0048284	organelle fusion	4	5864	ENSG00000105649	RAB3A
GO:0016064	immunoglobulin mediated immune response	4	7784	ENSG00000188372	ZP3
GO:0010389	regulation of G2/M transition of mitotic cell cycle	4	7283	ENSG00000131462	TUBG1
GO:0019724	B cell mediated immunity	4	7784	ENSG00000188372	ZP3
GO:0034284	response to monosaccharide	4	5019	ENSG00000083720	OXCT1
GO:0008154	actin polymerization or depolymerization	4	7111	ENSG00000136842	TMOD1
GO:0007163	establishment or maintenance of cell polarity	4	64130	ENSG00000104863	LIN7B
GO:0007601	visual perception	4	2779	ENSG00000114349	GNAT1
GO:0044242	cellular lipid catabolic process	4	30	ENSG00000060971	ACAA1
GO:0007160	cell-matrix adhesion	4	22795	ENSG00000087303	NID2
GO:0050953	sensory perception of light stimulus	4	2779	ENSG00000114349	GNAT1
GO:0010594	regulation of endothelial cell migration	4	2247	ENSG00000138685	FGF2
GO:0015850	organic hydroxy compound transport	4	5020	ENSG00000101405	OXT
GO:1901991	negative regulation of mitotic cell cycle phase transition	4	10498	ENSG00000142453	CARM1
GO:0000819	sister chromatid segregation	4	7283	ENSG00000131462	TUBG1
GO:0001818	negative regulation of cytokine production	4	7057	ENSG00000137801	THBS1
GO:0043542	endothelial cell migration	4	2247	ENSG00000138685	FGF2
GO:0000086	G2/M transition of mitotic cell cycle	4	7283	ENSG00000131462	TUBG1
GO:0061025	membrane fusion	4	5864	ENSG00000105649	RAB3A
GO:1902105	regulation of leukocyte differentiation	4	2648	ENSG00000108773	KAT2A
GO:0006470	protein dephosphorylation	4	8611	ENSG00000067113	PLPP1
GO:0098813	nuclear chromosome segregation	4	7283	ENSG00000131462	TUBG1
GO:0003263	cardioblast proliferation	3	3670	ENSG00000016082	ISL1
GO:0006621	protein retention in ER lumen	3	11014	ENSG00000136240	KDELR2
GO:0021561	facial nerve development	3	6495	ENSG00000126778	SIX1
GO:0021610	facial nerve morphogenesis	3	6495	ENSG00000126778	SIX1
GO:1901569	fatty acid derivative catabolic process	3	5019	ENSG00000083720	OXCT1
GO:0003128	heart field specification	3	3670	ENSG00000016082	ISL1
GO:0003264	regulation of cardioblast proliferation	3	3670	ENSG00000016082	ISL1
GO:0010820	positive regulation of T cell chemotaxis	3	6278	ENSG00000143556	S100A7
GO:0045722	positive regulation of gluconeogenesis	3	2648	ENSG00000108773	KAT2A
GO:0045919	positive regulation of cytolysis	3	10670	ENSG00000155876	RRAGA
GO:0051451	myoblast migration	3	7060	ENSG00000113296	THBS4
GO:0060174	limb bud formation	3	7473	ENSG00000108379	WNT3
GO:0060439	trachea morphogenesis	3	5594	ENSG00000100030	MAPK1
GO:0010819	regulation of T cell chemotaxis	3	6278	ENSG00000143556	S100A7
GO:0021559	trigeminal nerve development	3	3670	ENSG00000016082	ISL1
GO:0048266	behavioral response to pain	3	7060	ENSG00000113296	THBS4
GO:0005513	detection of calcium ion	3	805	ENSG00000143933	CALM2
GO:0035372	protein localization to microtubule	3	146057	ENSG00000128881	TTBK2
GO:0042711	maternal behavior	3	2776	ENSG00000156052	GNAQ
GO:0045006	DNA deamination	3	140564	ENSG00000243811	APOBEC3D
GO:0072189	ureter development	3	6495	ENSG00000126778	SIX1
GO:0060746	parental behavior	3	2776	ENSG00000156052	GNAQ
GO:0060911	cardiac cell fate commitment	3	3670	ENSG00000016082	ISL1
GO:1903350	response to dopamine	3	5594	ENSG00000100030	MAPK1
GO:1903351	cellular response to dopamine	3	5594	ENSG00000100030	MAPK1
GO:0009812	flavonoid metabolic process	3	54600	ENSG00000241119	UGT1A9
GO:0010455	positive regulation of cell fate commitment	3	89780	ENSG00000154342	WNT3A
GO:0060788	ectodermal placode formation	3	6909	ENSG00000121068	TBX2
GO:0071697	ectodermal placode morphogenesis	3	6909	ENSG00000121068	TBX2
GO:0098787	mRNA cleavage involved in mRNA processing	3	23283	ENSG00000177613	CSTF2T
GO:0006474	N-terminal protein amino acid acetylation	3	8850	ENSG00000114166	KAT2B
GO:0021783	preganglionic parasympathetic fiber development	3	6495	ENSG00000126778	SIX1
GO:0042268	regulation of cytolysis	3	10670	ENSG00000155876	RRAGA
GO:0051284	positive regulation of sequestering of calcium ion	3	805	ENSG00000143933	CALM2
GO:0071696	ectodermal placode development	3	6909	ENSG00000121068	TBX2
GO:0090083	regulation of inclusion body assembly	3	997	ENSG00000099804	CDC34
GO:0140058	neuron projection arborization	3	1856	ENSG00000004975	DVL2
GO:0140131	positive regulation of lymphocyte chemotaxis	3	6278	ENSG00000143556	S100A7
GO:0007213	G-protein coupled acetylcholine receptor signaling pathway	3	2767	ENSG00000088256	GNA11
GO:0038092	nodal signaling pathway	3	55997	ENSG00000136698	CFC1
GO:0042249	establishment of planar polarity of embryonic epithelium	3	1856	ENSG00000004975	DVL2
GO:0043951	negative regulation of cAMP-mediated signaling	3	997	ENSG00000099804	CDC34
GO:0044036	cell wall macromolecule metabolic process	3	729201	ENSG00000171478	SPACA5B
GO:0048490	anterograde synaptic vesicle transport	3	1176	ENSG00000177879	AP3S1
GO:0071554	cell wall organization or biogenesis	3	729201	ENSG00000171478	SPACA5B
GO:0071636	positive regulation of transforming growth factor beta production	3	7057	ENSG00000137801	THBS1
GO:0099514	synaptic vesicle cytoskeletal transport	3	1176	ENSG00000177879	AP3S1
GO:0099517	synaptic vesicle transport along microtubule	3	1176	ENSG00000177879	AP3S1
GO:0000394	RNA splicing, via endonucleolytic cleavage and ligation	3	51637	ENSG00000087302	RTRAF
GO:0007221	positive regulation of transcription of Notch receptor target	3	8850	ENSG00000114166	KAT2B
GO:0010002	cardioblast differentiation	3	3670	ENSG00000016082	ISL1
GO:0031000	response to caffeine	3	5562	ENSG00000132356	PRKAA1
GO:0032516	positive regulation of phosphoprotein phosphatase activity	3	5159	ENSG00000113721	PDGFRB
GO:0036010	protein localization to endosome	3	58489	ENSG00000136379	ABHD17C
GO:0036270	response to diuretic	3	5562	ENSG00000132356	PRKAA1
GO:0045821	positive regulation of glycolytic process	3	5562	ENSG00000132356	PRKAA1
GO:0048486	parasympathetic nervous system development	3	6495	ENSG00000126778	SIX1
GO:0051016	barbed-end actin filament capping	3	829	ENSG00000116489	CAPZA1
GO:0097094	craniofacial suture morphogenesis	3	4325	ENSG00000156103	MMP16
GO:1905276	regulation of epithelial tube formation	3	1856	ENSG00000004975	DVL2
GO:0001759	organ induction	3	89780	ENSG00000154342	WNT3A
GO:0042693	muscle cell fate commitment	3	89780	ENSG00000154342	WNT3A
GO:0048557	embryonic digestive tract morphogenesis	3	10736	ENSG00000170577	SIX2
GO:0051197	positive regulation of coenzyme metabolic process	3	5562	ENSG00000132356	PRKAA1
GO:0072074	kidney mesenchyme development	3	6495	ENSG00000126778	SIX1
GO:0090190	positive regulation of branching involved in ureteric bud morphogenesis	3	6495	ENSG00000126778	SIX1
GO:0046174	polyol catabolic process	3	3632	ENSG00000068383	INPP5A
GO:0048843	negative regulation of axon extension involved in axon guidance	3	7473	ENSG00000108379	WNT3
GO:0006862	nucleotide transport	3	81034	ENSG00000164933	SLC25A32
GO:0019373	epoxygenase P450 pathway	3	1549	ENSG00000198077	CYP2A7
GO:0030813	positive regulation of nucleotide catabolic process	3	5562	ENSG00000132356	PRKAA1
GO:2000637	positive regulation of gene silencing by miRNA	3	27161	ENSG00000123908	AGO2
GO:0010758	regulation of macrophage chemotaxis	3	1652	ENSG00000099977	DDT
GO:0010881	regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	3	805	ENSG00000143933	CALM2
GO:0051194	positive regulation of cofactor metabolic process	3	5562	ENSG00000132356	PRKAA1
GO:0060148	positive regulation of posttranscriptional gene silencing	3	27161	ENSG00000123908	AGO2
GO:0061213	positive regulation of mesonephros development	3	6495	ENSG00000126778	SIX1
GO:0070841	inclusion body assembly	3	997	ENSG00000099804	CDC34
GO:1901623	regulation of lymphocyte chemotaxis	3	6278	ENSG00000143556	S100A7
GO:1902668	negative regulation of axon guidance	3	7473	ENSG00000108379	WNT3
GO:0009226	nucleotide-sugar biosynthetic process	3	9945	ENSG00000131459	GFPT2
GO:0010818	T cell chemotaxis	3	6278	ENSG00000143556	S100A7
GO:0030318	melanocyte differentiation	3	2767	ENSG00000088256	GNA11
GO:0030819	positive regulation of cAMP biosynthetic process	3	6019	ENSG00000107014	RLN2
GO:0042744	hydrogen peroxide catabolic process	3	3040	ENSG00000188536	HBA2
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	3	805	ENSG00000143933	CALM2
GO:2000191	regulation of fatty acid transport	3	5020	ENSG00000101405	OXT
GO:0034695	response to prostaglandin E	3	5020	ENSG00000101405	OXT
GO:0051642	centrosome localization	3	5362	ENSG00000076356	PLXNA2
GO:0090103	cochlea morphogenesis	3	1856	ENSG00000004975	DVL2
GO:0045922	negative regulation of fatty acid metabolic process	3	51141	ENSG00000125629	INSIG2
GO:0060037	pharyngeal system development	3	3670	ENSG00000016082	ISL1
GO:0060351	cartilage development involved in endochondral bone morphogenesis	3	1311	ENSG00000105664	COMP
GO:2000406	positive regulation of T cell migration	3	6278	ENSG00000143556	S100A7
GO:0019054	modulation by virus of host process	3	3839	ENSG00000102753	KPNA3
GO:0035235	ionotropic glutamate receptor signaling pathway	3	2906	ENSG00000105464	GRIN2D
GO:0048596	embryonic camera-type eye morphogenesis	3	6909	ENSG00000121068	TBX2
GO:0061842	microtubule organizing center localization	3	5362	ENSG00000076356	PLXNA2
GO:0072273	metanephric nephron morphogenesis	3	10736	ENSG00000170577	SIX2
GO:1905521	regulation of macrophage migration	3	1652	ENSG00000099977	DDT
GO:2001171	positive regulation of ATP biosynthetic process	3	5562	ENSG00000132356	PRKAA1
GO:0006929	substrate-dependent cell migration	3	6591	ENSG00000019549	SNAI2
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	3	805	ENSG00000143933	CALM2
GO:0021846	cell proliferation in forebrain	3	89780	ENSG00000154342	WNT3A
GO:0002053	positive regulation of mesenchymal cell proliferation	3	6495	ENSG00000126778	SIX1
GO:0010644	cell communication by electrical coupling	3	805	ENSG00000143933	CALM2
GO:0021602	cranial nerve morphogenesis	3	6495	ENSG00000126778	SIX1
GO:0021884	forebrain neuron development	3	2776	ENSG00000156052	GNAQ
GO:0044550	secondary metabolite biosynthetic process	3	1652	ENSG00000099977	DDT
GO:0048265	response to pain	3	7060	ENSG00000113296	THBS4
GO:0061311	cell surface receptor signaling pathway involved in heart development	3	6615	ENSG00000124216	SNAI1
GO:0071634	regulation of transforming growth factor beta production	3	7057	ENSG00000137801	THBS1
GO:0010800	positive regulation of peptidyl-threonine phosphorylation	3	5594	ENSG00000100030	MAPK1
GO:0019098	reproductive behavior	3	2776	ENSG00000156052	GNAQ
