GOID	Biological Process	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:2000810	regulation of bicellular tight junction assembly	1	5583	ENSG00000027075	PRKCH
GO:0006817	phosphate ion transport	1	57030	ENSG00000104888	SLC17A7
GO:0006862	nucleotide transport	1	292	ENSG00000005022	SLC25A5
GO:0007289	spermatid nucleus differentiation	1	26038	ENSG00000116254	CHD5
GO:0009214	cyclic nucleotide catabolic process	1	5139	ENSG00000172572	PDE3A
GO:0031281	positive regulation of cyclase activity	1	5595	ENSG00000102882	MAPK3
GO:0031498	chromatin disassembly	1	8289	ENSG00000117713	ARID1A
GO:0032986	protein-DNA complex disassembly	1	8289	ENSG00000117713	ARID1A
GO:0036120	cellular response to platelet-derived growth factor stimulus	1	5159	ENSG00000113721	PDGFRB
GO:0042776	mitochondrial ATP synthesis coupled proton transport	1	514	ENSG00000124172	ATP5F1E
GO:0043950	positive regulation of cAMP-mediated signaling	1	56246	ENSG00000170262	MRAP
GO:0046037	GMP metabolic process	1	5145	ENSG00000132915	PDE6A
GO:0048148	behavioral response to cocaine	1	8997	ENSG00000160145	KALRN
GO:0048670	regulation of collateral sprouting	1	89780	ENSG00000154342	WNT3A
GO:0050855	regulation of B cell receptor signaling pathway	1	5583	ENSG00000027075	PRKCH
GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	1	5583	ENSG00000027075	PRKCH
GO:0055003	cardiac myofibril assembly	1	5159	ENSG00000113721	PDGFRB
GO:0060065	uterus development	1	3206	ENSG00000253293	HOXA10
GO:0060216	definitive hemopoiesis	1	4066	ENSG00000104903	LYL1
GO:0060713	labyrinthine layer morphogenesis	1	677	ENSG00000185650	ZFP36L1
GO:0098743	cell aggregation	1	8538	ENSG00000043039	BARX2
GO:1902932	positive regulation of alcohol biosynthetic process	1	5562	ENSG00000132356	PRKAA1
GO:1903429	regulation of cell maturation	1	4882	ENSG00000159899	NPR2
GO:1903649	regulation of cytoplasmic transport	1	5595	ENSG00000102882	MAPK3
GO:0000717	nucleotide-excision repair, DNA duplex unwinding	1	1069	ENSG00000147400	CETN2
GO:0006972	hyperosmotic response	1	5585	ENSG00000123143	PKN1
GO:0009595	detection of biotic stimulus	1	7096	ENSG00000174125	TLR1
GO:0009651	response to salt stress	1	677	ENSG00000185650	ZFP36L1
GO:0010758	regulation of macrophage chemotaxis	1	5595	ENSG00000102882	MAPK3
GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	1	8929	ENSG00000109132	PHOX2B
GO:0021516	dorsal spinal cord development	1	89780	ENSG00000154342	WNT3A
GO:0021854	hypothalamus development	1	6658	ENSG00000134595	SOX3
GO:0021895	cerebral cortex neuron differentiation	1	26038	ENSG00000116254	CHD5
GO:0031440	regulation of mRNA 3'-end processing	1	677	ENSG00000185650	ZFP36L1
GO:0036119	response to platelet-derived growth factor	1	5159	ENSG00000113721	PDGFRB
GO:0043090	amino acid import	1	57030	ENSG00000104888	SLC17A7
GO:0045109	intermediate filament organization	1	3861	ENSG00000186847	KRT14
GO:0046655	folic acid metabolic process	1	135293	ENSG00000146281	PM20D2
GO:0050995	negative regulation of lipid catabolic process	1	5562	ENSG00000132356	PRKAA1
GO:0060445	branching involved in salivary gland morphogenesis	1	5361	ENSG00000114554	PLXNA1
GO:0060487	lung epithelial cell differentiation	1	3169	ENSG00000129514	FOXA1
GO:0061157	mRNA destabilization	1	677	ENSG00000185650	ZFP36L1
GO:0061213	positive regulation of mesonephros development	1	7482	ENSG00000134245	WNT2B
GO:0071425	hematopoietic stem cell proliferation	1	7482	ENSG00000134245	WNT2B
GO:0072538	T-helper 17 type immune response	1	4063	ENSG00000122224	LY9
GO:0097150	neuronal stem cell population maintenance	1	10642	ENSG00000159217	IGF2BP1
GO:1901685	glutathione derivative metabolic process	1	2944	ENSG00000134184	GSTM1
GO:1901687	glutathione derivative biosynthetic process	1	2944	ENSG00000134184	GSTM1
GO:1905208	negative regulation of cardiocyte differentiation	1	89780	ENSG00000154342	WNT3A
GO:2001026	regulation of endothelial cell chemotaxis	1	2247	ENSG00000138685	FGF2
GO:2001273	regulation of glucose import in response to insulin stimulus	1	5562	ENSG00000132356	PRKAA1
GO:0000715	nucleotide-excision repair, DNA damage recognition	1	1069	ENSG00000147400	CETN2
GO:0002407	dendritic cell chemotaxis	1	7984	ENSG00000050327	ARHGEF5
GO:0006541	glutamine metabolic process	1	2673	ENSG00000198380	GFPT1
GO:0007095	mitotic G2 DNA damage checkpoint	1	55215	ENSG00000140525	FANCI
GO:0007530	sex determination	1	6658	ENSG00000134595	SOX3
GO:0009226	nucleotide-sugar biosynthetic process	1	2673	ENSG00000198380	GFPT1
GO:0010586	miRNA metabolic process	1	26523	ENSG00000092847	AGO1
GO:0015813	L-glutamate transmembrane transport	1	57030	ENSG00000104888	SLC17A7
GO:0016578	histone deubiquitination	1	2648	ENSG00000108773	KAT2A
GO:0021513	spinal cord dorsal/ventral patterning	1	84504	ENSG00000148826	NKX6-2
GO:0021680	cerebellar Purkinje cell layer development	1	6712	ENSG00000173898	SPTBN2
GO:0021952	central nervous system projection neuron axonogenesis	1	91584	ENSG00000221866	PLXNA4
GO:0030318	melanocyte differentiation	1	2776	ENSG00000156052	GNAQ
GO:0032506	cytokinetic process	1	257364	ENSG00000173548	SNX33
GO:0032660	regulation of interleukin-17 production	1	4063	ENSG00000122224	LY9
GO:0034067	protein localization to Golgi apparatus	1	23299	ENSG00000185963	BICD2
GO:0035561	regulation of chromatin binding	1	1488	ENSG00000175029	CTBP2
GO:0042537	benzene-containing compound metabolic process	1	2944	ENSG00000134184	GSTM1
GO:0043032	positive regulation of macrophage activation	1	84630	ENSG00000146216	TTBK1
GO:0043576	regulation of respiratory gaseous exchange	1	8929	ENSG00000109132	PHOX2B
GO:0044458	motile cilium assembly	1	80127	ENSG00000119636	BBOF1
GO:0045606	positive regulation of epidermal cell differentiation	1	5583	ENSG00000027075	PRKCH
GO:0045940	positive regulation of steroid metabolic process	1	5562	ENSG00000132356	PRKAA1
GO:0051043	regulation of membrane protein ectodomain proteolysis	1	257364	ENSG00000173548	SNX33
GO:0055093	response to hyperoxia	1	5159	ENSG00000113721	PDGFRB
GO:0060396	growth hormone receptor signaling pathway	1	5595	ENSG00000102882	MAPK3
GO:0060479	lung cell differentiation	1	3169	ENSG00000129514	FOXA1
GO:0071157	negative regulation of cell cycle arrest	1	8929	ENSG00000109132	PHOX2B
GO:0071168	protein localization to chromatin	1	10498	ENSG00000142453	CARM1
GO:0072012	glomerulus vasculature development	1	5159	ENSG00000113721	PDGFRB
GO:0072170	metanephric tubule development	1	5455	ENSG00000198914	POU3F3
GO:0072215	regulation of metanephros development	1	5159	ENSG00000113721	PDGFRB
GO:0072243	metanephric nephron epithelium development	1	5455	ENSG00000198914	POU3F3
GO:0086012	membrane depolarization during cardiac muscle cell action potential	1	610	ENSG00000099822	HCN2
GO:1903010	regulation of bone development	1	10498	ENSG00000142453	CARM1
GO:1903203	regulation of oxidative stress-induced neuron death	1	8321	ENSG00000157240	FZD1
GO:0001783	B cell apoptotic process	1	5585	ENSG00000123143	PKN1
GO:0001945	lymph vessel development	1	54345	ENSG00000203883	SOX18
GO:0002092	positive regulation of receptor internalization	1	89780	ENSG00000154342	WNT3A
GO:0002227	innate immune response in mucosa	1	8347	ENSG00000180596	HIST1H2BC
GO:0006688	glycosphingolipid biosynthetic process	1	5562	ENSG00000132356	PRKAA1
GO:0007202	activation of phospholipase C activity	1	2776	ENSG00000156052	GNAQ
GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	1	5159	ENSG00000113721	PDGFRB
GO:0010714	positive regulation of collagen metabolic process	1	5159	ENSG00000113721	PDGFRB
GO:0021871	forebrain regionalization	1	7482	ENSG00000134245	WNT2B
GO:0031293	membrane protein intracellular domain proteolysis	1	4904	ENSG00000065978	YBX1
GO:0032967	positive regulation of collagen biosynthetic process	1	5159	ENSG00000113721	PDGFRB
GO:0036475	neuron death in response to oxidative stress	1	8321	ENSG00000157240	FZD1
GO:0044381	glucose import in response to insulin stimulus	1	5562	ENSG00000132356	PRKAA1
GO:0045686	negative regulation of glial cell differentiation	1	84504	ENSG00000148826	NKX6-2
GO:0048103	somatic stem cell division	1	89780	ENSG00000154342	WNT3A
GO:0050779	RNA destabilization	1	677	ENSG00000185650	ZFP36L1
GO:0051642	centrosome localization	1	23299	ENSG00000185963	BICD2
GO:0060914	heart formation	1	89780	ENSG00000154342	WNT3A
GO:0071378	cellular response to growth hormone stimulus	1	5595	ENSG00000102882	MAPK3
GO:0071800	podosome assembly	1	7984	ENSG00000050327	ARHGEF5
GO:0090103	cochlea morphogenesis	1	5456	ENSG00000196767	POU3F4
GO:2000482	regulation of interleukin-8 secretion	1	7096	ENSG00000174125	TLR1
GO:0001774	microglial cell activation	1	84630	ENSG00000146216	TTBK1
GO:0003148	outflow tract septum morphogenesis	1	6909	ENSG00000121068	TBX2
GO:0007214	gamma-aminobutyric acid signaling pathway	1	2557	ENSG00000109158	GABRA4
GO:0009299	mRNA transcription	1	54345	ENSG00000203883	SOX18
GO:0021511	spinal cord patterning	1	84504	ENSG00000148826	NKX6-2
GO:0030878	thyroid gland development	1	5595	ENSG00000102882	MAPK3
GO:0032786	positive regulation of DNA-templated transcription, elongation	1	80237	ENSG00000128886	ELL3
GO:0033522	histone H2A ubiquitination	1	6015	ENSG00000204227	RING1
GO:0034453	microtubule anchoring	1	23299	ENSG00000185963	BICD2
GO:0035336	long-chain fatty-acyl-CoA metabolic process	1	23205	ENSG00000103740	ACSBG1
GO:0043501	skeletal muscle adaptation	1	816	ENSG00000058404	CAMK2B
GO:0045992	negative regulation of embryonic development	1	6909	ENSG00000121068	TBX2
GO:0060669	embryonic placenta morphogenesis	1	677	ENSG00000185650	ZFP36L1
GO:0061437	renal system vasculature development	1	5159	ENSG00000113721	PDGFRB
GO:0061440	kidney vasculature development	1	5159	ENSG00000113721	PDGFRB
GO:1901017	negative regulation of potassium ion transmembrane transporter activity	1	9943	ENSG00000172939	OXSR1
GO:1905048	regulation of metallopeptidase activity	1	5595	ENSG00000102882	MAPK3
GO:0001958	endochondral ossification	1	4325	ENSG00000156103	MMP16
GO:0001964	startle response	1	2906	ENSG00000105464	GRIN2D
GO:0001975	response to amphetamine	1	6571	ENSG00000165646	SLC18A2
GO:0002360	T cell lineage commitment	1	4063	ENSG00000122224	LY9
GO:0007020	microtubule nucleation	1	27175	ENSG00000037042	TUBG2
GO:0019054	modulation by virus of host process	1	9218	ENSG00000101558	VAPA
GO:0022400	regulation of rhodopsin mediated signaling pathway	1	5145	ENSG00000132915	PDE6A
GO:0030194	positive regulation of blood coagulation	1	5340	ENSG00000122194	PLG
GO:0032620	interleukin-17 production	1	4063	ENSG00000122224	LY9
GO:0035025	positive regulation of Rho protein signal transduction	1	5159	ENSG00000113721	PDGFRB
GO:0035235	ionotropic glutamate receptor signaling pathway	1	2906	ENSG00000105464	GRIN2D
GO:0036075	replacement ossification	1	4325	ENSG00000156103	MMP16
GO:0042219	cellular modified amino acid catabolic process	1	135293	ENSG00000146281	PM20D2
GO:0044788	modulation by host of viral process	1	9218	ENSG00000101558	VAPA
GO:0045932	negative regulation of muscle contraction	1	156	ENSG00000173020	GRK2
GO:0048169	regulation of long-term neuronal synaptic plasticity	1	816	ENSG00000058404	CAMK2B
GO:0060571	morphogenesis of an epithelial fold	1	7482	ENSG00000134245	WNT2B
GO:0060740	prostate gland epithelium morphogenesis	1	3169	ENSG00000129514	FOXA1
GO:0061842	microtubule organizing center localization	1	23299	ENSG00000185963	BICD2
GO:1900048	positive regulation of hemostasis	1	5340	ENSG00000122194	PLG
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator	1	80237	ENSG00000128886	ELL3
GO:1902751	positive regulation of cell cycle G2/M phase transition	1	8929	ENSG00000109132	PHOX2B
GO:1905521	regulation of macrophage migration	1	5595	ENSG00000102882	MAPK3
GO:0002026	regulation of the force of heart contraction	1	156	ENSG00000173020	GRK2
GO:0009649	entrainment of circadian clock	1	2776	ENSG00000156052	GNAQ
GO:0032958	inositol phosphate biosynthetic process	1	2247	ENSG00000138685	FGF2
GO:0036336	dendritic cell migration	1	7984	ENSG00000050327	ARHGEF5
GO:0042730	fibrinolysis	1	5340	ENSG00000122194	PLG
GO:0045822	negative regulation of heart contraction	1	156	ENSG00000173020	GRK2
GO:0048668	collateral sprouting	1	89780	ENSG00000154342	WNT3A
GO:0050820	positive regulation of coagulation	1	5340	ENSG00000122194	PLG
GO:0060251	regulation of glial cell proliferation	1	5583	ENSG00000027075	PRKCH
GO:0070198	protein localization to chromosome, telomeric region	1	80351	ENSG00000107854	TNKS2
GO:0071539	protein localization to centrosome	1	9851	ENSG00000198920	KIAA0753
GO:0072207	metanephric epithelium development	1	5455	ENSG00000198914	POU3F3
GO:1904357	negative regulation of telomere maintenance via telomere lengthening	1	80351	ENSG00000107854	TNKS2
GO:2000171	negative regulation of dendrite development	1	10498	ENSG00000142453	CARM1
GO:2000727	positive regulation of cardiac muscle cell differentiation	1	89780	ENSG00000154342	WNT3A
GO:0008209	androgen metabolic process	1	1109	ENSG00000198610	AKR1C4
GO:0015985	energy coupled proton transport, down electrochemical gradient	1	514	ENSG00000124172	ATP5F1E
GO:0015986	ATP synthesis coupled proton transport	1	514	ENSG00000124172	ATP5F1E
GO:0021799	cerebral cortex radially oriented cell migration	1	5455	ENSG00000198914	POU3F3
GO:0031365	N-terminal protein amino acid modification	1	84779	ENSG00000156269	NAA11
GO:0045577	regulation of B cell differentiation	1	677	ENSG00000185650	ZFP36L1
GO:0048265	response to pain	1	8997	ENSG00000160145	KALRN
GO:0048710	regulation of astrocyte differentiation	1	84630	ENSG00000146216	TTBK1
GO:0060512	prostate gland morphogenesis	1	3169	ENSG00000129514	FOXA1
GO:0061311	cell surface receptor signaling pathway involved in heart development	1	89780	ENSG00000154342	WNT3A
GO:0072606	interleukin-8 secretion	1	7096	ENSG00000174125	TLR1
GO:1901380	negative regulation of potassium ion transmembrane transport	1	9943	ENSG00000172939	OXSR1
GO:1903427	negative regulation of reactive oxygen species biosynthetic process	1	6571	ENSG00000165646	SLC18A2
GO:1904292	regulation of ERAD pathway	1	29978	ENSG00000188021	UBQLN2
GO:1905508	protein localization to microtubule organizing center	1	9851	ENSG00000198920	KIAA0753
GO:0001782	B cell homeostasis	1	5585	ENSG00000123143	PKN1
GO:0003203	endocardial cushion morphogenesis	1	6909	ENSG00000121068	TBX2
GO:0006294	nucleotide-excision repair, preincision complex assembly	1	1069	ENSG00000147400	CETN2
GO:0007205	protein kinase C-activating G-protein coupled receptor signaling pathway	1	8611	ENSG00000067113	PLPP1
GO:0010390	histone monoubiquitination	1	6015	ENSG00000204227	RING1
GO:0010743	regulation of macrophage derived foam cell differentiation	1	5583	ENSG00000027075	PRKCH
GO:0035767	endothelial cell chemotaxis	1	2247	ENSG00000138685	FGF2
GO:0040020	regulation of meiotic nuclear division	1	5139	ENSG00000172572	PDE3A
GO:0045589	regulation of regulatory T cell differentiation	1	2648	ENSG00000108773	KAT2A
GO:0070528	protein kinase C signaling	1	5583	ENSG00000027075	PRKCH
GO:2000272	negative regulation of signaling receptor activity	1	116372	ENSG00000150551	LYPD1
GO:0000303	response to superoxide	1	7352	ENSG00000175564	UCP3
GO:0003016	respiratory system process	1	8929	ENSG00000109132	PHOX2B
GO:0010719	negative regulation of epithelial to mesenchymal transition	1	3169	ENSG00000129514	FOXA1
GO:0015721	bile acid and bile salt transport	1	1109	ENSG00000198610	AKR1C4
GO:0016056	rhodopsin mediated signaling pathway	1	5145	ENSG00000132915	PDE6A
GO:0021696	cerebellar cortex morphogenesis	1	6712	ENSG00000173898	SPTBN2
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	1	57805	ENSG00000158941	CCAR2
GO:0036296	response to increased oxygen levels	1	5159	ENSG00000113721	PDGFRB
GO:0044068	modulation by symbiont of host cellular process	1	9218	ENSG00000101558	VAPA
GO:0048384	retinoic acid receptor signaling pathway	1	1488	ENSG00000175029	CTBP2
GO:0048821	erythrocyte development	1	2038	ENSG00000166947	EPB42
GO:0051491	positive regulation of filopodium assembly	1	23433	ENSG00000119729	RHOQ
GO:0090023	positive regulation of neutrophil chemotaxis	1	6374	ENSG00000163735	CXCL5
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1	3002	ENSG00000100453	GZMB
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1	3002	ENSG00000100453	GZMB
GO:1901661	quinone metabolic process	1	1109	ENSG00000198610	AKR1C4
GO:1901797	negative regulation of signal transduction by p53 class mediator	1	80237	ENSG00000128886	ELL3
GO:0003401	axis elongation	1	89780	ENSG00000154342	WNT3A
GO:0006471	protein ADP-ribosylation	1	80351	ENSG00000107854	TNKS2
GO:0006760	folic acid-containing compound metabolic process	1	135293	ENSG00000146281	PM20D2
GO:0010837	regulation of keratinocyte proliferation	1	677	ENSG00000185650	ZFP36L1
GO:0010922	positive regulation of phosphatase activity	1	5159	ENSG00000113721	PDGFRB
GO:0014002	astrocyte development	1	84630	ENSG00000146216	TTBK1
GO:0021522	spinal cord motor neuron differentiation	1	84504	ENSG00000148826	NKX6-2
GO:0043368	positive T cell selection	1	4063	ENSG00000122224	LY9
GO:0044818	mitotic G2/M transition checkpoint	1	55215	ENSG00000140525	FANCI
GO:0045066	regulatory T cell differentiation	1	2648	ENSG00000108773	KAT2A
GO:0045880	positive regulation of smoothened signaling pathway	1	3169	ENSG00000129514	FOXA1
GO:0046949	fatty-acyl-CoA biosynthetic process	1	23205	ENSG00000103740	ACSBG1
GO:0050869	negative regulation of B cell activation	1	5585	ENSG00000123143	PKN1
GO:0051954	positive regulation of amine transport	1	156	ENSG00000173020	GRK2
GO:0061900	glial cell activation	1	84630	ENSG00000146216	TTBK1
GO:1902186	regulation of viral release from host cell	1	9218	ENSG00000101558	VAPA
GO:0000038	very long-chain fatty acid metabolic process	1	23205	ENSG00000103740	ACSBG1
GO:0001844	protein insertion into mitochondrial membrane involved in apoptotic signaling pathway	1	3002	ENSG00000100453	GZMB
GO:0009954	proximal/distal pattern formation	1	3206	ENSG00000253293	HOXA10
GO:0010762	regulation of fibroblast migration	1	2247	ENSG00000138685	FGF2
GO:0014072	response to isoquinoline alkaloid	1	63826	ENSG00000167720	SRR
GO:0032365	intracellular lipid transport	1	5565	ENSG00000131791	PRKAB2
GO:0042407	cristae formation	1	514	ENSG00000124172	ATP5F1E
GO:0043278	response to morphine	1	63826	ENSG00000167720	SRR
GO:0046039	GTP metabolic process	1	23433	ENSG00000119729	RHOQ
GO:0070911	global genome nucleotide-excision repair	1	1069	ENSG00000147400	CETN2
GO:0071624	positive regulation of granulocyte chemotaxis	1	6374	ENSG00000163735	CXCL5
GO:0000305	response to oxygen radical	1	7352	ENSG00000175564	UCP3
GO:0010907	positive regulation of glucose metabolic process	1	2648	ENSG00000108773	KAT2A
GO:0018345	protein palmitoylation	1	58489	ENSG00000136379	ABHD17C
GO:0030224	monocyte differentiation	1	677	ENSG00000185650	ZFP36L1
GO:0043114	regulation of vascular permeability	1	5139	ENSG00000172572	PDE3A
GO:0043928	exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay	1	27258	ENSG00000170860	LSM3
GO:0050931	pigment cell differentiation	1	2776	ENSG00000156052	GNAQ
GO:0060674	placenta blood vessel development	1	8289	ENSG00000117713	ARID1A
GO:1900271	regulation of long-term synaptic potentiation	1	8997	ENSG00000160145	KALRN
GO:1901976	regulation of cell cycle checkpoint	1	57805	ENSG00000158941	CCAR2
GO:1902624	positive regulation of neutrophil migration	1	6374	ENSG00000163735	CXCL5
GO:1903131	mononuclear cell differentiation	1	677	ENSG00000185650	ZFP36L1
GO:1905332	positive regulation of morphogenesis of an epithelium	1	7482	ENSG00000134245	WNT2B
GO:0002385	mucosal immune response	1	8347	ENSG00000180596	HIST1H2BC
GO:0006111	regulation of gluconeogenesis	1	2648	ENSG00000108773	KAT2A
GO:0007435	salivary gland morphogenesis	1	5361	ENSG00000114554	PLXNA1
GO:0038084	vascular endothelial growth factor signaling pathway	1	5159	ENSG00000113721	PDGFRB
GO:0045070	positive regulation of viral genome replication	1	9218	ENSG00000101558	VAPA
GO:0048246	macrophage chemotaxis	1	5595	ENSG00000102882	MAPK3
GO:0051930	regulation of sensory perception of pain	1	2906	ENSG00000105464	GRIN2D
GO:0051931	regulation of sensory perception	1	2906	ENSG00000105464	GRIN2D
GO:0070286	axonemal dynein complex assembly	1	387885	ENSG00000186710	CFAP73
GO:0090279	regulation of calcium ion import	1	5159	ENSG00000113721	PDGFRB
GO:1900077	negative regulation of cellular response to insulin stimulus	1	5562	ENSG00000132356	PRKAA1
GO:1904591	positive regulation of protein import	1	7984	ENSG00000050327	ARHGEF5
GO:2000008	regulation of protein localization to cell surface	1	257364	ENSG00000173548	SNX33
GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	1	27258	ENSG00000170860	LSM3
GO:0003091	renal water homeostasis	1	112	ENSG00000174233	ADCY6
GO:0006699	bile acid biosynthetic process	1	1109	ENSG00000198610	AKR1C4
GO:0007190	activation of adenylate cyclase activity	1	112	ENSG00000174233	ADCY6
GO:0007271	synaptic transmission, cholinergic	1	116372	ENSG00000150551	LYPD1
GO:0010165	response to X-ray	1	143570	ENSG00000166435	XRRA1
GO:0010742	macrophage derived foam cell differentiation	1	5583	ENSG00000027075	PRKCH
GO:0019076	viral release from host cell	1	9218	ENSG00000101558	VAPA
GO:0031641	regulation of myelination	1	84504	ENSG00000148826	NKX6-2
GO:0035890	exit from host	1	9218	ENSG00000101558	VAPA
GO:0035891	exit from host cell	1	9218	ENSG00000101558	VAPA
GO:0051084	'de novo' posttranslational protein folding	1	957	ENSG00000187097	ENTPD5
GO:0051204	protein insertion into mitochondrial membrane	1	3002	ENSG00000100453	GZMB
GO:0052126	movement in host environment	1	9218	ENSG00000101558	VAPA
GO:0052192	movement in environment of other organism involved in symbiotic interaction	1	9218	ENSG00000101558	VAPA
GO:0090022	regulation of neutrophil chemotaxis	1	6374	ENSG00000163735	CXCL5
GO:0090077	foam cell differentiation	1	5583	ENSG00000027075	PRKCH
GO:1902116	negative regulation of organelle assembly	1	2648	ENSG00000108773	KAT2A
GO:1903523	negative regulation of blood circulation	1	156	ENSG00000173020	GRK2
GO:1904707	positive regulation of vascular smooth muscle cell proliferation	1	2247	ENSG00000138685	FGF2
GO:0002251	organ or tissue specific immune response	1	8347	ENSG00000180596	HIST1H2BC
GO:0002720	positive regulation of cytokine production involved in immune response	1	5595	ENSG00000102882	MAPK3
GO:0002755	MyD88-dependent toll-like receptor signaling pathway	1	7096	ENSG00000174125	TLR1
GO:0006361	transcription initiation from RNA polymerase I promoter	1	5595	ENSG00000102882	MAPK3
GO:0006692	prostanoid metabolic process	1	1109	ENSG00000198610	AKR1C4
GO:0006693	prostaglandin metabolic process	1	1109	ENSG00000198610	AKR1C4
GO:0006730	one-carbon metabolic process	1	763	ENSG00000174990	CA5A
GO:0006778	porphyrin-containing compound metabolic process	1	27102	ENSG00000086232	EIF2AK1
GO:0007257	activation of JUN kinase activity	1	5585	ENSG00000123143	PKN1
GO:0007618	mating	1	4808	ENSG00000177551	NHLH2
GO:0014009	glial cell proliferation	1	5583	ENSG00000027075	PRKCH
GO:0030212	hyaluronan metabolic process	1	2247	ENSG00000138685	FGF2
GO:0032205	negative regulation of telomere maintenance	1	80351	ENSG00000107854	TNKS2
GO:0043267	negative regulation of potassium ion transport	1	9943	ENSG00000172939	OXSR1
GO:0045684	positive regulation of epidermis development	1	5583	ENSG00000027075	PRKCH
GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	1	245711	ENSG00000163806	SPDYA
GO:0051973	positive regulation of telomerase activity	1	5595	ENSG00000102882	MAPK3
GO:0060416	response to growth hormone	1	5595	ENSG00000102882	MAPK3
GO:0060428	lung epithelium development	1	3169	ENSG00000129514	FOXA1
GO:0097352	autophagosome maturation	1	11337	ENSG00000170296	GABARAP
GO:0008207	C21-steroid hormone metabolic process	1	1109	ENSG00000198610	AKR1C4
GO:0009225	nucleotide-sugar metabolic process	1	2673	ENSG00000198380	GFPT1
GO:0021587	cerebellum morphogenesis	1	6712	ENSG00000173898	SPTBN2
GO:0032467	positive regulation of cytokinesis	1	643	ENSG00000160683	CXCR5
GO:0034405	response to fluid shear stress	1	5159	ENSG00000113721	PDGFRB
GO:0042149	cellular response to glucose starvation	1	5562	ENSG00000132356	PRKAA1
GO:0042558	pteridine-containing compound metabolic process	1	135293	ENSG00000146281	PM20D2
GO:0046839	phospholipid dephosphorylation	1	8611	ENSG00000067113	PLPP1
GO:0048286	lung alveolus development	1	3169	ENSG00000129514	FOXA1
GO:0051154	negative regulation of striated muscle cell differentiation	1	4904	ENSG00000065978	YBX1
GO:0071276	cellular response to cadmium ion	1	5595	ENSG00000102882	MAPK3
GO:1905898	positive regulation of response to endoplasmic reticulum stress	1	29978	ENSG00000188021	UBQLN2
GO:2000785	regulation of autophagosome assembly	1	29978	ENSG00000188021	UBQLN2
GO:0007431	salivary gland development	1	5361	ENSG00000114554	PLXNA1
GO:0014075	response to amine	1	6571	ENSG00000165646	SLC18A2
GO:0035307	positive regulation of protein dephosphorylation	1	5159	ENSG00000113721	PDGFRB
GO:0035329	hippo signaling	1	284086	ENSG00000160602	NEK8
GO:0045022	early endosome to late endosome transport	1	5595	ENSG00000102882	MAPK3
GO:0071675	regulation of mononuclear cell migration	1	5595	ENSG00000102882	MAPK3
GO:0090311	regulation of protein deacetylation	1	57805	ENSG00000158941	CCAR2
GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	1	3002	ENSG00000100453	GZMB
GO:1901998	toxin transport	1	8289	ENSG00000117713	ARID1A
GO:1902622	regulation of neutrophil migration	1	6374	ENSG00000163735	CXCL5
GO:1905209	positive regulation of cardiocyte differentiation	1	89780	ENSG00000154342	WNT3A
GO:0000183	chromatin silencing at rDNA	1	8467	ENSG00000153147	SMARCA5
GO:0000387	spliceosomal snRNP assembly	1	79084	ENSG00000116455	WDR77
GO:0003197	endocardial cushion development	1	6909	ENSG00000121068	TBX2
GO:0014003	oligodendrocyte development	1	84504	ENSG00000148826	NKX6-2
GO:0030225	macrophage differentiation	1	27102	ENSG00000086232	EIF2AK1
GO:0031572	G2 DNA damage checkpoint	1	55215	ENSG00000140525	FANCI
GO:0032965	regulation of collagen biosynthetic process	1	5159	ENSG00000113721	PDGFRB
GO:0043954	cellular component maintenance	1	10882	ENSG00000131094	C1QL1
GO:0061014	positive regulation of mRNA catabolic process	1	677	ENSG00000185650	ZFP36L1
GO:0061028	establishment of endothelial barrier	1	54345	ENSG00000203883	SOX18
GO:0071377	cellular response to glucagon stimulus	1	112	ENSG00000174233	ADCY6
GO:0072583	clathrin-dependent endocytosis	1	29978	ENSG00000188021	UBQLN2
GO:0001709	cell fate determination	1	6909	ENSG00000121068	TBX2
GO:0006040	amino sugar metabolic process	1	2673	ENSG00000198380	GFPT1
GO:0009069	serine family amino acid metabolic process	1	63826	ENSG00000167720	SRR
GO:0014014	negative regulation of gliogenesis	1	84504	ENSG00000148826	NKX6-2
GO:0014911	positive regulation of smooth muscle cell migration	1	5159	ENSG00000113721	PDGFRB
GO:0017145	stem cell division	1	89780	ENSG00000154342	WNT3A
GO:0018023	peptidyl-lysine trimethylation	1	3006	ENSG00000187837	HIST1H1C
GO:0030866	cortical actin cytoskeleton organization	1	23433	ENSG00000119729	RHOQ
GO:0035337	fatty-acyl-CoA metabolic process	1	23205	ENSG00000103740	ACSBG1
