GOID	Molecular function	Number of genes	ENTREZID	ENSEMBL	SYMBOL
GO:0001637	G-protein coupled chemoattractant receptor activity	1	643	ENSG00000160683	CXCR5
GO:0004950	chemokine receptor activity	1	643	ENSG00000160683	CXCR5
GO:0005104	fibroblast growth factor receptor binding	1	2247	ENSG00000138685	FGF2
GO:0015101	organic cation transmembrane transporter activity	1	83884	ENSG00000120329	SLC25A2
GO:0016405	CoA-ligase activity	1	23205	ENSG00000103740	ACSBG1
GO:0008066	glutamate receptor activity	1	2906	ENSG00000105464	GRIN2D
GO:0071889	14-3-3 protein binding	1	677	ENSG00000185650	ZFP36L1
GO:0004683	calmodulin-dependent protein kinase activity	1	816	ENSG00000058404	CAMK2B
GO:0033764	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1	1109	ENSG00000198610	AKR1C4
GO:0042605	peptide antigen binding	1	10332	ENSG00000104938	CLEC4M
GO:0051119	sugar transmembrane transporter activity	1	154091	ENSG00000146411	SLC2A12
GO:0051721	protein phosphatase 2A binding	1	6801	ENSG00000115808	STRN
GO:0071855	neuropeptide receptor binding	1	56246	ENSG00000170262	MRAP
GO:0004033	aldo-keto reductase (NADP) activity	1	1109	ENSG00000198610	AKR1C4
GO:0004364	glutathione transferase activity	1	2944	ENSG00000134184	GSTM1
GO:0043548	phosphatidylinositol 3-kinase binding	1	5159	ENSG00000113721	PDGFRB
GO:0051959	dynein light intermediate chain binding	1	23299	ENSG00000185963	BICD2
GO:0099604	ligand-gated calcium channel activity	1	2906	ENSG00000105464	GRIN2D
GO:0016878	acid-thiol ligase activity	1	23205	ENSG00000103740	ACSBG1
GO:0015301	anion:anion antiporter activity	1	292	ENSG00000005022	SLC25A5
GO:0017147	Wnt-protein binding	1	8321	ENSG00000157240	FZD1
GO:0043014	alpha-tubulin binding	1	55207	ENSG00000134108	ARL8B
GO:0016229	steroid dehydrogenase activity	1	1109	ENSG00000198610	AKR1C4
GO:0061980	regulatory RNA binding	1	26523	ENSG00000092847	AGO1
GO:0042056	chemoattractant activity	1	2247	ENSG00000138685	FGF2
GO:0044769	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	1	514	ENSG00000124172	ATP5F1E
GO:0001784	phosphotyrosine residue binding	1	5595	ENSG00000102882	MAPK3
GO:0004693	cyclin-dependent protein serine/threonine kinase activity	1	8814	ENSG00000100490	CDKL1
GO:0005217	intracellular ligand-gated ion channel activity	1	610	ENSG00000099822	HCN2
GO:0016620	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	1	1109	ENSG00000198610	AKR1C4
GO:0000979	RNA polymerase II core promoter sequence-specific DNA binding	1	6658	ENSG00000134595	SOX3
GO:0097472	cyclin-dependent protein kinase activity	1	8814	ENSG00000100490	CDKL1
GO:1901505	carbohydrate derivative transmembrane transporter activity	1	292	ENSG00000005022	SLC25A5
GO:0016831	carboxy-lyase activity	1	2677	ENSG00000115486	GGCX
GO:0005310	dicarboxylic acid transmembrane transporter activity	1	57030	ENSG00000104888	SLC17A7
GO:0015144	carbohydrate transmembrane transporter activity	1	154091	ENSG00000146411	SLC2A12
GO:0015932	nucleobase-containing compound transmembrane transporter activity	1	292	ENSG00000005022	SLC25A5
GO:0099529	neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential	1	2557	ENSG00000109158	GABRA4
GO:1904315	transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential	1	2557	ENSG00000109158	GABRA4
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	1	344905	ENSG00000187527	ATP13A5
GO:0016877	ligase activity, forming carbon-sulfur bonds	1	23205	ENSG00000103740	ACSBG1
GO:0030331	estrogen receptor binding	1	6801	ENSG00000115808	STRN
GO:0098960	postsynaptic neurotransmitter receptor activity	1	2557	ENSG00000109158	GABRA4
GO:0001221	transcription cofactor binding	1	7975	ENSG00000198517	MAFK
GO:0004712	protein serine/threonine/tyrosine kinase activity	1	5595	ENSG00000102882	MAPK3
GO:0017046	peptide hormone binding	1	4882	ENSG00000159899	NPR2
GO:0140104	molecular carrier activity	1	3045	ENSG00000223609	HBD
GO:0015036	disulfide oxidoreductase activity	1	84817	ENSG00000129235	TXNDC17
GO:0016303	1-phosphatidylinositol-3-kinase activity	1	2247	ENSG00000138685	FGF2
GO:0050681	androgen receptor binding	1	5585	ENSG00000123143	PKN1
GO:0016709	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	1	1109	ENSG00000198610	AKR1C4
GO:0045309	protein phosphorylated amino acid binding	1	5595	ENSG00000102882	MAPK3
GO:0004177	aminopeptidase activity	1	4325	ENSG00000156103	MMP16
GO:0004601	peroxidase activity	1	84817	ENSG00000129235	TXNDC17
GO:0005272	sodium channel activity	1	610	ENSG00000099822	HCN2
GO:0016706	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors	1	129450	ENSG00000162971	TYW5
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	1	1109	ENSG00000198610	AKR1C4
GO:0031492	nucleosomal DNA binding	1	3151	ENSG00000198830	HMGN2
GO:0008137	NADH dehydrogenase (ubiquinone) activity	1	4694	ENSG00000125356	NDUFA1
GO:0050136	NADH dehydrogenase (quinone) activity	1	4694	ENSG00000125356	NDUFA1
GO:0003954	NADH dehydrogenase activity	1	4694	ENSG00000125356	NDUFA1
GO:0001102	RNA polymerase II activating transcription factor binding	1	4808	ENSG00000177551	NHLH2
GO:0008009	chemokine activity	1	6374	ENSG00000163735	CXCL5
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	1	84817	ENSG00000129235	TXNDC17
GO:0004715	non-membrane spanning protein tyrosine kinase activity	1	10750	ENSG00000154016	GRAP
GO:0008188	neuropeptide receptor activity	1	10887	ENSG00000169618	PROKR1
GO:0052742	phosphatidylinositol kinase activity	1	2247	ENSG00000138685	FGF2
GO:0016763	transferase activity, transferring pentosyl groups	1	80351	ENSG00000107854	TNKS2
GO:0042165	neurotransmitter binding	1	63826	ENSG00000167720	SRR
GO:0016830	carbon-carbon lyase activity	1	2677	ENSG00000115486	GGCX
GO:0016836	hydro-lyase activity	1	763	ENSG00000174990	CA5A
GO:0030170	pyridoxal phosphate binding	1	63826	ENSG00000167720	SRR
GO:0070279	vitamin B6 binding	1	63826	ENSG00000167720	SRR
GO:0000049	tRNA binding	1	129450	ENSG00000162971	TYW5
GO:0005507	copper ion binding	1	1356	ENSG00000047457	CP
GO:0008028	monocarboxylic acid transmembrane transporter activity	1	1109	ENSG00000198610	AKR1C4
GO:0004402	histone acetyltransferase activity	1	2648	ENSG00000108773	KAT2A
GO:0005070	SH3/SH2 adaptor activity	1	10750	ENSG00000154016	GRAP
GO:0051287	NAD binding	1	1488	ENSG00000175029	CTBP2
GO:0016765	transferase activity, transferring alkyl or aryl (other than methyl) groups	1	2944	ENSG00000134184	GSTM1
GO:0019003	GDP binding	1	55207	ENSG00000134108	ARL8B
GO:0061733	peptide-lysine-N-acetyltransferase activity	1	2648	ENSG00000108773	KAT2A
GO:0097110	scaffold protein binding	1	5595	ENSG00000102882	MAPK3
GO:0008235	metalloexopeptidase activity	1	4325	ENSG00000156103	MMP16
GO:0016597	amino acid binding	1	63826	ENSG00000167720	SRR
GO:0042054	histone methyltransferase activity	1	10498	ENSG00000142453	CARM1
GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	1	84817	ENSG00000129235	TXNDC17
GO:0033293	monocarboxylic acid binding	1	1109	ENSG00000198610	AKR1C4
GO:0099516	ion antiporter activity	1	292	ENSG00000005022	SLC25A5
GO:0016279	protein-lysine N-methyltransferase activity	1	25895	ENSG00000123427	EEF1AKMT3
GO:0016278	lysine N-methyltransferase activity	1	25895	ENSG00000123427	EEF1AKMT3
GO:0035064	methylated histone binding	1	26038	ENSG00000116254	CHD5
GO:0140034	methylation-dependent protein binding	1	26038	ENSG00000116254	CHD5
GO:0003725	double-stranded RNA binding	1	26523	ENSG00000092847	AGO1
GO:0004714	transmembrane receptor protein tyrosine kinase activity	1	5159	ENSG00000113721	PDGFRB
GO:0042379	chemokine receptor binding	1	6374	ENSG00000163735	CXCL5
GO:0031434	mitogen-activated protein kinase kinase binding	1	5159	ENSG00000113721	PDGFRB
GO:0016835	carbon-oxygen lyase activity	1	763	ENSG00000174990	CA5A
GO:0033613	activating transcription factor binding	1	4808	ENSG00000177551	NHLH2
GO:0001618	virus receptor activity	1	10332	ENSG00000104938	CLEC4M
GO:0030295	protein kinase activator activity	1	245711	ENSG00000163806	SPDYA
GO:0104005	hijacked molecular function	1	10332	ENSG00000104938	CLEC4M
GO:0000980	RNA polymerase II distal enhancer sequence-specific DNA binding	1	1044	ENSG00000113722	CDX1
GO:0072341	modified amino acid binding	1	2944	ENSG00000134184	GSTM1
GO:0015370	solute:sodium symporter activity	1	57030	ENSG00000104888	SLC17A7
GO:0051219	phosphoprotein binding	1	5595	ENSG00000102882	MAPK3
GO:0005201	extracellular matrix structural constituent	1	1311	ENSG00000105664	COMP
GO:0003727	single-stranded RNA binding	1	26523	ENSG00000092847	AGO1
GO:0004709	MAP kinase kinase kinase activity	1	5159	ENSG00000113721	PDGFRB
GO:0019209	kinase activator activity	1	245711	ENSG00000163806	SPDYA
GO:0008013	beta-catenin binding	1	10498	ENSG00000142453	CARM1
GO:0035591	signaling adaptor activity	1	10750	ENSG00000154016	GRAP
GO:0019199	transmembrane receptor protein kinase activity	1	5159	ENSG00000113721	PDGFRB
GO:0016209	antioxidant activity	1	84817	ENSG00000129235	TXNDC17
GO:0001046	core promoter sequence-specific DNA binding	1	6658	ENSG00000134595	SOX3
GO:0016811	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	1	135293	ENSG00000146281	PM20D2
GO:0005496	steroid binding	1	1109	ENSG00000198610	AKR1C4
GO:0004896	cytokine receptor activity	1	643	ENSG00000160683	CXCR5
GO:0001158	enhancer sequence-specific DNA binding	1	1044	ENSG00000113722	CDX1
GO:0005249	voltage-gated potassium channel activity	1	610	ENSG00000099822	HCN2
GO:0042562	hormone binding	1	4882	ENSG00000159899	NPR2
GO:0004860	protein kinase inhibitor activity	1	94032	ENSG00000163888	CAMK2N2
GO:0019210	kinase inhibitor activity	1	94032	ENSG00000163888	CAMK2N2
GO:1902936	phosphatidylinositol bisphosphate binding	1	157807	ENSG00000177182	CLVS1
GO:0004222	metalloendopeptidase activity	1	4325	ENSG00000156103	MMP16
GO:0009055	electron transfer activity	1	1109	ENSG00000198610	AKR1C4
GO:0005178	integrin binding	1	2247	ENSG00000138685	FGF2
GO:0005262	calcium channel activity	1	2906	ENSG00000105464	GRIN2D
GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	1	2648	ENSG00000108773	KAT2A
GO:0101005	ubiquitinyl hydrolase activity	1	2648	ENSG00000108773	KAT2A
GO:0031072	heat shock protein binding	1	25895	ENSG00000123427	EEF1AKMT3
GO:0140101	catalytic activity, acting on a tRNA	1	129450	ENSG00000162971	TYW5
GO:0005267	potassium channel activity	1	610	ENSG00000099822	HCN2
GO:0019783	ubiquitin-like protein-specific protease activity	1	2648	ENSG00000108773	KAT2A
GO:0002020	protease binding	1	1311	ENSG00000105664	COMP
GO:0004519	endonuclease activity	1	85463	ENSG00000149289	ZC3H12C
GO:0001085	RNA polymerase II transcription factor binding	1	4808	ENSG00000177551	NHLH2
GO:0052689	carboxylic ester hydrolase activity	1	26027	ENSG00000162390	ACOT11
GO:1901981	phosphatidylinositol phosphate binding	1	157807	ENSG00000177182	CLVS1
GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	1	135293	ENSG00000146281	PM20D2
GO:0016853	isomerase activity	1	63826	ENSG00000167720	SRR
GO:0016874	ligase activity	1	23205	ENSG00000103740	ACSBG1
GO:0008083	growth factor activity	1	2247	ENSG00000138685	FGF2
GO:0015079	potassium ion transmembrane transporter activity	1	610	ENSG00000099822	HCN2
GO:0017137	Rab GTPase binding	1	23299	ENSG00000185963	BICD2
GO:0008237	metallopeptidase activity	1	4325	ENSG00000156103	MMP16
GO:0008022	protein C-terminus binding	1	5562	ENSG00000132356	PRKAA1
GO:0008234	cysteine-type peptidase activity	1	2648	ENSG00000108773	KAT2A
GO:0004518	nuclease activity	1	85463	ENSG00000149289	ZC3H12C
GO:0016791	phosphatase activity	1	8611	ENSG00000067113	PLPP1
GO:0005126	cytokine receptor binding	1	6374	ENSG00000163735	CXCL5
GO:0140098	catalytic activity, acting on RNA	1	129450	ENSG00000162971	TYW5
GO:0000982	transcription factor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	16	6913	ENSG00000092607	TBX15
GO:0001228	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	16	4904	ENSG00000065978	YBX1
GO:0005525	GTP binding	13	7984	ENSG00000050327	ARHGEF5
GO:0032550	purine ribonucleoside binding	13	7984	ENSG00000050327	ARHGEF5
GO:0001883	purine nucleoside binding	13	7984	ENSG00000050327	ARHGEF5
GO:0032549	ribonucleoside binding	13	7984	ENSG00000050327	ARHGEF5
GO:0001882	nucleoside binding	13	7984	ENSG00000050327	ARHGEF5
GO:0032561	guanyl ribonucleotide binding	13	7984	ENSG00000050327	ARHGEF5
GO:0019001	guanyl nucleotide binding	13	7984	ENSG00000050327	ARHGEF5
GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	13	6913	ENSG00000092607	TBX15
GO:0000987	proximal promoter sequence-specific DNA binding	13	6913	ENSG00000092607	TBX15
GO:0001077	transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding	11	8929	ENSG00000109132	PHOX2B
GO:0003924	GTPase activity	11	2635	ENSG00000117226	GBP3
GO:0001664	G-protein coupled receptor binding	9	89780	ENSG00000154342	WNT3A
GO:0003713	transcription coactivator activity	9	79084	ENSG00000116455	WDR77
GO:0005200	structural constituent of cytoskeleton	8	3881	ENSG00000094796	KRT31
GO:0022804	active transmembrane transporter activity	8	9057	ENSG00000103064	SLC7A6
GO:0048037	cofactor binding	8	2944	ENSG00000134184	GSTM1
GO:0001227	transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding	7	50804	ENSG00000104177	MYEF2
GO:0005088	Ras guanyl-nucleotide exchange factor activity	7	816	ENSG00000058404	CAMK2B
GO:0005085	guanyl-nucleotide exchange factor activity	7	816	ENSG00000058404	CAMK2B
GO:0008509	anion transmembrane transporter activity	7	9057	ENSG00000103064	SLC7A6
GO:0000287	magnesium ion binding	6	23031	ENSG00000099308	MAST3
GO:0046982	protein heterodimerization activity	6	9218	ENSG00000101558	VAPA
GO:0001078	transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding	5	50804	ENSG00000104177	MYEF2
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	5	129450	ENSG00000162971	TYW5
GO:0005506	iron ion binding	5	129450	ENSG00000162971	TYW5
GO:0016829	lyase activity	5	4882	ENSG00000159899	NPR2
GO:0008514	organic anion transmembrane transporter activity	5	9057	ENSG00000103064	SLC7A6
GO:0015291	secondary active transmembrane transporter activity	5	9057	ENSG00000103064	SLC7A6
GO:0030246	carbohydrate binding	5	142683	ENSG00000158764	ITLN2
GO:0005216	ion channel activity	5	57030	ENSG00000104888	SLC17A7
GO:0022838	substrate-specific channel activity	5	57030	ENSG00000104888	SLC17A7
GO:0016887	ATPase activity	5	514	ENSG00000124172	ATP5F1E
GO:0046873	metal ion transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0015267	channel activity	5	57030	ENSG00000104888	SLC17A7
GO:0022803	passive transmembrane transporter activity	5	57030	ENSG00000104888	SLC17A7
GO:0030374	ligand-dependent nuclear receptor transcription coactivator activity	4	5585	ENSG00000123143	PKN1
GO:0003705	transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding	4	2295	ENSG00000137273	FOXF2
GO:0001104	RNA polymerase II transcription cofactor activity	4	6658	ENSG00000134595	SOX3
GO:0043492	ATPase activity, coupled to movement of substances	4	514	ENSG00000124172	ATP5F1E
GO:0020037	heme binding	4	1559	ENSG00000138109	CYP2C9
GO:0046906	tetrapyrrole binding	4	1559	ENSG00000138109	CYP2C9
GO:0015276	ligand-gated ion channel activity	4	57030	ENSG00000104888	SLC17A7
GO:0022834	ligand-gated channel activity	4	57030	ENSG00000104888	SLC17A7
GO:0035257	nuclear hormone receptor binding	4	8289	ENSG00000117713	ARID1A
GO:0005342	organic acid transmembrane transporter activity	4	57030	ENSG00000104888	SLC17A7
GO:0046943	carboxylic acid transmembrane transporter activity	4	57030	ENSG00000104888	SLC17A7
GO:0017048	Rho GTPase binding	4	5585	ENSG00000123143	PKN1
GO:0051427	hormone receptor binding	4	8289	ENSG00000117713	ARID1A
GO:0001076	transcription factor activity, RNA polymerase II transcription factor binding	4	6658	ENSG00000134595	SOX3
GO:0042393	histone binding	4	5585	ENSG00000123143	PKN1
GO:0005539	glycosaminoglycan binding	4	1311	ENSG00000105664	COMP
GO:0003714	transcription corepressor activity	4	6658	ENSG00000134595	SOX3
GO:1901681	sulfur compound binding	4	1311	ENSG00000105664	COMP
GO:0016746	transferase activity, transferring acyl groups	4	39	ENSG00000120437	ACAT2
GO:0042277	peptide binding	4	2944	ENSG00000134184	GSTM1
GO:0033218	amide binding	4	2944	ENSG00000134184	GSTM1
GO:0022839	ion gated channel activity	4	57030	ENSG00000104888	SLC17A7
GO:0022836	gated channel activity	4	57030	ENSG00000104888	SLC17A7
GO:0015631	tubulin binding	4	55207	ENSG00000134108	ARL8B
GO:0042623	ATPase activity, coupled	4	514	ENSG00000124172	ATP5F1E
GO:0015077	monovalent inorganic cation transmembrane transporter activity	4	57030	ENSG00000104888	SLC17A7
GO:0003779	actin binding	4	91010	ENSG00000161791	FMNL3
GO:0004175	endopeptidase activity	4	5340	ENSG00000122194	PLG
GO:0050839	cell adhesion molecule binding	4	2247	ENSG00000138685	FGF2
GO:0017154	semaphorin receptor activity	3	91584	ENSG00000221866	PLXNA4
GO:0031683	G-protein beta/gamma-subunit complex binding	3	9630	ENSG00000156049	GNA14
GO:0005109	frizzled binding	3	89780	ENSG00000154342	WNT3A
GO:0043394	proteoglycan binding	3	1311	ENSG00000105664	COMP
GO:0019825	oxygen binding	3	1557	ENSG00000165841	CYP2C19
GO:0015179	L-amino acid transmembrane transporter activity	3	57030	ENSG00000104888	SLC17A7
GO:0031491	nucleosome binding	3	8467	ENSG00000153147	SMARCA5
GO:0005230	extracellular ligand-gated ion channel activity	3	2906	ENSG00000105464	GRIN2D
GO:0015171	amino acid transmembrane transporter activity	3	57030	ENSG00000104888	SLC17A7
GO:0015297	antiporter activity	3	9057	ENSG00000103064	SLC7A6
GO:0008276	protein methyltransferase activity	3	25895	ENSG00000123427	EEF1AKMT3
GO:0005253	anion channel activity	3	2557	ENSG00000109158	GABRA4
GO:0008170	N-methyltransferase activity	3	25895	ENSG00000123427	EEF1AKMT3
GO:0015238	drug transmembrane transporter activity	3	57030	ENSG00000104888	SLC17A7
GO:0004497	monooxygenase activity	3	1557	ENSG00000165841	CYP2C19
GO:0016407	acetyltransferase activity	3	39	ENSG00000120437	ACAT2
GO:0031490	chromatin DNA binding	3	3006	ENSG00000187837	HIST1H1C
GO:0042826	histone deacetylase binding	3	5585	ENSG00000123143	PKN1
GO:0016651	oxidoreductase activity, acting on NAD(P)H	3	84817	ENSG00000129235	TXNDC17
GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	3	1488	ENSG00000175029	CTBP2
GO:0004702	signal transducer, downstream of receptor, with serine/threonine kinase activity	3	5159	ENSG00000113721	PDGFRB
GO:0001653	peptide receptor activity	3	643	ENSG00000160683	CXCR5
GO:0005319	lipid transporter activity	3	57198	ENSG00000143515	ATP8B2
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	3	1488	ENSG00000175029	CTBP2
GO:0004386	helicase activity	3	8467	ENSG00000153147	SMARCA5
GO:0008201	heparin binding	3	1311	ENSG00000105664	COMP
GO:0008757	S-adenosylmethionine-dependent methyltransferase activity	3	25895	ENSG00000123427	EEF1AKMT3
GO:0015103	inorganic anion transmembrane transporter activity	3	2557	ENSG00000109158	GABRA4
GO:0019902	phosphatase binding	3	2648	ENSG00000108773	KAT2A
GO:0005057	signal transducer activity, downstream of receptor	3	5159	ENSG00000113721	PDGFRB
GO:0004713	protein tyrosine kinase activity	3	2247	ENSG00000138685	FGF2
GO:0031406	carboxylic acid binding	3	79701	ENSG00000181396	OGFOD3
GO:0043177	organic acid binding	3	79701	ENSG00000181396	OGFOD3
GO:0003823	antigen binding	3	5340	ENSG00000122194	PLG
GO:0008168	methyltransferase activity	3	25895	ENSG00000123427	EEF1AKMT3
GO:0016747	transferase activity, transferring acyl groups other than amino-acyl groups	3	39	ENSG00000120437	ACAT2
GO:0061630	ubiquitin protein ligase activity	3	22838	ENSG00000146083	RNF44
GO:0016741	transferase activity, transferring one-carbon groups	3	25895	ENSG00000123427	EEF1AKMT3
GO:0061659	ubiquitin-like protein ligase activity	3	22838	ENSG00000146083	RNF44
GO:0004252	serine-type endopeptidase activity	3	5340	ENSG00000122194	PLG
GO:0008017	microtubule binding	3	1069	ENSG00000147400	CETN2
GO:0008236	serine-type peptidase activity	3	5340	ENSG00000122194	PLG
GO:0050662	coenzyme binding	3	1488	ENSG00000175029	CTBP2
GO:0017171	serine hydrolase activity	3	5340	ENSG00000122194	PLG
GO:0016757	transferase activity, transferring glycosyl groups	3	7365	ENSG00000109181	UGT2B10
GO:0031625	ubiquitin protein ligase binding	3	53339	ENSG00000064726	BTBD1
GO:0044389	ubiquitin-like protein ligase binding	3	53339	ENSG00000064726	BTBD1
GO:0045296	cadherin binding	3	6712	ENSG00000173898	SPTBN2
GO:0042578	phosphoric ester hydrolase activity	3	5145	ENSG00000132915	PDE6A
GO:0003729	mRNA binding	3	10642	ENSG00000159217	IGF2BP1
GO:0005543	phospholipid binding	3	6712	ENSG00000173898	SPTBN2
GO:0004842	ubiquitin-protein transferase activity	3	22838	ENSG00000146083	RNF44
GO:0019787	ubiquitin-like protein transferase activity	3	22838	ENSG00000146083	RNF44
GO:0048018	receptor ligand activity	3	89780	ENSG00000154342	WNT3A
GO:0016273	arginine N-methyltransferase activity	2	10498	ENSG00000142453	CARM1
GO:0016274	protein-arginine N-methyltransferase activity	2	10498	ENSG00000142453	CARM1
GO:0047555	3',5'-cyclic-GMP phosphodiesterase activity	2	5139	ENSG00000172572	PDE3A
GO:0004697	protein kinase C activity	2	5585	ENSG00000123143	PKN1
GO:0004383	guanylate cyclase activity	2	112	ENSG00000174233	ADCY6
GO:0008391	arachidonic acid monooxygenase activity	2	1557	ENSG00000165841	CYP2C19
GO:0008392	arachidonic acid epoxygenase activity	2	1557	ENSG00000165841	CYP2C19
GO:0004016	adenylate cyclase activity	2	112	ENSG00000174233	ADCY6
GO:0035173	histone kinase activity	2	5562	ENSG00000132356	PRKAA1
GO:0005234	extracellularly glutamate-gated ion channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0099095	ligand-gated anion channel activity	2	2557	ENSG00000109158	GABRA4
GO:0004012	phospholipid-translocating ATPase activity	2	57198	ENSG00000143515	ATP8B2
GO:0043395	heparan sulfate proteoglycan binding	2	1311	ENSG00000105664	COMP
GO:0016849	phosphorus-oxygen lyase activity	2	112	ENSG00000174233	ADCY6
GO:0009975	cyclase activity	2	112	ENSG00000174233	ADCY6
GO:0070840	dynein complex binding	2	387885	ENSG00000186710	CFAP73
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	2	5139	ENSG00000172572	PDE3A
GO:0030552	cAMP binding	2	5139	ENSG00000172572	PDE3A
GO:0004112	cyclic-nucleotide phosphodiesterase activity	2	5139	ENSG00000172572	PDE3A
GO:0001106	RNA polymerase II transcription corepressor activity	2	6658	ENSG00000134595	SOX3
GO:0008519	ammonium transmembrane transporter activity	2	6571	ENSG00000165646	SLC18A2
GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	2	1557	ENSG00000165841	CYP2C19
GO:0001205	transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding	2	4990	ENSG00000184302	SIX6
GO:0015020	glucuronosyltransferase activity	2	133688	ENSG00000145626	UGT3A1
GO:0008395	steroid hydroxylase activity	2	1557	ENSG00000165841	CYP2C19
GO:0016790	thiolester hydrolase activity	2	26027	ENSG00000162390	ACOT11
GO:0048487	beta-tubulin binding	2	11337	ENSG00000170296	GABARAP
GO:0030551	cyclic nucleotide binding	2	5139	ENSG00000172572	PDE3A
GO:0001105	RNA polymerase II transcription coactivator activity	2	6666	ENSG00000177732	SOX12
GO:0000993	RNA polymerase II core binding	2	57805	ENSG00000158941	CCAR2
GO:1901618	organic hydroxy compound transmembrane transporter activity	2	1109	ENSG00000198610	AKR1C4
GO:0005231	excitatory extracellular ligand-gated ion channel activity	2	2906	ENSG00000105464	GRIN2D
GO:0001191	transcriptional repressor activity, RNA polymerase II transcription factor binding	2	6658	ENSG00000134595	SOX3
GO:0005080	protein kinase C binding	2	112	ENSG00000174233	ADCY6
GO:0043175	RNA polymerase core enzyme binding	2	57805	ENSG00000158941	CCAR2
GO:0045182	translation regulator activity	2	10642	ENSG00000159217	IGF2BP1
GO:0005326	neurotransmitter transporter activity	2	6571	ENSG00000165646	SLC18A2
GO:0005548	phospholipid transporter activity	2	57198	ENSG00000143515	ATP8B2
GO:0022824	transmitter-gated ion channel activity	2	2557	ENSG00000109158	GABRA4
GO:0022835	transmitter-gated channel activity	2	2557	ENSG00000109158	GABRA4
GO:0048306	calcium-dependent protein binding	2	2220	ENSG00000160339	FCN2
GO:0001098	basal transcription machinery binding	2	57805	ENSG00000158941	CCAR2
GO:0001099	basal RNA polymerase II transcription machinery binding	2	57805	ENSG00000158941	CCAR2
GO:0016655	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	2	1109	ENSG00000198610	AKR1C4
GO:0005518	collagen binding	2	1311	ENSG00000105664	COMP
GO:0001190	transcriptional activator activity, RNA polymerase II transcription factor binding	2	6666	ENSG00000177732	SOX12
GO:0003730	mRNA 3'-UTR binding	2	677	ENSG00000185650	ZFP36L1
GO:0019829	cation-transporting ATPase activity	2	344905	ENSG00000187527	ATP13A5
GO:0034212	peptide N-acetyltransferase activity	2	84779	ENSG00000156269	NAA11
GO:0048365	Rac GTPase binding	2	8997	ENSG00000160145	KALRN
GO:0022853	active ion transmembrane transporter activity	2	344905	ENSG00000187527	ATP13A5
GO:0042625	ATPase coupled ion transmembrane transporter activity	2	344905	ENSG00000187527	ATP13A5
GO:0046934	phosphatidylinositol-4,5-bisphosphate 3-kinase activity	2	2247	ENSG00000138685	FGF2
GO:0048029	monosaccharide binding	2	79701	ENSG00000181396	OGFOD3
GO:0052813	phosphatidylinositol bisphosphate kinase activity	2	2247	ENSG00000138685	FGF2
GO:0070063	RNA polymerase binding	2	57805	ENSG00000158941	CCAR2
GO:0035004	phosphatidylinositol 3-kinase activity	2	2247	ENSG00000138685	FGF2
GO:0005089	Rho guanyl-nucleotide exchange factor activity	2	8997	ENSG00000160145	KALRN
GO:0005254	chloride channel activity	2	2557	ENSG00000109158	GABRA4
GO:0008080	N-acetyltransferase activity	2	84779	ENSG00000156269	NAA11
GO:0030165	PDZ domain binding	2	63826	ENSG00000167720	SRR
GO:0035258	steroid hormone receptor binding	2	5585	ENSG00000123143	PKN1
GO:0008081	phosphoric diester hydrolase activity	2	5139	ENSG00000172572	PDE3A
