query	subject	evalue	alnlength	identity	identical	mismatches	qframe	sframe
CCDS13737.1|Hs108|chr21	CCDS68231.1|Hs108|chr21	1.35e-177	73	95.89	70	3	1	2
CCDS13737.1|Hs108|chr21	CCDS68231.1|Hs108|chr21	1.18e-172	73	95.89	70	3	-2	-1
CCDS13764.1|Hs108|chr22	CCDS56224.1|Hs108|chr22	0	67	100	67	0	3	1
CCDS13814.2|Hs108|chr22	CCDS82698.1|Hs108|chr22	2.72e-90	69	95.652	66	3	3	2
CCDS13872.1|Hs108|chr22	CCDS58799.1|Hs108|chr22	9.08e-51	82	100	82	0	1	2
CCDS13883.1|Hs108|chr22	CCDS77667.1|Hs108|chr22	8.8e-75	64	100	64	0	-2	-1
CCDS13921.1|Hs108|chr22	CCDS43013.1|Hs108|chr22	0	69	100	69	0	-2	-1
CCDS13921.1|Hs108|chr22	CCDS46701.1|Hs108|chr22	0	69	100	69	0	-2	-1
CCDS14356.1|Hs108|chrX	CCDS75987.1|Hs108|chrX	8.25e-46	90	97.778	88	2	2	1
CCDS14356.1|Hs108|chrX	CCDS75987.1|Hs108|chrX	1.44e-44	90	97.778	88	2	-1	-2
CCDS14432.1|Hs108|chrX	CCDS75995.1|Hs108|chrX	4.85e-83	71	100	71	0	1	3
CCDS14564.1|Hs108|chrX	CCDS59174.1|Hs108|chrX	1.45e-177	101	95.05	96	5	3	1
CCDS14661.1|Hs108|chrX	CCDS55510.1|Hs108|chrX	1.34e-84	102	100	102	0	2	1
CCDS14682.1|Hs108|chrX	CCDS55518.1|Hs108|chrX	0	80	100	80	0	-1	-2
CCDS14770.4|Hs108|chrX	CCDS55548.1|Hs108|chrY	1.71e-115	54	100	54	0	1	2
CCDS14770.4|Hs108|chrY	CCDS55548.1|Hs108|chrY	1.71e-115	54	100	54	0	1	2
CCDS14771.4|Hs108|chrX	CCDS59180.1|Hs108|chrY	4.6e-103	65	93.846	61	4	3	2
CCDS14771.4|Hs108|chrY	CCDS59180.1|Hs108|chrY	4.6e-103	65	93.846	61	4	3	2
CCDS30585.1|Hs108|chr1	CCDS44056.1|Hs108|chr1	6.29e-71	103	100	103	0	-2	-1
CCDS30586.1|Hs108|chr1	CCDS30585.1|Hs108|chr1	5.24e-64	109	96.33	105	4	-1	-2
CCDS30653.1|Hs108|chr1	CCDS65461.1|Hs108|chr1	1.5e-122	51	90.196	46	5	2	1
CCDS30653.1|Hs108|chr1	CCDS41290.1|Hs108|chr1	2.95e-122	51	90.196	46	5	2	1
CCDS30791.1|Hs108|chr1	CCDS797.1|Hs108|chr1	0	80	100	80	0	-3	-1
CCDS30886.1|Hs108|chr1	CCDS55649.1|Hs108|chr1	6.62e-106	58	100	58	0	2	1
CCDS30919.1|Hs108|chr1	CCDS41425.1|Hs108|chr1	0	55	100	55	0	-2	-1
CCDS30927.1|Hs108|chr1	CCDS72963.1|Hs108|chr1	0	131	98.473	129	2	-3	-1
CCDS30927.1|Hs108|chr1	CCDS72965.1|Hs108|chr1	0	131	98.473	129	2	-3	-1
CCDS31319.2|Hs108|chr10	CCDS58103.1|Hs108|chr10	0	107	90.654	97	10	-1	-3
CCDS31319.2|Hs108|chr10	CCDS58102.1|Hs108|chr10	0	79	100	79	0	1	2
CCDS31450.1|Hs108|chr11	CCDS73269.1|Hs108|chr11	9.19e-118	57	82.456	47	10	-1	-3
CCDS31458.1|Hs108|chr11	CCDS55755.1|Hs108|chr11	2.48e-95	71	94.366	67	4	-2	-3
CCDS31458.1|Hs108|chr11	CCDS55755.1|Hs108|chr11	3.34e-95	71	94.366	67	4	1	3
CCDS31458.1|Hs108|chr11	CCDS31457.1|Hs108|chr11	2.64e-95	71	94.366	67	4	-2	-3
CCDS31458.1|Hs108|chr11	CCDS31457.1|Hs108|chr11	3.55e-95	71	94.366	67	4	1	3
CCDS31599.1|Hs108|chr11	CCDS44642.2|Hs108|chr11	0	80	100	80	0	2	3
CCDS31603.1|Hs108|chr11	CCDS73316.1|Hs108|chr11	2.38e-55	76	80.263	61	15	3	1
CCDS31897.1|Hs108|chr12	CCDS55883.1|Hs108|chr12	1.21e-103	66	100	66	0	2	1
CCDS31897.1|Hs108|chr12	CCDS55883.1|Hs108|chr12	2.01e-24	66	100	66	0	-3	-1
CCDS31970.2|Hs108|chr13	CCDS66543.1|Hs108|chr13	5.68e-44	79	91.139	72	7	-1	-2
CCDS32166.1|Hs108|chr14	CCDS66722.1|Hs108|chr14	1.25e-98	54	100	54	0	-1	-3
CCDS32284.1|Hs108|chr15	CCDS55972.1|Hs108|chr15	0	54	96.296	52	2	-1	-2
CCDS32285.1|Hs108|chr15	CCDS55972.1|Hs108|chr15	0	54	96.296	52	2	-1	-2
CCDS32366.1|Hs108|chr16	CCDS66900.1|Hs108|chr16	4.4e-50	98	96.939	95	3	-1	-2
CCDS32769.1|Hs108|chr17	CCDS11789.1|Hs108|chr17	5.12e-32	51	98.039	50	1	-3	-1
CCDS32803.1|Hs108|chr18	CCDS74199.1|Hs108|chr18	0	56	98.214	55	1	-3	-1
CCDS32831.1|Hs108|chr18	CCDS62443.1|Hs108|chr18	1.83e-34	52	100	52	0	-1	-2
CCDS32831.1|Hs108|chr18	CCDS62443.1|Hs108|chr18	4.05e-32	52	100	52	0	2	1
CCDS32831.1|Hs108|chr18	CCDS62443.1|Hs108|chr18	1.44e-31	52	100	52	0	1	3
CCDS32831.1|Hs108|chr18	CCDS58622.1|Hs108|chr18	1.83e-34	52	100	52	0	-1	-2
CCDS32831.1|Hs108|chr18	CCDS58622.1|Hs108|chr18	4.05e-32	52	100	52	0	2	1
CCDS32831.1|Hs108|chr18	CCDS58622.1|Hs108|chr18	1.44e-31	52	100	52	0	1	3
CCDS32904.1|Hs108|chr19	CCDS12232.1|Hs108|chr19	1.1e-162	117	99.145	116	1	-3	-1
CCDS32904.1|Hs108|chr19	CCDS42500.1|Hs108|chr19	1.38e-135	82	93.902	77	5	-3	-1
CCDS33286.1|Hs108|chr2	CCDS74574.1|Hs108|chr2	1.07e-106	63	100	63	0	-2	-3
CCDS33418.1|Hs108|chr2	CCDS77551.1|Hs108|chr2	1.97e-42	71	100	71	0	1	-2
CCDS33519.1|Hs108|chr21	CCDS56205.1|Hs108|chr21	2.3e-169	63	100	63	0	-3	-1
CCDS33519.1|Hs108|chr21	CCDS56205.1|Hs108|chr21	2.46e-159	63	100	63	0	1	3
CCDS33519.1|Hs108|chr21	CCDS56205.1|Hs108|chr21	1.94e-156	63	100	63	0	3	2
CCDS33519.1|Hs108|chr21	CCDS56205.1|Hs108|chr21	7.88e-150	63	100	63	0	-1	-2
CCDS33754.1|Hs108|chr3	CCDS63632.1|Hs108|chr3	0	76	98.684	75	1	-2	-1
CCDS33921.1|Hs108|chr3	CCDS54698.1|Hs108|chr3	0	60	98.333	59	1	2	1
CCDS34127.2|Hs108|chr5	CCDS34128.2|Hs108|chr5	0	55	98.182	54	1	2	1
CCDS34128.2|Hs108|chr5	CCDS34127.2|Hs108|chr5	0	55	98.182	54	1	1	2
CCDS34406.1|Hs108|chr6	CCDS4715.1|Hs108|chr6	2.39e-125	54	96.296	52	2	2	1
CCDS34406.1|Hs108|chr6	CCDS4716.1|Hs108|chr6	1.07e-134	75	96	72	3	2	1
CCDS34459.1|Hs108|chr6	CCDS55016.1|Hs108|chr6	1.19e-53	65	100	65	0	-2	-1
CCDS34589.1|Hs108|chr7	CCDS64582.1|Hs108|chr7	0	97	100	97	0	1	2
CCDS34975.1|Hs108|chr9	CCDS2117.1|Hs108|chr2	2.41e-103	134	88.806	119	15	1	2
CCDS35180.1|Hs108|chr9	CCDS65192.1|Hs108|chr9	0	53	88.679	47	6	-3	-1
CCDS35247.1|Hs108|chrX	CCDS75973.1|Hs108|chrX	8.34e-80	56	98.214	55	1	2	1
CCDS41248.1|Hs108|chr1	CCDS136.1|Hs108|chr1	8.56e-68	95	100	95	0	1	3
CCDS41248.1|Hs108|chr1	CCDS136.1|Hs108|chr1	9.76e-66	95	100	95	0	-1	-2
CCDS41284.1|Hs108|chr1	CCDS44089.1|Hs108|chr1	9.09e-145	56	100	56	0	-3	-1
CCDS41284.1|Hs108|chr1	CCDS44089.1|Hs108|chr1	2.29e-129	56	100	56	0	2	1
CCDS41284.1|Hs108|chr1	CCDS44089.1|Hs108|chr1	8.98e-125	56	100	56	0	-1	-2
CCDS41290.1|Hs108|chr1	CCDS30653.1|Hs108|chr1	1.01e-121	51	90.196	46	5	1	2
CCDS41425.1|Hs108|chr1	CCDS30919.1|Hs108|chr1	0	55	100	55	0	-1	-2
CCDS41686.1|Hs108|chr11	CCDS59092.1|Hs108|chr8	1.43e-66	80	83.75	67	13	3	1
CCDS41686.1|Hs108|chr11	CCDS59092.1|Hs108|chr8	4e-38	80	83.75	67	13	-3	-2
CCDS41686.1|Hs108|chr11	CCDS10529.1|Hs108|chr16	2.97e-67	80	80	64	16	3	1
CCDS41686.1|Hs108|chr11	CCDS10529.1|Hs108|chr16	1.25e-36	80	80	64	16	-3	-2
CCDS41767.1|Hs108|chr12	CCDS44856.1|Hs108|chr12	0	90	96.667	87	3	-2	-1
CCDS41927.1|Hs108|chr14	CCDS9604.1|Hs108|chr14	0	56	100	56	0	3	1
CCDS41927.1|Hs108|chr14	CCDS9604.1|Hs108|chr14	0	56	100	56	0	-2	-1
CCDS41927.1|Hs108|chr14	CCDS9604.1|Hs108|chr14	1.69e-177	56	100	56	0	-3	-2
CCDS41927.1|Hs108|chr14	CCDS9604.1|Hs108|chr14	6.26e-170	56	100	56	0	2	3
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	1.73e-103	143	100	143	0	3	-1
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	6.64e-100	143	100	143	0	-1	3
CCDS42108.1|Hs108|chr16	CCDS53984.1|Hs108|chr16	6.68e-88	143	100	143	0	1	-2
CCDS42175.1|Hs108|chr16	CCDS45510.1|Hs108|chr16	1.84e-24	57	82.456	47	10	1	3
CCDS42176.1|Hs108|chr16	CCDS58473.1|Hs108|chr16	4.83e-99	113	98.23	111	2	2	1
CCDS42348.1|Hs108|chr17	CCDS45710.1|Hs108|chr17	4.86e-180	85	100	85	0	1	3
CCDS42348.1|Hs108|chr17	CCDS45711.1|Hs108|chr17	1.44e-170	63	100	63	0	1	3
CCDS42402.1|Hs108|chr17	CCDS82231.1|Hs108|chr17	0	134	100	134	0	3	1
CCDS42498.1|Hs108|chr19	CCDS56082.1|Hs108|chr19	0	74	100	74	0	3	2
CCDS42500.1|Hs108|chr19	CCDS32904.1|Hs108|chr19	3.28e-136	82	93.902	77	5	-1	-3
CCDS42551.1|Hs108|chr19	CCDS12473.1|Hs108|chr19	1.13e-67	61	100	61	0	-1	-2
CCDS42580.2|Hs108|chr19	CCDS12682.1|Hs108|chr19	0	51	100	51	0	-2	-1
CCDS42580.2|Hs108|chr19	CCDS12682.1|Hs108|chr19	0	51	100	51	0	3	1
CCDS42580.2|Hs108|chr19	CCDS12681.2|Hs108|chr19	0	51	100	51	0	-2	-1
CCDS42580.2|Hs108|chr19	CCDS12681.2|Hs108|chr19	0	51	100	51	0	3	1
CCDS42626.1|Hs108|chr19	CCDS46184.1|Hs108|chr19	0	82	100	82	0	-3	-1
CCDS42626.1|Hs108|chr19	CCDS58678.1|Hs108|chr19	0	82	100	82	0	-3	-1
CCDS42661.1|Hs108|chr2	CCDS82429.1|Hs108|chr2	1.7e-118	173	100	173	0	-2	-1
CCDS42736.1|Hs108|chr2	CCDS46398.1|Hs108|chr2	0	64	98.438	63	1	3	1
CCDS42886.1|Hs108|chr20	CCDS54470.1|Hs108|chr20	0	66	92.424	61	5	-1	-2
CCDS43013.1|Hs108|chr22	CCDS13921.1|Hs108|chr22	0	69	100	69	0	-1	-2
CCDS43087.1|Hs108|chr3	CCDS63628.1|Hs108|chr3	0	56	100	56	0	-1	-3
CCDS43307.1|Hs108|chr5	CCDS45557.1|Hs108|chr16	0	126	96.032	121	5	1	3
CCDS43308.1|Hs108|chr5	CCDS75232.1|Hs108|chr5	2.98e-148	59	96.61	57	2	1	2
CCDS43623.1|Hs108|chr7	CCDS59067.1|Hs108|chr7	0	68	80.882	55	13	1	3
CCDS43737.1|Hs108|chr8	CCDS64890.1|Hs108|chr8	0	54	90.741	49	5	2	3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	3	2
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	1	3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	-2	-3
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	-3	-1
CCDS43885.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	3.09e-177	140	100	140	0	-1	-2
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	0	140	100	140	0	3	2
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	2.82e-177	140	100	140	0	1	3
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	1.07e-173	140	100	140	0	-2	-3
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	4.69e-168	140	100	140	0	-3	-1
CCDS43886.1|Hs108|chr9	CCDS6914.1|Hs108|chr9	2.59e-161	140	100	140	0	-1	-2
CCDS44041.1|Hs108|chr1	CCDS55560.1|Hs108|chr1	7.95e-134	57	85.965	49	8	-1	-3
CCDS44041.1|Hs108|chr1	CCDS33.1|Hs108|chr1	3.63e-134	62	80.645	50	12	-1	-3
CCDS44051.1|Hs108|chr1	CCDS44049.1|Hs108|chr1	0	77	100	77	0	-1	-2
CCDS44056.1|Hs108|chr1	CCDS30585.1|Hs108|chr1	5.37e-76	103	100	103	0	1	3
CCDS44056.1|Hs108|chr1	CCDS30585.1|Hs108|chr1	6.4e-71	103	100	103	0	-1	-2
CCDS44089.1|Hs108|chr1	CCDS41284.1|Hs108|chr1	5.97e-145	56	100	56	0	-1	-3
CCDS44089.1|Hs108|chr1	CCDS41284.1|Hs108|chr1	1.5e-129	56	100	56	0	1	2
CCDS44089.1|Hs108|chr1	CCDS41284.1|Hs108|chr1	5.9e-125	56	100	56	0	-2	-1
CCDS44125.1|Hs108|chr1	CCDS53306.1|Hs108|chr1	2.16e-69	56	96.429	54	2	2	1
CCDS44236.1|Hs108|chr1	CCDS58032.1|Hs108|chr1	5.07e-23	53	83.019	44	9	2	1
CCDS44238.1|Hs108|chr1	CCDS44239.1|Hs108|chr1	7.43e-55	52	80.769	42	10	-3	-2
CCDS44246.1|Hs108|chr1	CCDS1154.1|Hs108|chr1	5.79e-176	67	98.507	66	1	1	3
CCDS44313.1|Hs108|chr1	CCDS44312.1|Hs108|chr1	1.1e-21	50	86	43	7	-2	-3
CCDS44559.1|Hs108|chr11	CCDS73269.1|Hs108|chr11	1.45e-141	92	89.13	82	10	-1	-3
CCDS44571.1|Hs108|chr11	CCDS76395.1|Hs108|chr11	4.63e-70	82	97.561	80	2	1	2
CCDS44627.1|Hs108|chr11	CCDS55769.1|Hs108|chr11	6.4e-172	72	93.056	67	5	1	3
CCDS44642.2|Hs108|chr11	CCDS53661.1|Hs108|chr11	0	83	100	83	0	3	2
CCDS44642.2|Hs108|chr11	CCDS53660.1|Hs108|chr11	0	80	100	80	0	3	2
CCDS44648.1|Hs108|chr11	CCDS53662.1|Hs108|chr11	1.6e-54	55	100	55	0	-1	-2
CCDS44664.1|Hs108|chr11	CCDS59512.1|Hs108|chr8	4.27e-92	80	88.75	71	9	1	2
CCDS44836.1|Hs108|chr12	CCDS55808.1|Hs108|chr12	8.14e-178	121	99.174	120	1	3	2
CCDS44856.1|Hs108|chr12	CCDS58224.1|Hs108|chr12	0	90	96.667	87	3	-1	-2
CCDS44856.1|Hs108|chr12	CCDS41767.1|Hs108|chr12	0	90	96.667	87	3	-1	-2
CCDS45143.1|Hs108|chr14	CCDS9864.1|Hs108|chr14	5.53e-168	84	100	84	0	-1	-3
CCDS45143.1|Hs108|chr14	CCDS9864.1|Hs108|chr14	8.56e-166	84	100	84	0	3	1
CCDS45143.1|Hs108|chr14	CCDS9864.1|Hs108|chr14	2.94e-127	84	100	84	0	1	2
CCDS45143.1|Hs108|chr14	CCDS9864.1|Hs108|chr14	1.25e-118	84	100	84	0	-2	-1
CCDS45230.1|Hs108|chr15	CCDS10066.1|Hs108|chr15	8.6e-93	63	96.825	61	2	2	3
CCDS45367.1|Hs108|chr16	CCDS42091.1|Hs108|chr16	1.15e-71	63	100	63	0	-1	-3
CCDS45367.1|Hs108|chr16	CCDS42091.1|Hs108|chr16	1.19e-59	63	100	63	0	1	2
CCDS45367.1|Hs108|chr16	CCDS42091.1|Hs108|chr16	1.35e-39	63	100	63	0	-2	-1
CCDS45421.1|Hs108|chr16	CCDS10560.1|Hs108|chr16	4.54e-34	56	82.143	46	10	-3	-2
CCDS45443.1|Hs108|chr16	CCDS81968.1|Hs108|chr16	0	262	97.328	255	7	3	1
CCDS45510.1|Hs108|chr16	CCDS42175.1|Hs108|chr16	1.08e-24	57	82.456	47	10	3	1
CCDS45547.2|Hs108|chr16	CCDS73925.1|Hs108|chr16	5.2e-27	62	98.387	61	1	3	2
CCDS45557.1|Hs108|chr16	CCDS43307.1|Hs108|chr5	0	126	96.032	121	5	3	1
CCDS45564.1|Hs108|chr17	CCDS11007.1|Hs108|chr17	2.92e-63	84	92.857	78	6	-3	-2
CCDS45620.1|Hs108|chr17	CCDS11178.2|Hs108|chr17	7.64e-95	89	98.876	88	1	-2	-1
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	7.23e-134	103	100	103	0	2	3
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	8.88e-116	103	100	103	0	-1	-3
CCDS45624.1|Hs108|chr17	CCDS45625.1|Hs108|chr17	1.37e-101	103	100	103	0	1	2
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	2.81e-134	103	100	103	0	3	2
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	1.62e-114	103	100	103	0	-3	-1
CCDS45625.1|Hs108|chr17	CCDS45624.1|Hs108|chr17	5.31e-102	103	100	103	0	2	1
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	2.81e-134	103	100	103	0	3	2
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	1.62e-114	103	100	103	0	-3	-1
CCDS45625.1|Hs108|chr17	CCDS11193.1|Hs108|chr17	5.31e-102	103	100	103	0	2	1
CCDS45626.1|Hs108|chr17	CCDS82207.1|Hs108|chr17	2.44e-114	89	86.517	77	12	-1	-2
CCDS45626.1|Hs108|chr17	CCDS11737.1|Hs108|chr17	2.44e-114	89	86.517	77	12	-1	-2
CCDS45710.1|Hs108|chr17	CCDS42348.1|Hs108|chr17	0	93	98.925	92	1	3	1
CCDS45711.1|Hs108|chr17	CCDS42348.1|Hs108|chr17	2.31e-171	62	100	62	0	-3	-2
CCDS45757.1|Hs108|chr17	CCDS11647.1|Hs108|chr17	2.18e-129	66	100	66	0	3	1
CCDS45757.1|Hs108|chr17	CCDS11647.1|Hs108|chr17	1.45e-128	66	100	66	0	-2	-1
CCDS45757.1|Hs108|chr17	CCDS45758.1|Hs108|chr17	5e-121	66	100	66	0	-2	-1
CCDS45757.1|Hs108|chr17	CCDS45758.1|Hs108|chr17	4.27e-116	66	100	66	0	3	1
CCDS45758.1|Hs108|chr17	CCDS45757.1|Hs108|chr17	8.17e-122	66	100	66	0	-1	-2
CCDS45758.1|Hs108|chr17	CCDS45757.1|Hs108|chr17	1.61e-118	66	100	66	0	1	3
CCDS46024.1|Hs108|chr19	CCDS12394.1|Hs108|chr19	3.67e-151	64	87.5	56	8	1	3
CCDS46117.1|Hs108|chr19	CCDS46118.1|Hs108|chr19	0	79	100	79	0	-3	-2
CCDS46118.1|Hs108|chr19	CCDS46117.1|Hs108|chr19	0	82	97.561	80	2	2	1
CCDS46129.1|Hs108|chr19	CCDS12697.1|Hs108|chr19	5.42e-82	98	100	98	0	2	1
CCDS46129.1|Hs108|chr19	CCDS46130.1|Hs108|chr19	1.17e-73	98	100	98	0	2	1
CCDS46130.1|Hs108|chr19	CCDS46129.1|Hs108|chr19	4.24e-78	103	100	103	0	1	2
CCDS46184.1|Hs108|chr19	CCDS42626.1|Hs108|chr19	0	82	100	82	0	-1	-3
CCDS46398.1|Hs108|chr2	CCDS46399.1|Hs108|chr2	0	94	100	94	0	1	3
CCDS46398.1|Hs108|chr2	CCDS42736.1|Hs108|chr2	0	60	98.333	59	1	1	3
CCDS46399.1|Hs108|chr2	CCDS46398.1|Hs108|chr2	0	100	100	100	0	3	1
CCDS46449.1|Hs108|chr2	CCDS2244.1|Hs108|chr2	8.23e-46	95	98.947	94	1	-2	-3
CCDS46449.1|Hs108|chr2	CCDS58736.1|Hs108|chr2	8.23e-46	95	98.947	94	1	-2	-3
CCDS46699.1|Hs108|chr22	CCDS46700.1|Hs108|chr22	0	69	100	69	0	-2	-1
CCDS46699.1|Hs108|chr22	CCDS46701.1|Hs108|chr22	0	69	100	69	0	-2	-1
CCDS46700.1|Hs108|chr22	CCDS46699.1|Hs108|chr22	0	69	100	69	0	-1	-2
CCDS46701.1|Hs108|chr22	CCDS46699.1|Hs108|chr22	0	69	100	69	0	-1	-2
CCDS46824.1|Hs108|chr3	CCDS63628.1|Hs108|chr3	0	56	100	56	0	-1	-3
CCDS46825.1|Hs108|chr3	CCDS63628.1|Hs108|chr3	0	56	100	56	0	-1	-3
CCDS46826.1|Hs108|chr3	CCDS63628.1|Hs108|chr3	0	56	100	56	0	-1	-3
CCDS46841.1|Hs108|chr3	CCDS2852.1|Hs108|chr3	2.3e-117	60	98.333	59	1	2	1
CCDS46881.1|Hs108|chr3	CCDS63712.1|Hs108|chr3	0	317	96.53	306	11	2	1
CCDS46899.1|Hs108|chr3	CCDS3042.1|Hs108|chr3	0	91	100	91	0	-3	-1
CCDS46899.1|Hs108|chr3	CCDS3042.1|Hs108|chr3	8.02e-170	91	100	91	0	2	1
CCDS47027.2|Hs108|chr4	CCDS54744.1|Hs108|chr4	3.15e-53	51	94.118	48	3	1	3
CCDS47064.1|Hs108|chr4	CCDS3517.1|Hs108|chr4	3.94e-128	77	100	77	0	1	3
CCDS47064.1|Hs108|chr4	CCDS3517.1|Hs108|chr4	6.31e-121	77	100	77	0	-1	-2
CCDS47698.2|Hs108|chr7	CCDS55160.1|Hs108|chr7	0	61	100	61	0	1	3
CCDS47698.2|Hs108|chr7	CCDS55160.1|Hs108|chr7	0	61	100	61	0	-3	-1
CCDS47698.2|Hs108|chr7	CCDS55160.1|Hs108|chr7	0	61	100	61	0	-1	-2
CCDS47713.1|Hs108|chr7	CCDS5819.1|Hs108|chr7	0	59	98.305	58	1	-1	-3
CCDS53306.1|Hs108|chr1	CCDS44125.1|Hs108|chr1	1.2e-114	55	100	55	0	2	3
CCDS53306.1|Hs108|chr1	CCDS471.1|Hs108|chr1	5.26e-113	54	98.148	53	1	3	1
CCDS53467.1|Hs108|chr1	CCDS1473.1|Hs108|chr1	0	69	100	69	0	-3	-1
CCDS53467.1|Hs108|chr1	CCDS44304.1|Hs108|chr1	1.68e-105	69	100	69	0	-3	-1
CCDS53635.1|Hs108|chr11	CCDS76407.1|Hs108|chr11	0	55	96.364	53	2	2	1
CCDS53660.1|Hs108|chr11	CCDS44642.2|Hs108|chr11	0	80	100	80	0	2	3
CCDS53661.1|Hs108|chr11	CCDS44642.2|Hs108|chr11	0	83	100	83	0	2	3
CCDS53662.1|Hs108|chr11	CCDS44648.1|Hs108|chr11	6.54e-74	54	100	54	0	2	3
CCDS53662.1|Hs108|chr11	CCDS44648.1|Hs108|chr11	3.51e-28	54	100	54	0	-1	-3
CCDS53745.1|Hs108|chr12	CCDS8618.1|Hs108|chr12	1.17e-99	52	86.538	45	7	-2	-3
CCDS53757.1|Hs108|chr12	CCDS8683.1|Hs108|chr12	2.25e-31	63	95.238	60	3	-1	-2
CCDS53758.1|Hs108|chr12	CCDS53759.1|Hs108|chr12	0	63	95.238	60	3	-2	-1
CCDS53759.1|Hs108|chr12	CCDS8683.1|Hs108|chr12	1.86e-31	63	95.238	60	3	-1	-2
CCDS53851.1|Hs108|chr12	CCDS45012.1|Hs108|chr12	2.77e-110	92	98.913	91	1	-1	-3
CCDS53853.1|Hs108|chr12	CCDS45012.1|Hs108|chr12	5.51e-65	91	100	91	0	3	1
CCDS54049.1|Hs108|chr16	CCDS58491.1|Hs108|chr16	1.92e-74	50	98	49	1	1	2
CCDS54117.1|Hs108|chr17	CCDS11341.1|Hs108|chr17	2.11e-25	76	81.579	62	14	1	2
CCDS54194.1|Hs108|chr18	CCDS12021.1|Hs108|chr18	5.48e-164	82	97.561	80	2	-1	-3
CCDS54315.1|Hs108|chr19	CCDS12883.1|Hs108|chr19	3.03e-19	50	82	41	9	-2	-3
CCDS54315.1|Hs108|chr19	CCDS54316.1|Hs108|chr19	3.03e-19	50	82	41	9	-2	-3
CCDS54373.1|Hs108|chr2	CCDS1989.1|Hs108|chr2	8.99e-83	66	96.97	64	2	-1	-3
CCDS54373.1|Hs108|chr2	CCDS54374.1|Hs108|chr2	3.76e-73	66	96.97	64	2	-1	-3
CCDS54470.1|Hs108|chr20	CCDS42886.1|Hs108|chr20	0	66	92.424	61	5	-2	-1
CCDS54470.1|Hs108|chr20	CCDS13400.1|Hs108|chr20	0	66	92.424	61	5	-2	-1
CCDS54552.1|Hs108|chr3	CCDS2589.1|Hs108|chr3	0	78	100	78	0	-1	-2
CCDS54639.1|Hs108|chr3	CCDS3069.1|Hs108|chr3	0	60	100	60	0	-1	-3
CCDS54654.1|Hs108|chr3	CCDS54655.1|Hs108|chr3	2.76e-165	58	100	58	0	-2	-3
CCDS54654.1|Hs108|chr3	CCDS54655.1|Hs108|chr3	3.22e-163	58	100	58	0	1	3
CCDS54654.1|Hs108|chr3	CCDS54655.1|Hs108|chr3	6.99e-137	58	100	58	0	-1	-2
CCDS54655.1|Hs108|chr3	CCDS3139.1|Hs108|chr3	1.66e-176	59	98.305	58	1	-1	-3
CCDS54655.1|Hs108|chr3	CCDS3139.1|Hs108|chr3	5.7e-168	59	98.305	58	1	2	3
CCDS54655.1|Hs108|chr3	CCDS54654.1|Hs108|chr3	5.61e-176	58	100	58	0	-3	-2
CCDS54655.1|Hs108|chr3	CCDS54654.1|Hs108|chr3	2.58e-163	58	100	58	0	3	1
CCDS54655.1|Hs108|chr3	CCDS54654.1|Hs108|chr3	5.49e-137	58	100	58	0	-2	-1
CCDS54693.1|Hs108|chr3	CCDS77867.1|Hs108|chr3	0	128	100	128	0	-1	-3
CCDS54698.1|Hs108|chr3	CCDS33921.1|Hs108|chr3	0	60	98.333	59	1	1	2
CCDS54698.1|Hs108|chr3	CCDS3308.2|Hs108|chr3	0	53	100	53	0	-2	-1
CCDS54698.1|Hs108|chr3	CCDS3308.2|Hs108|chr3	0	53	100	53	0	3	1
CCDS54699.1|Hs108|chr3	CCDS54698.1|Hs108|chr3	0	60	98.333	59	1	2	1
CCDS54717.1|Hs108|chr4	CCDS3370.2|Hs108|chr4	1.3e-139	90	91.111	82	8	2	1
CCDS54744.1|Hs108|chr4	CCDS47027.2|Hs108|chr4	9.52e-56	51	94.118	48	3	3	1
CCDS54836.1|Hs108|chr5	CCDS3903.1|Hs108|chr5	7.9800000000000006e-129	69	100	69	0	3	1
CCDS54836.1|Hs108|chr5	CCDS3903.1|Hs108|chr5	7.54e-61	69	100	69	0	-3	-2
CCDS54892.1|Hs108|chr5	CCDS54891.1|Hs108|chr5	0	51	82.353	42	9	2	3
